名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
井西彩乃,茂原アルカス,14,52,302,97,22,32.1,24.8,23,8,6,8,82,4,3,22,65,43,0,34.8,1.9,0.2,10.7,66.2
井野亜季子,日立リヴァーレ,17,102,0,0,0,,,0,0,0,0,26,0,2,5,408,322,0,,0.0,0.0,2.9,78.9
仁木希,NECレッドロケッツ,4,108,1140,424,74,37.2,30.7,2,1,0,23,342,16,14,95,672,465,0,50.0,3.9,0.2,10.6,69.2
今村直美,武富士バンブー,6,77,0,0,0,,,0,0,0,0,0,0,0,0,94,69,0,,0.0,0.0,,73.4
今野加奈子,パイオニアレッドウィングス,21,1,2,1,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
仲川香,茂原アルカス,17,18,0,0,0,,,0,0,0,0,0,0,0,0,167,93,0,,0.0,0.0,,55.7
伊地知祐子,日立リヴァーレ,7,8,0,0,0,,,0,0,0,0,7,0,1,1,0,0,0,,0.0,0.0,0.0,
伊地知麻貴,武富士バンブー,11,63,0,0,0,,,0,0,0,2,3,0,0,1,0,0,0,,0.0,0.0,8.3,
伊豫谷瞳,武富士バンブー,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐田樹理,日立リヴァーレ,6,106,778,260,58,33.4,26.0,1,0,0,18,389,22,37,134,394,261,0,0.0,2.5,0.2,11.9,66.2
佐藤美耶,東レアローズ,18,7,0,0,0,,,0,0,0,1,7,0,2,2,3,3,0,,0.0,0.1,0.0,100.0
先野久美子,久光製薬スプリングス,4,100,394,194,19,49.2,44.4,0,0,0,53,371,9,13,100,19,14,0,,1.9,0.5,8.3,73.7
内山みなみ,NECレッドロケッツ,18,39,36,11,4,30.6,19.4,0,0,0,2,51,3,13,10,129,87,0,,0.3,0.1,4.4,67.4
内田役子,パイオニアレッドウィングス,16,95,45,24,0,53.3,53.3,1,0,0,18,408,13,42,91,4,0,0,0.0,0.3,0.2,6.2,0.0
内藤香菜子,武富士バンブー,7,99,371,139,19,37.5,32.3,3,0,0,53,348,10,32,79,89,52,0,0.0,1.4,0.5,6.2,58.4
冨田寧寧,東レアローズ,8,25,69,39,2,56.5,53.6,0,0,0,12,73,1,4,13,0,0,0,,1.6,0.5,4.5,
前山陽子,日立リヴァーレ,18,46,21,11,0,52.4,52.4,0,0,0,3,3,0,0,0,1,0,0,,0.2,0.1,0.0,0.0
加藤理絵,パイオニアレッドウィングス,10,2,0,0,0,,,0,0,0,0,3,0,0,0,4,4,0,,0.0,0.0,0.0,100.0
古舘歩,デンソーエアリービーズ,15,87,1,0,0,0.0,0.0,1,0,0,0,131,6,2,26,161,93,0,0.0,0.0,0.0,9.2,57.8
吉原知子,パイオニアレッドウィングス,11,39,31,13,1,41.9,38.7,0,0,0,2,32,2,3,9,42,23,0,,0.3,0.1,10.9,54.8
吉田あい,久光製薬スプリングス,14,100,0,0,0,,,0,0,0,0,0,0,0,0,774,519,0,,0.0,0.0,,67.1
吉田安里,久光製薬スプリングス,7,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田実代,パイオニアレッドウィングス,7,101,0,0,0,,,0,0,0,0,0,0,0,0,536,370,0,,0.0,0.0,,69.0
向井久子,東レアローズ,1,68,374,147,17,39.3,34.8,23,10,1,20,241,6,8,85,255,159,0,43.5,2.2,0.3,10.5,62.4
和久山志恵里,武富士バンブー,33,104,0,0,0,,,0,0,0,0,0,0,0,0,634,427,0,,0.0,0.0,,67.4
多治見麻子,パイオニアレッドウィングス,5,88,376,164,23,43.6,37.5,0,0,0,35,205,2,10,40,20,14,0,,1.9,0.4,4.6,70.0
大山加奈,東レアローズ,12,85,727,290,33,39.9,35.4,69,21,6,26,295,8,20,108,237,144,0,30.4,3.4,0.3,10.2,60.8
大山未希,東レアローズ,16,23,0,0,0,,,0,0,0,0,36,1,3,7,14,7,0,,0.0,0.0,5.6,50.0
大村加奈子,久光製薬スプリングス,8,99,286,121,10,42.3,38.8,0,0,0,46,232,8,42,40,19,10,0,,1.2,0.5,3.2,52.6
大槻めぐみ,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大沼綾子,日立リヴァーレ,4,106,867,362,33,41.8,37.9,4,0,2,44,335,11,26,111,12,9,0,0.0,3.4,0.4,9.6,75.0
大貫美奈子,NECレッドロケッツ,3,108,43,19,1,44.2,41.9,1,0,0,23,396,20,73,127,8,0,0,0.0,0.2,0.2,8.5,0.0
奥村奈津子,パイオニアレッドウィングス,18,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宝来麻紀子,JTマーヴェラス,9,97,444,196,21,44.1,39.4,4,1,1,64,330,5,3,100,26,14,0,25.0,2.0,0.7,8.9,53.8
宣美幸,武富士バンブー,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小出真弓,武富士バンブー,4,27,9,2,1,22.2,11.1,0,0,0,0,34,0,4,12,12,6,0,,0.1,0.0,5.9,50.0
小山修加,久光製薬スプリングス,5,51,79,33,9,41.8,30.4,18,7,4,6,104,11,29,25,19,8,0,38.9,0.6,0.1,9.6,42.1
小松留美,武富士バンブー,16,38,101,38,3,37.6,34.7,0,0,0,5,84,0,3,25,11,7,0,,1.0,0.1,6.5,63.6
小林亜里沙,シーガルズ,17,11,18,8,2,44.4,33.3,0,0,0,2,10,1,0,3,3,2,0,,0.7,0.2,17.5,66.7
小濱ゆみ,パイオニアレッドウィングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小玉佐知子,東レアローズ,2,99,23,9,1,39.1,34.8,0,0,0,10,369,6,6,109,4,0,0,,0.1,0.1,8.6,0.0
小菅真弓,シーガルズ,41,84,10,5,0,50.0,50.0,1,0,0,8,117,3,1,37,0,0,0,0.0,0.1,0.1,10.3,
小野優美子,シーガルズ,5,27,0,0,0,,,0,0,0,0,32,2,1,10,90,39,0,,0.0,0.0,13.3,43.3
山口舞,シーガルズ,2,103,584,217,32,37.2,31.7,5,1,1,47,422,8,12,113,391,233,0,20.0,2.1,0.5,7.9,59.6
山城未沙,日立リヴァーレ,10,4,7,1,1,14.3,0.0,0,0,0,0,5,1,0,2,3,1,0,,0.2,0.0,30.0,33.3
山本愛,NECレッドロケッツ,5,59,308,139,25,45.1,37.0,14,6,4,41,212,8,22,57,22,16,0,42.9,2.4,0.7,7.9,72.7
岡野弘子,シーガルズ,15,99,38,20,0,52.6,52.6,2,0,0,14,242,8,2,78,2,1,0,0.0,0.2,0.1,11.2,50.0
岡野知子,デンソーエアリービーズ,14,104,872,297,63,34.1,26.8,5,0,1,44,356,7,10,125,679,444,0,0.0,2.9,0.4,10.0,65.4
川井梅香,シーガルズ,25,78,625,186,16,29.8,27.2,2,0,0,28,229,6,10,43,179,108,0,0.0,2.4,0.4,6.2,60.3
平山恵,JTマーヴェラス,15,30,0,0,0,,,0,0,0,0,1,0,0,0,253,172,0,,0.0,0.0,0.0,68.0
庄司夕起,パイオニアレッドウィングス,4,36,128,41,9,32.0,25.0,8,0,2,9,98,5,6,35,10,6,0,0.0,1.1,0.2,12.5,60.0
後藤恵里,武富士バンブー,18,14,41,20,4,48.8,39.0,0,0,0,4,22,1,2,4,2,1,0,,1.4,0.3,6.8,50.0
成田郁久美,久光製薬スプリングス,2,100,364,144,21,39.6,33.8,1,0,0,58,339,7,31,81,786,564,0,0.0,1.4,0.6,5.8,71.8
有田佳織,NECレッドロケッツ,6,99,0,0,0,,,0,0,0,0,1,0,0,0,542,384,0,,0.0,0.0,0.0,70.8
有田沙織,NECレッドロケッツ,12,82,563,221,43,39.3,31.6,1,0,0,31,307,10,25,99,398,264,0,0.0,2.7,0.4,9.3,66.3
朝倉香苗,JTマーヴェラス,11,56,0,0,0,,,0,0,0,0,0,0,0,0,288,188,0,,0.0,0.0,,65.3
木村智香子,デンソーエアリービーズ,10,89,775,231,27,29.8,26.3,8,1,2,11,306,12,21,64,437,270,0,12.5,2.6,0.1,7.4,61.8
木村沙織,東レアローズ,17,99,635,281,33,44.3,39.1,4,2,0,19,401,26,36,114,564,356,0,50.0,2.8,0.2,11.3,63.1
杉山祥子,NECレッドロケッツ,2,108,608,265,36,43.6,37.7,0,0,0,99,418,16,27,126,34,21,0,,2.5,0.9,9.7,61.8
杉本早希,パイオニアレッドウィングス,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
村田奈都美,シーガルズ,12,3,3,0,0,0.0,0.0,0,0,0,0,2,0,1,0,2,1,0,,0.0,0.0,-12.5,50.0
東山由香,茂原アルカス,4,62,0,0,0,,,0,0,0,0,88,4,3,30,0,0,0,,0.0,0.0,12.2,
松下友香,デンソーエアリービーズ,13,18,0,0,0,,,0,0,0,0,26,1,0,9,0,0,0,,0.0,0.0,12.5,
松崎さ代子,NECレッドロケッツ,7,108,876,314,57,35.8,29.3,97,41,16,68,281,8,50,78,42,29,0,42.3,2.9,0.6,5.3,69.0
松田祥子,NECレッドロケッツ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
板橋恵,日立リヴァーレ,2,106,54,26,3,48.1,42.6,1,0,0,10,318,8,23,79,4,1,0,0.0,0.2,0.1,6.9,25.0
栗原恵,パイオニアレッドウィングス,1,101,784,317,55,40.4,33.4,106,42,9,39,461,39,64,186,380,220,0,39.6,3.1,0.4,15.1,57.9
梅尾千草,NECレッドロケッツ,9,9,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,,0.0,0.0,0.0,
森和代,シーガルズ,21,103,847,359,49,42.4,36.6,18,3,5,62,353,6,9,98,329,194,0,16.7,3.5,0.6,8.0,59.0
榛澤舞子,パイオニアレッドウィングス,9,52,134,50,9,37.3,30.6,1,0,0,4,127,9,18,38,100,57,0,0.0,1.0,0.1,11.0,57.0
横山雅美,デンソーエアリービーズ,6,97,84,39,1,46.4,45.2,0,0,0,25,327,14,3,96,5,0,0,,0.4,0.3,11.4,0.0
橋口かおり,茂原アルカス,2,52,439,149,40,33.9,24.8,70,22,14,4,134,10,11,29,87,50,0,31.4,2.9,0.1,10.8,57.5
橋本直子,久光製薬スプリングス,17,55,0,0,0,,,0,0,0,0,80,5,29,24,0,0,0,,0.0,0.0,4.7,
櫻井由香,デンソーエアリービーズ,9,104,0,0,0,,,0,0,0,0,0,0,0,0,617,464,0,,0.0,0.0,,75.2
江口理代,パイオニアレッドウィングス,17,90,361,153,18,42.4,37.4,4,1,1,25,290,9,33,83,441,275,0,25.0,1.7,0.3,7.4,62.4
江藤直美,JTマーヴェラス,1,94,360,146,15,40.6,36.4,1,0,0,74,352,2,10,84,20,8,0,0.0,1.6,0.8,5.8,40.0
池浦文香,武富士バンブー,17,2,8,1,1,12.5,0.0,0,0,0,0,2,0,1,0,0,0,0,,0.5,0.0,-12.5,
河村聖子,JTマーヴェラス,10,5,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
河野志保,シーガルズ,16,67,213,91,7,42.7,39.4,0,0,0,17,130,2,4,28,159,84,0,,1.4,0.3,6.2,52.8
海老原めぐみ,日立リヴァーレ,11,22,1,1,0,100.0,100.0,0,0,0,0,31,2,4,9,0,0,0,,0.0,0.0,10.5,
渡辺真由美,久光製薬スプリングス,12,65,0,0,0,,,0,0,0,0,102,2,5,31,0,0,0,,0.0,0.0,8.3,
渡邊絢子,NECレッドロケッツ,11,39,65,28,13,43.1,23.1,0,0,0,6,112,4,4,38,132,84,0,,0.7,0.2,11.2,63.6
渡部有香,デンソーエアリービーズ,11,46,402,154,17,38.3,34.1,8,4,0,9,151,4,12,58,19,16,0,50.0,3.3,0.2,10.3,84.2
温水麻子,デンソーエアリービーズ,2,42,64,34,3,53.1,48.4,0,0,0,3,50,1,0,11,0,0,0,,0.8,0.1,7.5,
濱口華菜里,東レアローズ,14,99,0,0,0,,,0,0,0,0,0,0,0,0,440,328,0,,0.0,0.0,,74.5
熊前知加子,JTマーヴェラス,6,97,960,385,69,40.1,32.9,84,25,21,26,369,18,38,111,400,251,0,29.8,4.0,0.3,9.8,62.8
熊沢美穂,日立リヴァーレ,9,61,240,69,19,28.7,20.8,8,2,0,6,55,3,4,18,14,8,0,25.0,1.1,0.1,11.8,57.1
狩野美雪,茂原アルカス,5,96,923,335,47,36.3,31.2,16,4,0,14,300,13,18,90,603,445,0,25.0,3.5,0.1,10.3,73.8
田中弓貴,茂原アルカス,7,92,211,59,20,28.0,18.5,1,0,0,3,203,10,40,56,142,97,0,0.0,0.6,0.0,6.9,68.3
田原香理,日立リヴァーレ,13,106,555,221,33,39.8,33.9,0,0,0,52,322,4,16,83,6,3,0,,2.1,0.5,6.4,50.0
田口恵,茂原アルカス,9,96,747,250,38,33.5,28.4,11,5,0,46,227,7,5,56,39,25,0,45.5,2.6,0.5,8.7,64.1
田向友美,武富士バンブー,13,6,0,0,0,,,0,0,0,0,0,0,0,0,8,2,0,,0.0,0.0,,25.0
田辺友紀,茂原アルカス,13,38,90,25,12,27.8,14.4,0,0,0,5,46,0,0,14,3,2,0,,0.7,0.1,7.6,66.7
眞恵子,デンソーエアリービーズ,1,67,580,211,41,36.4,29.3,53,9,11,25,202,5,26,47,13,5,0,17.0,3.1,0.4,5.1,38.5
矢野美子,デンソーエアリービーズ,16,57,143,51,16,35.7,24.5,0,0,0,29,147,4,9,38,1,0,0,,0.9,0.5,7.7,0.0
石原亜津子,NECレッドロケッツ,15,4,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
石田さやか,デンソーエアリービーズ,17,7,35,12,1,34.3,31.4,5,2,0,1,11,0,1,5,1,0,0,40.0,1.7,0.1,9.1,0.0
神田千絵,シーガルズ,7,70,499,151,20,30.3,26.3,1,0,0,21,159,7,7,46,70,37,0,0.0,2.2,0.3,10.5,52.9
福田優,茂原アルカス,3,79,0,0,0,,,0,0,0,0,0,0,0,0,436,295,0,,0.0,0.0,,67.7
福田舞,デンソーエアリービーズ,3,11,37,13,2,35.1,29.7,0,0,0,2,18,0,2,4,2,2,0,,1.2,0.2,2.8,100.0
秋山葵,茂原アルカス,12,31,0,0,0,,,0,0,0,0,45,3,2,17,0,0,0,,0.0,0.0,15.0,
竹下佳江,JTマーヴェラス,7,97,60,27,2,45.0,41.7,2,1,0,20,377,12,16,111,4,0,0,50.0,0.3,0.2,9.5,0.0
筒井視穂子,久光製薬スプリングス,18,3,0,0,0,,,0,0,0,0,3,0,2,1,0,0,0,,0.0,0.0,-8.3,
米村信子,シーガルズ,3,20,49,14,1,28.6,26.5,0,0,0,1,40,1,2,3,44,26,0,,0.7,0.0,3.1,59.1
細川麻美,パイオニアレッドウィングス,15,1,2,0,1,0.0,-50.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
細田絵理,デンソーエアリービーズ,18,73,276,78,22,28.3,20.3,1,1,0,5,157,4,13,38,218,124,0,100.0,1.1,0.1,6.5,56.9
船崎恵視,茂原アルカス,8,95,33,14,3,42.4,33.3,1,0,1,10,326,21,36,131,5,0,0,0.0,0.1,0.1,13.7,0.0
船戸美穂,シーガルズ,20,3,1,0,1,0.0,-100.0,0,0,0,0,5,0,0,3,1,1,0,,0.0,0.0,15.0,100.0
芝田安希,東レアローズ,4,66,111,48,5,43.2,38.7,0,0,0,7,3,0,0,2,33,23,0,,0.7,0.1,16.7,69.7
若浦貴子,シーガルズ,33,99,957,332,44,34.7,30.1,2,0,0,53,281,3,13,40,168,93,0,0.0,3.4,0.5,3.5,55.4
草深暢子,デンソーエアリービーズ,4,5,27,8,2,29.6,22.2,0,0,0,0,8,0,1,2,14,7,0,,1.6,0.0,3.1,50.0
荒木絵里香,東レアローズ,13,98,518,253,42,48.8,40.7,13,5,5,67,317,10,15,121,17,11,0,38.5,2.6,0.7,11.5,64.7
荒木麻里,パイオニアレッドウィングス,19,4,2,1,0,50.0,50.0,0,0,0,0,4,0,0,3,4,2,0,,0.2,0.0,18.8,50.0
菅山かおる,JTマーヴェラス,5,92,354,142,25,40.1,33.1,11,2,2,14,179,3,4,39,464,354,0,18.2,1.5,0.2,6.6,76.3
菊池由希絵,日立リヴァーレ,8,52,0,0,0,,,0,0,0,0,35,0,5,8,166,108,0,,0.0,0.0,2.1,65.1
落合真理,久光製薬スプリングス,3,91,634,212,40,33.4,27.1,56,16,7,42,367,9,14,82,302,198,0,28.6,2.3,0.5,7.1,65.6
西山由樹,JTマーヴェラス,18,20,18,8,3,44.4,27.8,0,0,0,1,20,1,7,3,1,1,0,,0.4,0.0,0.0,100.0
西村亜由美,日立リヴァーレ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
西村佳名子,茂原アルカス,11,94,630,220,51,34.9,26.8,6,2,0,23,322,7,18,117,521,367,0,33.3,2.3,0.2,9.9,70.4
西脇万里子,東レアローズ,5,86,419,201,38,48.0,38.9,0,0,0,30,304,9,15,92,17,10,0,,2.3,0.3,9.3,58.8
角田真由美,茂原アルカス,6,74,343,140,20,40.8,35.0,0,0,0,15,152,5,4,31,9,8,0,,1.9,0.2,7.7,88.9
谷口雅美,JTマーヴェラス,2,65,473,169,29,35.7,29.6,90,22,9,19,176,9,36,58,198,120,0,24.4,2.6,0.3,8.2,60.6
足立留美,武富士バンブー,5,104,774,275,41,35.5,30.2,9,2,1,25,504,28,31,186,527,309,0,22.2,2.6,0.2,13.2,58.6
遠藤りつこ,JTマーヴェラス,20,10,0,0,0,,,0,0,0,0,13,0,0,3,0,0,0,,0.0,0.0,5.8,
都澤みどり,日立リヴァーレ,3,106,830,305,34,36.7,32.7,3,0,0,28,414,14,16,143,697,489,0,0.0,2.9,0.3,11.1,70.2
野村まり,シーガルズ,4,40,119,47,4,39.5,36.1,0,0,0,16,120,1,2,33,1,1,0,,1.2,0.4,7.3,100.0
野田昌代,久光製薬スプリングス,1,23,0,0,0,,,0,0,0,0,26,0,0,8,0,0,0,,0.0,0.0,7.7,
金森純子,シーガルズ,18,93,0,0,0,,,0,0,0,0,0,0,0,0,443,285,0,,0.0,0.0,,64.3
鈴木洋美,武富士バンブー,3,19,17,9,0,52.9,52.9,0,0,0,5,30,1,2,10,5,3,0,,0.5,0.3,10.0,60.0
青木絢子,久光製薬スプリングス,6,40,10,2,1,20.0,10.0,0,0,0,1,5,0,1,1,0,0,0,,0.0,0.0,0.0,
高崎紗緒梨,NECレッドロケッツ,21,59,235,72,23,30.6,20.9,0,0,0,8,157,5,14,61,42,22,0,,1.2,0.1,10.7,52.4
高木理江,JTマーヴェラス,14,54,65,27,1,41.5,40.0,2,0,0,1,68,2,2,28,92,46,0,0.0,0.5,0.0,12.5,50.0
高松未,シーガルズ,13,74,200,63,9,31.5,27.0,0,0,0,16,167,3,8,36,218,113,0,,0.9,0.2,6.0,51.8
高橋智子,日立リヴァーレ,5,25,17,6,1,35.3,29.4,0,0,0,1,0,0,0,0,1,0,0,,0.2,0.0,,0.0
高橋潤子,デンソーエアリービーズ,12,1,5,1,1,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
高橋牧子,パイオニアレッドウィングス,22,13,26,6,1,23.1,19.2,0,0,0,1,19,0,2,3,1,1,0,,0.5,0.1,1.3,100.0
高田ありさ,東レアローズ,19,4,0,0,0,,,0,0,0,0,5,0,1,1,1,1,0,,0.0,0.0,0.0,100.0
鶴田桂子,久光製薬スプリングス,10,99,45,19,2,42.2,37.8,0,0,0,8,339,9,12,87,4,0,0,,0.2,0.1,8.2,0.0
黒羽桂子,日立リヴァーレ,14,27,0,0,0,,,0,0,0,0,11,0,1,0,1,1,0,,0.0,0.0,-2.3,100.0
齋藤加奈子,日立リヴァーレ,12,96,580,245,25,42.2,37.9,2,0,0,17,342,15,20,109,419,311,0,0.0,2.6,0.2,10.9,74.2
