名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
コロンボレナタ,12,トヨタ車体クインシーズ,17,13,152,53,9,34.9,28.9,27,8,3,2,41,0,7,13,1,0,0,55,29.6,4.1,0.2,3.7,0.0
スタエレンスシャイーヌ,01,デンソーエアリービーズ,34,26,316,128,20,40.5,34.2,35,12,7,5,98,7,8,39,42,19,0,140,34.3,4.9,0.2,15.1,45.2
スタエレンスシャイーヌ,02,デンソーエアリービーズ,34,25,295,138,21,46.8,39.7,18,14,2,11,74,2,10,33,55,25,0,151,77.8,5.5,0.4,10.5,45.5
スタエレンスシャイーヌ,03,デンソーエアリービーズ,34,21,214,78,20,36.4,27.1,25,10,2,4,69,6,7,24,53,24,0,88,40.0,3.7,0.2,14.9,45.3
スタエレンスシャイーヌ,11,デンソーエアリービーズ,34,7,48,20,4,41.7,33.3,7,2,1,2,30,1,4,14,19,7,0,23,28.6,2.9,0.3,11.7,36.8
スタエレンスシャイーヌ,12,デンソーエアリービーズ,34,16,174,60,19,34.5,23.6,19,6,0,2,56,2,11,19,48,24,0,64,31.6,3.8,0.1,7.1,50.0
バルボッサシンシア,01,東レアローズ,8,13,45,15,2,33.3,28.9,5,1,0,3,21,0,0,7,12,4,0,18,20.0,1.2,0.2,8.3,33.3
バルボッサシンシア,02,東レアローズ,8,30,184,72,11,39.1,33.2,39,18,5,9,94,3,7,37,54,21,0,84,46.2,2.4,0.3,11.2,38.9
バルボッサシンシア,03,東レアローズ,8,21,170,67,9,39.4,34.1,40,12,5,4,61,5,8,18,43,19,0,76,30.0,3.2,0.2,12.3,44.2
バルボッサシンシア,11,東レアローズ,8,5,47,14,2,29.8,25.5,7,3,2,1,11,0,0,6,14,10,0,15,42.9,2.8,0.2,13.6,71.4
バルボッサシンシア,12,東レアローズ,8,13,97,39,4,40.2,36.1,10,6,1,3,29,0,2,12,0,0,0,42,60.0,3.0,0.2,8.6,
フォフィーニャアナパウラ,01,NECレッドロケッツ,5,31,331,120,12,36.3,32.6,41,11,4,12,122,8,7,50,221,110,0,140,26.8,3.9,0.4,15.4,49.8
フォフィーニャアナパウラ,02,NECレッドロケッツ,5,35,417,133,22,31.9,26.6,39,11,4,13,125,12,9,31,209,92,0,158,28.2,3.8,0.4,14.0,44.0
フォフィーニャアナパウラ,03,NECレッドロケッツ,5,25,283,95,16,33.6,27.9,36,7,3,5,93,8,8,33,163,82,0,108,19.4,3.8,0.2,15.3,50.3
フォフィーニャアナパウラ,11,NECレッドロケッツ,5,8,52,19,4,36.5,28.8,2,1,0,2,24,0,4,4,46,31,0,21,50.0,2.4,0.2,0.0,67.4
フォフィーニャアナパウラ,12,NECレッドロケッツ,5,14,162,45,8,27.8,22.8,8,0,1,4,53,4,5,17,107,58,0,53,0.0,3.2,0.3,13.2,54.2
中道瞳,01,東レアローズ,6,30,8,2,1,25.0,12.5,0,0,0,2,125,4,7,38,1,0,0,8,,0.1,0.1,9.4,0.0
中道瞳,02,東レアローズ,6,25,9,7,0,77.8,77.8,1,1,0,3,88,5,5,28,0,0,0,15,100.0,0.3,0.1,12.2,
中道瞳,03,東レアローズ,6,24,7,4,0,57.1,57.1,0,0,0,2,89,5,4,27,0,0,0,11,,0.2,0.1,12.1,
中道瞳,11,東レアローズ,6,6,2,1,0,50.0,50.0,0,0,0,0,21,1,0,7,0,0,0,2,,0.2,0.0,13.1,
中道瞳,12,東レアローズ,6,4,0,0,0,,,0,0,0,0,5,0,1,2,0,0,0,0,,0.0,0.0,5.0,
久保雅,01,JTマーヴェラス,4,2,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
久保雅,02,JTマーヴェラス,4,7,13,5,1,38.5,30.8,0,0,0,3,17,3,1,8,0,0,0,11,,0.7,0.4,27.9,
久保雅,03,JTマーヴェラス,4,7,8,3,0,37.5,37.5,0,0,0,3,11,1,2,3,0,0,0,7,,0.4,0.4,11.4,
井上奈々朱,01,デンソーエアリービーズ,18,11,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,1,0,0,2,,0.2,0.0,,0.0
井上奈々朱,02,デンソーエアリービーズ,18,13,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.1,0.0,,
井上奈々朱,03,デンソーエアリービーズ,18,11,1,0,0,0.0,0.0,0,0,0,1,4,1,0,2,0,0,0,2,,0.0,0.1,37.5,
井上奈々朱,12,デンソーエアリービーズ,18,9,7,2,2,28.6,0.0,0,0,0,3,9,0,2,6,9,5,0,5,,0.2,0.3,11.1,55.6
井上琴絵,01,JTマーヴェラス,13,29,0,0,0,,,0,0,0,0,0,0,0,0,142,104,0,0,,0.0,0.0,,73.2
井上琴絵,02,JTマーヴェラス,13,31,0,0,0,,,0,0,0,0,0,0,0,0,84,59,0,0,,0.0,0.0,,70.2
井上琴絵,03,JTマーヴェラス,13,23,0,0,0,,,0,0,0,0,0,0,0,0,62,41,0,0,,0.0,0.0,,66.1
井上琴絵,11,JTマーヴェラス,13,7,0,0,0,,,0,0,0,0,0,0,0,0,28,20,0,0,,0.0,0.0,,71.4
井上琴絵,12,JTマーヴェラス,13,12,0,0,0,,,0,0,0,0,0,0,0,0,44,27,0,0,,0.0,0.0,,61.4
井上香織,01,デンソーエアリービーズ,8,26,145,72,2,49.7,48.3,0,0,0,22,89,0,6,39,4,3,0,94,,2.8,0.8,9.3,75.0
井上香織,02,デンソーエアリービーズ,8,32,168,68,8,40.5,35.7,0,0,0,31,97,6,12,38,1,0,0,105,,2.1,1.0,12.9,0.0
井上香織,03,デンソーエアリービーズ,8,22,100,35,1,35.0,34.0,0,0,0,14,73,2,3,30,3,2,0,51,,1.6,0.6,12.0,66.7
井上香織,11,デンソーエアリービーズ,8,7,36,16,0,44.4,44.4,0,0,0,5,23,0,0,11,2,1,0,21,,2.3,0.7,12.0,50.0
井上香織,12,デンソーエアリービーズ,8,16,85,34,4,40.0,35.3,0,0,0,15,60,2,2,27,0,0,0,51,,2.1,0.9,13.8,
井野亜季子,01,NECレッドロケッツ,10,31,0,0,0,,,0,0,0,0,0,0,0,0,115,77,0,0,,0.0,0.0,,67.0
井野亜季子,02,NECレッドロケッツ,10,35,0,0,0,,,0,0,0,0,0,0,0,0,147,103,0,0,,0.0,0.0,,70.1
井野亜季子,03,NECレッドロケッツ,10,25,0,0,0,,,0,0,0,0,0,0,0,0,100,73,0,0,,0.0,0.0,,73.0
井野亜季子,11,NECレッドロケッツ,10,8,0,0,0,,,0,0,0,0,0,0,0,0,60,45,0,0,,0.0,0.0,,75.0
井野亜季子,12,NECレッドロケッツ,10,14,0,0,0,,,0,0,0,0,0,0,0,0,46,37,0,0,,0.0,0.0,,80.4
今野加奈子,01,パイオニアレッドウィングス,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今野加奈子,02,パイオニアレッドウィングス,8,8,45,13,5,28.9,17.8,4,0,0,1,12,1,0,9,3,1,0,15,0.0,1.6,0.1,27.1,33.3
今野加奈子,03,パイオニアレッドウィングス,8,13,124,38,7,30.6,25.0,28,9,3,0,34,1,2,14,11,3,0,39,32.1,2.9,0.0,11.8,27.3
今野加奈子,11,パイオニアレッドウィングス,8,1,4,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
今野加奈子,12,パイオニアレッドウィングス,8,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
位田愛,01,JTマーヴェラス,5,29,207,71,7,34.3,30.9,0,0,0,7,107,4,5,44,162,113,0,82,,2.4,0.2,12.9,69.8
位田愛,02,JTマーヴェラス,5,31,234,91,5,38.9,36.8,1,0,0,11,102,4,4,36,208,122,0,106,0.0,2.9,0.4,11.8,58.7
位田愛,03,JTマーヴェラス,5,20,125,34,3,27.2,24.8,0,0,0,12,49,1,2,20,147,71,0,47,,1.7,0.6,11.2,48.3
位田愛,11,JTマーヴェラス,5,7,61,28,2,45.9,42.6,0,0,0,0,28,0,1,6,37,23,0,28,,4.0,0.0,4.5,62.2
位田愛,12,JTマーヴェラス,5,12,95,33,2,34.7,32.6,0,0,0,5,35,0,1,16,60,36,0,38,,2.8,0.4,10.7,60.0
佐々木みき,01,パイオニアレッドウィングス,0,29,308,82,9,26.6,23.7,38,10,3,13,77,2,5,14,116,69,0,97,26.3,2.8,0.4,5.5,59.5
佐々木みき,02,パイオニアレッドウィングス,0,30,284,75,15,26.4,21.1,27,4,2,7,81,3,2,25,131,61,0,85,14.8,2.5,0.2,10.8,46.6
佐々木みき,03,パイオニアレッドウィングス,0,17,116,37,6,31.9,26.7,18,6,2,5,42,0,3,10,64,32,0,42,33.3,2.2,0.3,4.2,50.0
佐々木みき,11,パイオニアレッドウィングス,0,9,138,36,6,26.1,21.7,26,10,2,3,31,2,1,7,18,8,0,41,38.5,4.0,0.3,11.3,44.4
佐々木みき,12,パイオニアレッドウィングス,0,13,149,38,7,25.5,20.8,14,4,2,2,42,1,0,14,39,19,0,41,28.6,2.9,0.2,10.7,48.7
佐藤美耶,01,東レアローズ,11,2,0,0,0,,,0,0,0,1,1,0,1,0,0,0,0,1,,0.0,0.5,-25.0,
佐藤美耶,02,東レアローズ,11,5,2,0,1,0.0,-50.0,0,0,0,0,6,0,2,1,0,0,0,0,,0.0,0.0,-4.2,
佐藤美耶,03,東レアローズ,11,4,7,1,2,14.3,-14.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.2,0.0,,
佐藤美耶,11,東レアローズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤美耶,12,東レアローズ,11,4,0,0,0,,,0,0,0,0,9,2,3,0,0,0,0,2,,0.0,0.0,13.9,
佐野優子,01,久光製薬スプリングス,10,24,0,0,0,,,0,0,0,0,0,0,0,0,107,72,0,0,,0.0,0.0,,67.3
佐野優子,02,久光製薬スプリングス,10,34,0,0,0,,,0,0,0,0,0,0,0,0,117,87,0,0,,0.0,0.0,,74.4
佐野優子,03,久光製薬スプリングス,10,22,0,0,0,,,0,0,0,0,0,0,0,0,68,45,0,0,,0.0,0.0,,66.2
佐野優子,11,久光製薬スプリングス,10,7,0,0,0,,,0,0,0,0,0,0,0,0,27,17,0,0,,0.0,0.0,,63.0
佐野優子,12,久光製薬スプリングス,10,13,0,0,0,,,0,0,0,0,0,0,0,0,45,31,0,0,,0.0,0.0,,68.9
先野久美子,01,久光製薬スプリングス,4,24,86,37,4,43.0,38.4,0,0,0,6,87,3,3,27,4,3,0,46,,1.5,0.2,10.3,75.0
先野久美子,02,久光製薬スプリングス,4,33,113,46,3,40.7,38.1,0,0,0,11,99,3,8,36,0,0,0,60,,1.4,0.3,10.1,
先野久美子,03,久光製薬スプリングス,4,17,58,33,1,56.9,55.2,0,0,0,3,50,2,3,20,1,0,0,38,,1.9,0.2,12.5,0.0
先野久美子,11,久光製薬スプリングス,4,7,18,6,0,33.3,33.3,0,0,0,0,27,1,1,8,0,0,0,7,,0.9,0.0,10.2,
先野久美子,12,久光製薬スプリングス,4,13,40,20,1,50.0,47.5,0,0,0,6,51,1,2,12,3,1,0,27,,1.5,0.5,6.9,33.3
八幡美樹,01,NECレッドロケッツ,20,17,163,48,11,29.4,22.7,9,2,2,0,49,3,3,13,68,33,0,51,22.2,2.8,0.0,11.2,48.5
八幡美樹,02,NECレッドロケッツ,20,6,25,3,1,12.0,8.0,0,0,0,0,4,0,1,1,21,12,0,3,,0.5,0.0,0.0,57.1
八幡美樹,03,NECレッドロケッツ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
八幡美樹,11,NECレッドロケッツ,20,7,46,8,6,17.4,4.3,2,1,0,0,14,1,1,5,15,13,0,9,50.0,1.1,0.0,14.3,86.7
八幡美樹,12,NECレッドロケッツ,20,6,50,22,3,44.0,38.0,0,0,0,0,14,0,3,4,40,20,0,22,,3.7,0.0,1.8,50.0
八田奈都己,01,トヨタ車体クインシーズ,11,12,0,0,0,,,0,0,0,0,0,0,0,0,54,31,0,0,,0.0,0.0,,57.4
八田奈都己,02,トヨタ車体クインシーズ,11,12,0,0,0,,,0,0,0,0,0,0,0,0,84,55,0,0,,0.0,0.0,,65.5
八田奈都己,03,トヨタ車体クインシーズ,11,24,0,0,0,,,0,0,0,0,0,0,0,0,79,45,0,0,,0.0,0.0,,57.0
八田奈都己,11,トヨタ車体クインシーズ,11,5,0,0,0,,,0,0,0,0,0,0,0,0,19,8,0,0,,0.0,0.0,,42.1
八田奈都己,12,トヨタ車体クインシーズ,11,11,0,0,0,,,0,0,0,0,0,0,0,0,24,15,0,0,,0.0,0.0,,62.5
内田暁子,01,NECレッドロケッツ,9,24,129,43,7,33.3,27.9,7,2,0,2,54,3,4,13,115,69,0,48,28.6,1.8,0.1,9.7,60.0
内田暁子,02,NECレッドロケッツ,9,28,223,55,15,24.7,17.9,9,3,1,3,84,1,10,28,175,91,0,59,33.3,2.0,0.1,6.5,52.0
内田暁子,03,NECレッドロケッツ,9,19,125,53,8,42.4,36.0,10,5,0,2,65,0,5,24,102,52,0,55,50.0,2.8,0.1,7.3,51.0
内田暁子,11,NECレッドロケッツ,9,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
内田暁子,12,NECレッドロケッツ,9,9,59,14,5,23.7,15.3,5,0,1,1,22,1,4,3,39,22,0,16,0.0,1.6,0.1,3.4,56.4
内藤香菜子,01,NECレッドロケッツ,3,28,124,48,7,38.7,33.1,1,1,0,12,80,1,5,25,1,0,0,61,100.0,1.7,0.4,7.5,0.0
内藤香菜子,02,NECレッドロケッツ,3,35,182,62,8,34.1,29.7,0,0,0,15,105,1,5,30,4,1,0,78,,1.8,0.4,6.9,25.0
内藤香菜子,03,NECレッドロケッツ,3,25,123,46,5,37.4,33.3,0,0,0,14,71,3,3,29,5,3,0,63,,1.8,0.6,13.4,60.0
内藤香菜子,11,NECレッドロケッツ,3,5,19,6,1,31.6,26.3,0,0,0,1,15,1,1,4,3,3,0,8,,1.2,0.2,11.7,100.0
内藤香菜子,12,NECレッドロケッツ,3,4,11,3,2,27.3,9.1,0,0,0,2,7,0,0,2,0,0,0,5,,0.8,0.5,7.1,
冨永こよみ,01,パイオニアレッドウィングス,24,26,24,11,0,45.8,45.8,0,0,0,3,41,3,6,16,1,0,0,17,,0.4,0.1,13.4,0.0
冨永こよみ,02,パイオニアレッドウィングス,24,31,46,15,4,32.6,23.9,0,0,0,8,110,7,10,38,2,1,0,30,,0.5,0.3,12.7,50.0
冨永こよみ,03,パイオニアレッドウィングス,24,18,16,4,2,25.0,12.5,0,0,0,5,63,1,8,26,3,1,0,10,,0.2,0.3,8.7,33.3
冨永こよみ,11,パイオニアレッドウィングス,24,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
冨永こよみ,12,パイオニアレッドウィングス,24,11,11,7,0,63.6,63.6,0,0,0,4,32,2,2,10,0,0,0,13,,0.6,0.4,12.5,
前田見奈子,01,トヨタ車体クインシーズ,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
前田見奈子,02,トヨタ車体クインシーズ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
前田見奈子,03,トヨタ車体クインシーズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田見奈子,11,トヨタ車体クインシーズ,7,2,1,0,0,0.0,0.0,0,0,0,1,3,0,0,2,0,0,0,1,,0.0,0.5,16.7,
前田見奈子,12,トヨタ車体クインシーズ,7,6,17,4,3,23.5,5.9,0,0,0,2,14,0,1,1,0,0,0,6,,0.7,0.3,0.0,
北村みどり,01,岡山シーガルズ,11,3,0,0,0,,,0,0,0,0,5,1,0,2,8,4,0,1,,0.0,0.0,30.0,50.0
北村みどり,02,岡山シーガルズ,11,6,0,0,0,,,0,0,0,0,8,0,1,3,5,3,0,0,,0.0,0.0,6.2,60.0
千葉智枝美,02,JTマーヴェラス,19,4,3,0,0,0.0,0.0,0,0,0,0,5,0,1,2,3,2,0,0,,0.0,0.0,5.0,66.7
千葉智枝美,03,JTマーヴェラス,19,6,3,1,0,33.3,33.3,0,0,0,0,7,0,0,5,9,6,0,1,,0.2,0.0,17.9,66.7
卜部里菜,01,岡山シーガルズ,22,12,15,3,2,20.0,6.7,0,0,0,1,25,3,1,2,42,20,0,7,,0.2,0.1,13.0,47.6
卜部里菜,02,岡山シーガルズ,22,2,1,1,0,100.0,100.0,0,0,0,0,4,0,0,0,3,3,0,1,,0.5,0.0,0.0,100.0
卜部里菜,03,岡山シーガルズ,22,7,6,1,2,16.7,-16.7,0,0,0,2,9,0,1,2,9,2,0,3,,0.1,0.3,2.8,22.2
卜部里菜,11,岡山シーガルズ,22,4,7,2,1,28.6,14.3,0,0,0,0,3,0,0,1,5,1,0,2,,0.5,0.0,8.3,20.0
卜部里菜,12,岡山シーガルズ,22,3,4,1,0,25.0,25.0,0,0,0,1,9,0,0,3,8,4,0,2,,0.3,0.3,8.3,50.0
古藤千鶴,01,久光製薬スプリングス,2,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
古藤千鶴,02,久光製薬スプリングス,2,20,5,3,0,60.0,60.0,0,0,0,3,35,4,4,13,0,0,0,10,,0.2,0.2,17.9,
古藤千鶴,03,久光製薬スプリングス,2,20,6,4,0,66.7,66.7,0,0,0,5,33,2,3,13,0,0,0,11,,0.2,0.2,13.6,
古藤千鶴,11,久光製薬スプリングス,2,4,0,0,0,,,0,0,0,1,7,0,0,4,0,0,0,1,,0.0,0.2,14.3,
古藤千鶴,12,久光製薬スプリングス,2,4,2,1,0,50.0,50.0,0,0,0,1,5,0,1,0,0,0,0,2,,0.2,0.2,-5.0,
吉田みなみ,01,岡山シーガルズ,1,6,0,0,0,,,0,0,0,0,7,0,0,3,7,4,0,0,,0.0,0.0,10.7,57.1
吉田みなみ,02,岡山シーガルズ,1,4,0,0,0,,,0,0,0,0,6,0,2,3,2,1,0,0,,0.0,0.0,4.2,50.0
吉田みなみ,03,岡山シーガルズ,1,17,0,0,0,,,0,0,0,0,25,1,2,7,27,15,0,1,,0.0,0.0,9.0,55.6
吉田みなみ,11,岡山シーガルズ,1,3,0,0,0,,,0,0,0,0,0,0,0,0,21,15,0,0,,0.0,0.0,,71.4
吉田みなみ,12,岡山シーガルズ,1,4,0,0,0,,,0,0,0,0,0,0,0,0,20,9,0,0,,0.0,0.0,,45.0
吉田真未,01,パイオニアレッドウィングス,20,29,0,0,0,,,0,0,0,0,0,0,0,0,254,168,0,0,,0.0,0.0,,66.1
吉田真未,02,パイオニアレッドウィングス,20,31,0,0,0,,,0,0,0,0,0,0,0,0,229,165,0,0,,0.0,0.0,,72.1
吉田真未,03,パイオニアレッドウィングス,20,20,0,0,0,,,0,0,0,0,0,0,0,0,170,106,0,0,,0.0,0.0,,62.4
吉田真未,11,パイオニアレッドウィングス,20,9,0,0,0,,,0,0,0,0,0,0,0,0,75,52,0,0,,0.0,0.0,,69.3
吉田真未,12,パイオニアレッドウィングス,20,13,0,0,0,,,0,0,0,0,0,0,0,0,111,74,0,0,,0.0,0.0,,66.7
和田麻里江,01,東レアローズ,13,28,95,34,4,35.8,31.6,0,0,0,8,69,3,4,22,3,1,0,45,,1.2,0.3,10.9,33.3
和田麻里江,02,東レアローズ,13,14,32,14,2,43.8,37.5,0,0,0,2,26,0,2,10,0,0,0,16,,1.0,0.1,7.7,
和田麻里江,03,東レアローズ,13,20,46,15,1,32.6,30.4,0,0,0,8,65,4,3,20,1,0,0,27,,0.8,0.4,12.7,0.0
和田麻里江,11,東レアローズ,13,2,5,3,0,60.0,60.0,0,0,0,1,5,0,0,3,0,0,0,4,,1.5,0.5,15.0,
和田麻里江,12,東レアローズ,13,6,7,1,0,14.3,14.3,0,0,0,1,14,1,2,9,0,0,0,3,,0.2,0.2,19.6,
坂下麻衣子,01,JTマーヴェラス,1,2,4,2,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,2,,1.0,0.0,,
坂下麻衣子,02,JTマーヴェラス,1,10,29,10,1,34.5,31.0,6,3,0,2,4,0,1,2,0,0,0,12,50.0,1.0,0.2,6.2,
坂下麻衣子,03,JTマーヴェラス,1,4,37,10,2,27.0,21.6,9,3,0,1,11,0,3,6,1,1,0,11,33.3,2.5,0.2,6.8,100.0
坂下麻衣子,11,JTマーヴェラス,1,7,26,6,0,23.1,23.1,7,2,0,1,11,2,1,6,0,0,0,9,28.6,0.9,0.1,29.5,
坂下麻衣子,12,JTマーヴェラス,1,5,4,3,0,75.0,75.0,0,0,0,1,0,0,0,0,0,0,0,4,,0.6,0.2,,
堀口夏実,12,岡山シーガルズ,6,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀崎智恵美,01,トヨタ車体クインシーズ,15,27,94,32,7,34.0,26.6,0,0,0,7,63,1,5,16,162,110,0,40,,1.2,0.3,6.0,67.9
堀崎智恵美,02,トヨタ車体クインシーズ,15,24,24,12,1,50.0,45.8,0,0,0,4,36,1,1,21,86,53,0,17,,0.5,0.2,16.7,61.6
堀崎智恵美,03,トヨタ車体クインシーズ,15,12,11,1,1,9.1,0.0,0,0,0,0,3,0,0,1,35,16,0,1,,0.1,0.0,8.3,45.7
堀崎智恵美,11,トヨタ車体クインシーズ,15,8,26,10,1,38.5,34.6,0,0,0,0,21,1,2,5,58,35,0,11,,1.2,0.0,8.3,60.3
堀崎智恵美,12,トヨタ車体クインシーズ,15,11,0,0,0,,,0,0,0,0,0,0,0,0,15,15,0,0,,0.0,0.0,,100.0
堀田理恵,01,岡山シーガルズ,55,3,0,0,0,,,0,0,0,0,3,0,0,1,7,6,0,0,,0.0,0.0,8.3,85.7
堀田理恵,02,岡山シーガルズ,55,4,0,0,0,,,0,0,0,0,1,0,0,0,11,6,0,0,,0.0,0.0,0.0,54.5
多治見麻子,01,パイオニアレッドウィングス,5,4,16,4,1,25.0,18.8,0,0,0,1,11,0,2,1,3,2,0,5,,1.0,0.2,-2.3,66.7
多治見麻子,02,パイオニアレッドウィングス,5,9,35,10,2,28.6,22.9,0,0,0,1,14,0,2,2,2,0,0,11,,1.1,0.1,0.0,0.0
多治見麻子,03,パイオニアレッドウィングス,5,20,90,39,6,43.3,36.7,1,0,0,8,48,1,2,16,4,4,0,48,0.0,2.0,0.4,9.4,100.0
多治見麻子,11,パイオニアレッドウィングス,5,9,40,18,1,45.0,42.5,0,0,0,8,27,1,4,6,2,2,0,27,,2.0,0.9,5.6,100.0
多治見麻子,12,パイオニアレッドウィングス,5,4,14,7,0,50.0,50.0,0,0,0,3,7,0,0,3,0,0,0,10,,1.8,0.8,10.7,
大塚真菜,01,トヨタ車体クインシーズ,12,10,0,0,0,,,0,0,0,0,13,0,1,3,0,0,0,0,,0.0,0.0,3.8,
大塚真菜,02,トヨタ車体クインシーズ,12,20,8,1,1,12.5,0.0,0,0,0,0,34,1,6,11,0,0,0,2,,0.0,0.0,6.6,
大塚真菜,03,トヨタ車体クインシーズ,12,13,5,0,1,0.0,-20.0,0,0,0,0,18,2,2,5,0,0,0,2,,0.0,0.0,15.3,
大塚真菜,11,トヨタ車体クインシーズ,12,2,20,7,2,35.0,25.0,0,0,0,1,5,0,1,4,7,5,0,8,,3.5,0.5,15.0,71.4
大塚真菜,12,トヨタ車体クインシーズ,12,8,17,6,2,35.3,23.5,0,0,0,1,13,0,4,3,11,5,0,7,,0.8,0.1,-1.9,45.5
大山加奈,11,東レアローズ,3,6,66,22,4,33.3,27.3,14,5,3,4,21,1,1,4,0,0,0,27,35.7,3.7,0.7,8.3,
大山加奈,12,東レアローズ,3,11,71,26,5,36.6,29.6,15,9,1,4,41,4,3,8,0,0,0,34,60.0,2.4,0.4,12.8,
大山未希,01,東レアローズ,7,20,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,2,,0.0,0.1,,
大山未希,02,東レアローズ,7,25,3,1,0,33.3,33.3,0,0,0,1,30,1,2,10,1,0,0,3,,0.0,0.0,10.0,0.0
大山未希,03,東レアローズ,7,10,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,11,東レアローズ,7,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,12,東レアローズ,7,16,3,1,0,33.3,33.3,0,0,0,3,60,1,5,24,1,0,0,5,,0.1,0.2,9.6,0.0
大村加奈子,01,久光製薬スプリングス,8,13,6,3,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,3,,0.2,0.0,0.0,
