名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ジョルジェフニコラ,03,東レアローズ,14,3,39,29,1,74.4,71.8,23,16,1,0,15,1,4,9,0,0,0,30,69.6,9.7,0.0,15.0,
久保山尚,02,ジェイテクトSTINGS,16,11,2,0,1,0.0,-50.0,0,0,0,3,39,0,1,12,2,0,0,3,,0.0,0.3,7.1,0.0
久保山尚,03,ジェイテクトSTINGS,16,8,2,0,1,0.0,-50.0,1,0,1,1,34,1,0,14,0,0,0,2,0.0,0.0,0.1,13.2,
久原翼,02,パナソニックパンサーズ,7,5,5,3,1,60.0,40.0,0,0,0,1,2,0,1,0,9,0,0,4,,0.6,0.2,-12.5,0.0
久原翼,03,パナソニックパンサーズ,7,1,10,5,0,50.0,50.0,1,0,0,1,4,1,0,0,6,3,0,7,0.0,5.0,1.0,25.0,50.0
井上裕介,02,堺ブレイザーズ,2,11,0,0,0,,,0,0,0,0,0,0,0,0,55,34,0,0,,0.0,0.0,,61.8
井上裕介,03,堺ブレイザーズ,2,9,0,0,0,,,0,0,0,0,0,0,0,0,30,14,0,0,,0.0,0.0,,46.7
井手智,02,東レアローズ,22,14,0,0,0,,,0,0,0,0,0,0,0,0,58,35,0,0,,0.0,0.0,,60.3
井手智,03,東レアローズ,22,3,0,0,0,,,0,0,0,0,0,0,0,0,7,3,0,0,,0.0,0.0,,42.9
今富稜介,02,堺ブレイザーズ,16,11,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
今富稜介,03,堺ブレイザーズ,16,9,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
今村貴彦,02,パナソニックパンサーズ,9,11,60,30,3,50.0,45.0,18,9,2,1,28,1,7,6,2,0,0,32,50.0,2.7,0.1,2.7,0.0
今村貴彦,03,パナソニックパンサーズ,9,8,49,17,5,34.7,24.5,15,2,5,1,43,3,3,23,1,0,0,21,13.3,2.1,0.1,18.6,0.0
伊藤康貴,02,堺ブレイザーズ,11,8,5,1,0,20.0,20.0,0,0,0,0,4,0,2,1,15,6,0,1,,0.1,0.0,-6.2,40.0
伊藤康貴,03,堺ブレイザーズ,11,6,0,0,0,,,0,0,0,0,0,0,0,0,10,4,0,0,,0.0,0.0,,40.0
伏見大和,02,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐川翔,02,堺ブレイザーズ,8,11,2,1,1,50.0,0.0,0,0,0,6,30,1,2,8,0,0,0,8,,0.1,0.5,8.3,
佐川翔,03,堺ブレイザーズ,8,9,3,2,0,66.7,66.7,0,0,0,4,31,1,3,13,1,0,0,7,,0.2,0.4,11.3,0.0
佐野翔,02,東レアローズ,4,6,4,1,0,25.0,25.0,4,1,0,0,0,0,0,0,0,0,0,1,25.0,0.2,0.0,,
佐野翔,03,東レアローズ,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
傳田亮太,02,豊田合成トレフェルサ,11,14,21,15,1,71.4,66.7,0,0,0,8,51,3,7,23,0,0,0,26,,1.1,0.6,13.7,
傳田亮太,03,豊田合成トレフェルサ,11,3,4,4,0,100.0,100.0,0,0,0,2,9,0,2,5,0,0,0,6,,1.3,0.7,8.3,
兒玉康成,02,パナソニックパンサーズ,21,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
兒玉康成,03,パナソニックパンサーズ,21,3,10,6,1,60.0,50.0,0,0,0,0,9,1,1,4,0,0,0,7,,2.0,0.0,19.4,
内山正平,02,豊田合成トレフェルサ,4,14,5,3,1,60.0,40.0,0,0,0,3,49,0,2,7,2,0,0,6,,0.2,0.2,2.6,0.0
内山正平,03,豊田合成トレフェルサ,4,3,1,0,1,0.0,-100.0,0,0,0,1,6,0,1,1,0,0,0,1,,0.0,0.3,0.0,
内藤和也,02,堺ブレイザーズ,5,11,0,0,0,,,0,0,0,0,12,0,2,6,0,0,0,0,,0.0,0.0,8.3,
内藤和也,03,堺ブレイザーズ,5,8,0,0,0,,,0,0,0,0,9,0,2,3,0,0,0,0,,0.0,0.0,2.8,
出耒田敬,02,堺ブレイザーズ,7,11,28,13,0,46.4,46.4,0,0,0,5,33,2,8,10,2,1,0,20,,1.2,0.5,7.6,50.0
出耒田敬,03,堺ブレイザーズ,7,9,25,16,1,64.0,60.0,0,0,0,3,30,0,5,9,0,0,0,19,,1.8,0.3,3.3,
前田一誠,02,豊田合成トレフェルサ,5,6,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
前田一誠,03,豊田合成トレフェルサ,5,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
千々木駿介,02,堺ブレイザーズ,10,11,66,31,4,47.0,40.9,8,3,1,3,40,3,9,13,65,29,0,37,37.5,2.8,0.3,10.0,44.6
千々木駿介,03,堺ブレイザーズ,10,9,51,22,3,43.1,37.3,9,4,1,3,27,0,2,14,45,21,0,25,44.4,2.4,0.3,11.1,46.7
古田史郎,02,ジェイテクトSTINGS,4,5,32,4,5,12.5,-3.1,7,0,3,2,17,0,2,7,0,0,0,6,0.0,0.8,0.4,7.4,
古田史郎,03,ジェイテクトSTINGS,4,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
古賀幸一郎,02,豊田合成トレフェルサ,10,14,0,0,0,,,0,0,0,0,0,0,0,0,79,53,0,0,,0.0,0.0,,67.1
古賀幸一郎,03,豊田合成トレフェルサ,10,3,0,0,0,,,0,0,0,0,0,0,0,0,8,3,0,0,,0.0,0.0,,37.5
合田心平,02,パナソニックパンサーズ,19,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
合田心平,03,パナソニックパンサーズ,19,6,0,0,0,,,0,0,0,0,12,0,2,7,0,0,0,0,,0.0,0.0,10.4,
堤智久,02,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塩田達也,02,サントリーサンバーズ,12,12,31,18,4,58.1,45.2,0,0,0,7,32,0,9,9,1,1,0,25,,1.5,0.6,0.0,100.0
塩田達也,03,サントリーサンバーズ,12,9,29,17,1,58.6,55.2,0,0,0,7,21,0,3,9,0,0,0,24,,1.9,0.8,7.1,
富松崇彰,02,東レアローズ,1,14,31,17,1,54.8,51.6,0,0,0,3,50,2,5,17,2,1,0,22,,1.2,0.2,10.0,50.0
富松崇彰,03,東レアローズ,1,3,8,6,0,75.0,75.0,0,0,0,2,12,1,4,3,2,1,0,9,,2.0,0.7,6.2,50.0
専田和也,02,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
専田和也,03,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮雄一郎,02,東レアローズ,19,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
小宮雄一郎,03,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小川猛,02,サントリーサンバーズ,18,4,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
小川猛,03,サントリーサンバーズ,18,7,0,0,0,,,0,0,0,0,10,1,1,5,0,0,0,1,,0.0,0.0,20.0,
山本湧,02,サントリーサンバーズ,15,12,3,1,1,33.3,0.0,0,0,0,0,36,1,3,10,5,0,0,2,,0.1,0.0,7.6,0.0
山本湧,03,サントリーサンバーズ,15,9,5,4,1,80.0,60.0,0,0,0,0,27,0,2,15,0,0,0,4,,0.4,0.0,12.0,
山村宏太,02,サントリーサンバーズ,1,5,6,4,0,66.7,66.7,0,0,0,0,14,1,1,6,2,1,0,5,,0.8,0.0,16.1,50.0
山村宏太,03,サントリーサンバーズ,1,5,2,0,0,0.0,0.0,0,0,0,0,5,0,1,1,0,0,0,0,,0.0,0.0,0.0,
山添信也,02,パナソニックパンサーズ,3,5,8,4,1,50.0,37.5,0,0,0,1,18,1,0,7,0,0,0,6,,0.8,0.2,15.3,
山添信也,03,パナソニックパンサーズ,3,6,8,4,1,50.0,37.5,0,0,0,2,13,0,4,6,0,0,0,6,,0.7,0.3,3.8,
山田脩造,02,豊田合成トレフェルサ,1,13,35,18,5,51.4,37.1,0,0,0,2,52,5,8,21,100,50,0,25,,1.4,0.2,15.9,50.0
山田脩造,03,豊田合成トレフェルサ,1,3,5,0,2,0.0,-40.0,0,0,0,0,14,1,2,9,24,7,0,1,,0.0,0.0,19.6,29.2
山近哲,02,豊田合成トレフェルサ,2,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山近哲,03,豊田合成トレフェルサ,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥吾,02,サントリーサンバーズ,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥吾,03,サントリーサンバーズ,6,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
岡本秀明,02,豊田合成トレフェルサ,13,4,5,1,0,20.0,20.0,0,0,0,0,5,0,2,0,18,11,0,1,,0.2,0.0,-10.0,61.1
岡本秀明,03,豊田合成トレフェルサ,13,2,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
川口太一,02,豊田合成トレフェルサ,20,10,0,0,0,,,0,0,0,0,0,0,0,0,14,9,0,0,,0.0,0.0,,64.3
川口太一,03,豊田合成トレフェルサ,20,3,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
廣瀬優希,02,ジェイテクトSTINGS,21,8,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,2,,0.0,0.2,,
廣瀬優希,03,ジェイテクトSTINGS,21,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星谷健太朗,02,サントリーサンバーズ,17,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星谷健太朗,03,サントリーサンバーズ,17,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星野秀知,02,東レアローズ,10,2,3,3,0,100.0,100.0,0,0,0,0,1,0,1,0,5,2,0,3,,1.5,0.0,-25.0,40.0
星野秀知,03,東レアローズ,10,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村泰輔,02,堺ブレイザーズ,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村泰輔,03,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間隆太,02,ジェイテクトSTINGS,17,9,0,0,0,,,0,0,0,0,0,0,0,0,34,20,0,0,,0.0,0.0,,58.8
本間隆太,03,ジェイテクトSTINGS,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
李博,02,東レアローズ,15,14,34,18,1,52.9,50.0,0,0,0,5,54,6,10,20,5,4,0,29,,1.3,0.4,15.7,80.0
李博,03,東レアローズ,15,3,4,2,0,50.0,50.0,0,0,0,2,13,0,4,7,0,0,0,4,,0.7,0.7,5.8,
松原広輔,02,ジェイテクトSTINGS,10,3,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
松原広輔,03,ジェイテクトSTINGS,10,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
松岡祐太,02,堺ブレイザーズ,13,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
松岡祐太,03,堺ブレイザーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本慶彦,02,堺ブレイザーズ,1,11,33,19,0,57.6,57.6,0,0,0,5,43,1,3,19,7,6,0,25,,1.7,0.5,11.6,85.7
松本慶彦,03,堺ブレイザーズ,1,9,21,11,0,52.4,52.4,0,0,0,6,27,0,2,6,1,0,0,17,,1.2,0.7,3.7,0.0
柳澤広平,02,ジェイテクトSTINGS,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳澤広平,03,ジェイテクトSTINGS,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田将洋,02,サントリーサンバーズ,8,12,36,12,2,33.3,27.8,3,1,0,2,30,3,3,11,17,8,0,17,33.3,1.0,0.2,16.7,47.1
柳田将洋,03,サントリーサンバーズ,8,9,41,13,3,31.7,24.4,2,0,1,2,32,1,8,19,35,12,0,16,0.0,1.4,0.2,11.7,34.3
栗山雅史,02,サントリーサンバーズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗山雅史,03,サントリーサンバーズ,19,4,12,3,0,25.0,25.0,0,0,0,0,5,0,0,3,4,2,0,3,,0.8,0.0,15.0,50.0
梅野聡,02,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
梅野聡,03,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
椿山竜介,02,豊田合成トレフェルサ,14,6,4,1,1,25.0,0.0,0,0,0,0,9,1,2,5,0,0,0,2,,0.2,0.0,19.4,
椿山竜介,03,豊田合成トレフェルサ,14,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
横田一義,02,堺ブレイザーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田一義,03,堺ブレイザーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
永野健,02,パナソニックパンサーズ,17,11,0,0,0,,,0,0,0,0,0,0,0,0,68,47,0,0,,0.0,0.0,,69.1
永野健,03,パナソニックパンサーズ,17,8,0,0,0,,,0,0,0,0,0,0,0,0,42,25,0,0,,0.0,0.0,,59.5
池田政之,02,パナソニックパンサーズ,11,9,30,10,2,33.3,26.7,16,4,2,1,9,0,3,3,0,0,0,11,25.0,1.1,0.1,0.0,
池田政之,03,パナソニックパンサーズ,11,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浅野博亮,02,ジェイテクトSTINGS,19,4,27,15,1,55.6,51.9,3,2,0,3,9,2,2,2,26,13,0,20,66.7,3.8,0.8,22.2,50.0
浅野博亮,03,ジェイテクトSTINGS,19,8,56,32,4,57.1,50.0,8,5,1,3,32,1,4,17,66,36,0,36,62.5,4.0,0.4,13.3,54.5
深津英臣,02,パナソニックパンサーズ,2,11,3,2,0,66.7,66.7,0,0,0,1,27,0,1,15,0,0,0,3,,0.2,0.1,13.0,
深津英臣,03,パナソニックパンサーズ,2,7,2,1,1,50.0,0.0,0,0,0,1,20,0,1,9,1,0,0,2,,0.1,0.1,10.0,0.0
清水邦広,02,パナソニックパンサーズ,1,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
清野真一,02,ジェイテクトSTINGS,5,10,64,33,1,51.6,50.0,22,13,1,1,27,0,6,1,0,0,0,34,59.1,3.3,0.1,-4.6,
清野真一,03,ジェイテクトSTINGS,5,8,65,31,5,47.7,40.0,26,8,4,1,33,1,5,8,0,0,0,33,30.8,3.9,0.1,5.3,
渡辺俊介,02,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,,,,100.0
渡辺俊介,03,東レアローズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,,0.0,0.0,,75.0
渡辺奏吾,02,パナソニックパンサーズ,5,1,0,0,0,,,0,0,0,0,1,0,0,0,2,1,0,0,,0.0,0.0,0.0,50.0
渡辺奏吾,03,パナソニックパンサーズ,5,4,9,4,1,44.4,33.3,1,1,0,0,1,0,1,0,1,0,0,4,100.0,1.0,0.0,-25.0,0.0
渡邉峻,02,ジェイテクトSTINGS,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,02,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,03,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
玉宅健太郎,02,堺ブレイザーズ,6,4,0,0,0,,,0,0,0,1,3,0,1,0,0,0,0,1,,0.0,0.2,-8.3,
玉宅健太郎,03,堺ブレイザーズ,6,4,0,0,0,,,0,0,0,0,5,0,0,3,0,0,0,0,,0.0,0.0,15.0,
田城貴之,02,パナソニックパンサーズ,14,6,10,4,0,40.0,40.0,0,0,0,1,11,0,1,3,1,0,0,5,,0.7,0.2,4.5,0.0
白澤健児,02,パナソニックパンサーズ,6,11,17,11,1,64.7,58.8,0,0,0,6,36,1,4,8,1,0,0,18,,1.0,0.5,5.6,0.0
白澤健児,03,パナソニックパンサーズ,6,8,13,8,1,61.5,53.8,0,0,0,6,22,1,1,8,0,0,0,15,,1.0,0.8,12.5,
福山汰一,02,ジェイテクトSTINGS,23,8,23,14,0,60.9,60.9,0,0,0,0,21,0,3,3,0,0,0,14,,1.8,0.0,0.0,
福山汰一,03,ジェイテクトSTINGS,23,8,23,16,0,69.6,69.6,0,0,0,4,27,1,2,9,2,1,0,21,,2.0,0.5,10.2,50.0
福澤達哉,02,パナソニックパンサーズ,15,11,75,32,3,42.7,38.7,11,5,1,3,29,2,9,3,49,20,0,37,45.5,2.9,0.3,1.7,40.8
福澤達哉,03,パナソニックパンサーズ,15,8,68,38,0,55.9,55.9,8,4,0,4,20,1,2,2,57,25,0,43,50.0,4.8,0.5,5.0,43.9
米山裕太,02,東レアローズ,5,14,58,19,1,32.8,31.0,4,1,1,5,36,0,8,12,112,78,0,24,25.0,1.4,0.4,2.8,69.6
米山裕太,03,東レアローズ,5,3,9,6,0,66.7,66.7,0,0,0,0,9,0,3,4,21,7,0,6,,2.0,0.0,2.8,33.3
細中久里寿,02,豊田合成トレフェルサ,21,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
細中久里寿,03,豊田合成トレフェルサ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
興梠亮,02,ジェイテクトSTINGS,12,3,0,0,0,,,0,0,0,0,0,0,0,0,8,4,0,0,,0.0,0.0,,50.0
興梠亮,03,ジェイテクトSTINGS,12,8,0,0,0,,,0,0,0,0,0,0,0,0,47,31,0,0,,0.0,0.0,,66.0
藤中謙也,02,サントリーサンバーズ,10,12,57,24,6,42.1,31.6,1,0,1,7,31,0,5,7,63,41,0,31,0.0,2.0,0.6,1.6,65.1
藤中謙也,03,サントリーサンバーズ,10,9,36,13,4,36.1,25.0,0,0,0,2,34,1,3,10,77,39,0,16,,1.4,0.2,8.1,50.6
藤井直伸,02,東レアローズ,21,14,3,2,0,66.7,66.7,0,0,0,4,44,0,2,19,0,0,0,6,,0.1,0.3,9.7,
藤井直伸,03,東レアローズ,21,3,1,1,0,100.0,100.0,0,0,0,1,13,0,4,6,0,0,0,2,,0.3,0.3,3.8,
袴谷亮介,02,ジェイテクトSTINGS,11,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
辰巳正敏,02,ジェイテクトSTINGS,9,4,9,1,0,11.1,11.1,0,0,0,1,13,0,4,3,1,1,0,2,,0.2,0.2,-1.9,100.0
近裕崇,02,豊田合成トレフェルサ,6,14,26,15,0,57.7,57.7,0,0,0,3,58,2,1,19,0,0,0,20,,1.1,0.2,11.2,
近裕崇,03,豊田合成トレフェルサ,6,3,4,1,1,25.0,0.0,0,0,0,0,8,0,1,3,1,0,0,1,,0.3,0.0,6.2,0.0
酒井大祐,02,サントリーサンバーズ,5,12,0,0,0,,,0,0,0,0,0,0,0,0,77,52,0,0,,0.0,0.0,,67.5
酒井大祐,03,サントリーサンバーズ,5,9,0,0,0,,,0,0,0,0,0,0,0,0,62,38,0,0,,0.0,0.0,,61.3
金丸晃大,02,ジェイテクトSTINGS,2,12,16,9,0,56.2,56.2,0,0,0,9,40,2,1,18,3,2,0,20,,0.8,0.8,15.6,66.7
金丸晃大,03,ジェイテクトSTINGS,2,8,11,9,0,81.8,81.8,0,0,0,6,27,1,2,15,1,0,0,16,,1.1,0.8,15.7,0.0
鈴木寛史,02,サントリーサンバーズ,2,9,17,12,2,70.6,58.8,0,0,0,3,43,2,1,8,0,0,0,17,,1.3,0.3,8.7,
鈴木寛史,03,サントリーサンバーズ,2,8,17,10,3,58.8,41.2,0,0,0,5,32,0,3,18,0,0,0,15,,1.2,0.6,11.7,
鈴木悠二,02,東レアローズ,18,14,61,26,0,42.6,42.6,9,5,0,3,58,2,6,37,50,20,0,31,55.6,1.9,0.2,16.8,40.0
鈴木悠二,03,東レアローズ,18,3,14,6,1,42.9,35.7,2,1,0,1,16,2,1,10,14,5,0,9,50.0,2.0,0.3,26.6,35.7
関田誠大,02,パナソニックパンサーズ,8,10,0,0,0,,,0,0,0,0,11,0,1,1,0,0,0,0,,0.0,0.0,0.0,
関田誠大,03,パナソニックパンサーズ,8,6,1,1,0,100.0,100.0,0,0,0,1,10,0,1,4,0,0,0,2,,0.2,0.2,7.5,
阿部裕太,03,サントリーサンバーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高松卓矢,02,豊田合成トレフェルサ,12,14,75,38,4,50.7,45.3,1,0,0,3,44,0,10,15,40,20,0,41,0.0,2.7,0.2,2.8,50.0
高松卓矢,03,豊田合成トレフェルサ,12,3,16,7,2,43.8,31.2,0,0,0,0,8,1,1,2,18,3,0,8,,2.3,0.0,15.6,16.7
高橋和人,02,ジェイテクトSTINGS,7,9,48,18,5,37.5,27.1,0,0,0,3,31,3,5,8,52,33,0,24,,2.0,0.3,12.1,63.5
高橋和人,03,ジェイテクトSTINGS,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋慎治,02,ジェイテクトSTINGS,6,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
高橋慎治,03,ジェイテクトSTINGS,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,02,サントリーサンバーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,03,サントリーサンバーズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高野直哉,02,堺ブレイザーズ,4,11,58,29,4,50.0,43.1,2,0,1,3,33,0,13,9,79,40,0,32,0.0,2.6,0.3,-3.0,50.6
高野直哉,03,堺ブレイザーズ,4,9,36,19,2,52.8,47.2,0,0,0,1,33,0,4,6,80,33,0,20,,2.1,0.1,1.5,41.2
鶴田大樹,02,サントリーサンバーズ,11,9,22,7,5,31.8,9.1,1,0,0,2,26,2,4,7,35,21,0,11,0.0,0.8,0.2,10.6,60.0
鶴田大樹,03,サントリーサンバーズ,11,2,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
黒木康太郎,02,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒木康太郎,03,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒澤雄介,02,豊田合成トレフェルサ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒澤雄介,03,豊田合成トレフェルサ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
