試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2016-11-05,11,つくばユナイテッドSunGAIA,21,,石川裕敏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,11,つくばユナイテッドSunGAIA,22,L,米村尊,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,11,つくばユナイテッドSunGAIA,25,,宮内健嗣,5,■,■,■,■,■,12,7,1,0.5833333333333334,0.5,1.40,0,0,0,-,3,0.60,19,2,0,9,20.3,0,0,0,-
2016-11-05,11,VC長野トライデンツ,4,,小林哲也,5,■,■,■,■,■,40,20,4,0.5,0.4,4.00,21,7,4,33.3,2,0.40,15,2,5,5,19.0,2,1,0,50.0
2016-11-05,11,VC長野トライデンツ,5,L,峰尾拓,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,35,24,0,68.6
2016-11-05,11,VC長野トライデンツ,6,,峯村幸太,5,■,■,■,■,■,28,9,0,0.32142857142857145,0.32142857142857145,1.80,1,1,0,100.0,1,0.20,18,2,1,3,14.2,16,13,0,81.2
2016-11-05,11,VC長野トライデンツ,7,,栗木勇,5,■,■,■,■,■,29,8,4,0.27586206896551724,0.13793103448275862,1.60,0,0,0,-,0,-,15,1,3,5,15.0,21,15,0,71.4
2016-11-05,11,VC長野トライデンツ,9,,高野恭平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,11,VC長野トライデンツ,11,,片桐成基,2,nan,□,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2016-11-05,11,VC長野トライデンツ,16,,森崎健史,5,■,■,■,■,■,16,7,1,0.4375,0.375,1.40,0,0,0,-,5,1.00,19,1,1,14,23.7,0,0,0,-
2016-11-05,11,VC長野トライデンツ,20,,多田将希,5,■,■,□,■,■,2,0,0,0.0,0.0,-,0,0,0,-,1,0.20,20,0,3,4,5.0,1,0,0,0.0
2016-11-05,11,VC長野トライデンツ,22,,アレキサンダーオソキン,5,■,■,■,■,■,20,13,2,0.65,0.55,2.60,1,0,1,0.0,4,0.80,14,0,2,3,5.4,1,1,0,100.0
2016-11-05,11,VC長野トライデンツ,23,L,米沢竜治,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,11,VC長野トライデンツ,24,,長田翼,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,11,VC長野トライデンツ,25,,中谷光,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,2,2,4,40.0,0,0,0,-
2016-11-05,11,VC長野トライデンツ,26,,池田浩基,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,1,0,0,0.0
2016-11-05,11,VC長野トライデンツ,27,,小林之紘,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,3,,阿部領太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,6,,上前仁,2,nan,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,7,,細川優樹,1,nan,nan,□,nan,nan,6,0,4,0.0,-0.6666666666666666,-,1,0,0,0.0,1,1.00,5,0,0,3,15.0,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,8,,石垣公也,5,■,■,■,■,■,24,7,3,0.2916666666666667,0.16666666666666666,1.40,0,0,0,-,1,0.20,12,0,3,4,8.3,57,28,0,49.1
2016-11-06,11,大分三好ヴァイセアドラー,10,,浜崎勇矢,3,nan,□,nan,■,□,0,0,0,,,-,0,0,0,-,0,-,9,0,1,2,5.6,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,11,L,辻口智也,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,4,0,26.7
2016-11-06,11,大分三好ヴァイセアドラー,14,,ヤカングマ,5,■,■,■,■,■,58,27,5,0.46551724137931033,0.3793103448275862,5.40,19,13,1,68.4,1,0.20,16,1,3,8,18.8,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,15,,田中挙章,3,■,■,■,nan,nan,6,0,1,0.0,-0.16666666666666666,-,0,0,0,-,3,1.00,12,0,0,4,8.3,1,0,0,0.0
2016-11-06,11,大分三好ヴァイセアドラー,16,,濱本豊,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,18,,高山伸悟,5,■,■,■,■,■,6,1,0,0.16666666666666666,0.16666666666666666,0.20,0,0,0,-,4,0.80,18,1,0,8,15.6,1,0,0,0.0
2016-11-06,11,大分三好ヴァイセアドラー,20,L,帖佐力弥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,22,,藤岡諒馬,4,■,■,■,nan,■,1,1,0,1.0,1.0,0.25,0,0,0,-,0,-,7,0,0,5,17.9,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,23,,藤田裕城,2,nan,nan,nan,■,■,1,0,0,0.0,0.0,-,0,0,0,-,1,0.50,3,0,1,0,0.0,0,0,0,-
2016-11-06,11,大分三好ヴァイセアドラー,24,,米田亘希,5,■,■,■,■,■,34,11,4,0.3235294117647059,0.20588235294117646,2.20,4,0,0,0.0,2,0.40,13,0,5,4,7.7,11,5,0,45.5
2016-11-06,11,VC長野トライデンツ,4,,小林哲也,5,■,■,■,■,■,49,22,6,0.4489795918367347,0.32653061224489793,4.40,14,4,2,28.6,2,0.40,7,0,3,3,10.7,0,0,0,-
2016-11-06,11,VC長野トライデンツ,5,L,峰尾拓,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,13,0,48.1
2016-11-06,11,VC長野トライデンツ,6,,峯村幸太,5,■,■,■,■,■,14,6,1,0.42857142857142855,0.35714285714285715,1.20,0,0,0,-,0,-,16,2,3,8,23.8,27,15,0,55.6
2016-11-06,11,VC長野トライデンツ,7,,栗木勇,5,■,■,■,■,■,24,5,3,0.20833333333333334,0.08333333333333333,1.00,0,0,0,-,0,-,17,2,6,6,19.4,28,16,0,57.1
2016-11-06,11,VC長野トライデンツ,9,,高野恭平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,VC長野トライデンツ,11,,片桐成基,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,VC長野トライデンツ,16,,森崎健史,5,■,■,■,■,■,24,12,5,0.5,0.2916666666666667,2.40,0,0,0,-,0,-,9,0,0,6,16.7,2,1,0,50.0
2016-11-06,11,VC長野トライデンツ,20,,多田将希,5,■,■,■,■,■,3,0,0,0.0,0.0,-,0,0,0,-,0,-,31,0,1,11,8.9,1,0,0,0.0
2016-11-06,11,VC長野トライデンツ,22,,アレキサンダーオソキン,5,■,■,■,■,■,28,11,4,0.39285714285714285,0.25,2.20,0,0,0,-,8,1.60,18,0,4,9,12.5,0,0,0,-
2016-11-06,11,VC長野トライデンツ,23,L,米沢竜治,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,VC長野トライデンツ,24,,長田翼,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2016-11-06,11,VC長野トライデンツ,25,,中谷光,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,4,20.0,0,0,0,-
2016-11-06,11,VC長野トライデンツ,26,,池田浩基,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,VC長野トライデンツ,27,,小林之紘,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,1,,小川貴大,3,nan,nan,■,■,■,22,9,1,0.4090909090909091,0.36363636363636365,3.00,5,2,1,40.0,2,0.67,11,1,1,5,18.6,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,3,,水野貴文,5,■,■,■,■,■,11,3,0,0.2727272727272727,0.2727272727272727,0.60,0,0,0,-,3,0.60,16,0,0,9,14.1,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,4,,加藤啓,5,■,■,■,■,■,20,9,2,0.45,0.35,1.80,0,0,0,-,4,0.80,9,0,0,1,2.8,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,6,,松本幸博,5,■,■,■,■,■,41,12,4,0.2926829268292683,0.1951219512195122,2.40,0,0,0,-,3,0.60,11,1,1,1,9.5,41,24,0,58.5
2016-11-06,11,警視庁フォートファイターズ,8,L,石川俊輔,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,11,0,91.7
2016-11-06,11,警視庁フォートファイターズ,9,L,進藤佑一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,10,,豊田将人,1,nan,□,nan,nan,nan,5,1,1,0.2,0.0,1.00,3,0,0,0.0,0,-,2,0,0,0,0.0,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,11,,冨吉駿平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,12,,小川功太,5,■,■,■,■,■,45,16,3,0.35555555555555557,0.28888888888888886,3.20,1,1,0,100.0,0,-,24,0,2,1,1.0,39,24,0,61.5
2016-11-06,11,警視庁フォートファイターズ,13,,中村航太朗,2,■,■,nan,nan,nan,17,11,0,0.6470588235294118,0.6470588235294118,5.50,8,6,0,75.0,0,-,6,0,0,2,8.3,1,1,0,100.0
2016-11-06,11,警視庁フォートファイターズ,14,,中道元貴,5,■,■,■,■,■,2,1,0,0.5,0.5,0.20,0,0,0,-,2,0.40,19,0,6,6,7.9,1,0,0,0.0
2016-11-06,11,警視庁フォートファイターズ,17,,佐藤秀俊,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-
2016-11-06,11,警視庁フォートファイターズ,19,,神谷昴紀,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,3,10.7,3,2,0,66.7
2016-11-06,11,警視庁フォートファイターズ,20,,鈴木雅史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,埼玉アザレア,3,,小島大輝,3,■,■,■,nan,nan,13,4,1,0.3076923076923077,0.23076923076923078,1.33,0,0,0,-,0,-,5,0,0,2,10.0,1,0,0,0.0
2016-11-06,11,埼玉アザレア,7,,笠原啓太,4,■,■,■,nan,□,29,11,1,0.3793103448275862,0.3448275862068966,2.75,0,0,0,-,3,0.75,7,0,2,1,3.6,28,22,0,78.6
2016-11-06,11,埼玉アザレア,8,,中津芳文,5,■,■,■,■,■,17,6,0,0.35294117647058826,0.35294117647058826,1.20,0,0,0,-,2,0.40,19,0,0,7,9.2,0,0,0,-
2016-11-06,11,埼玉アザレア,9,L,大和田賢吾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,埼玉アザレア,10,,川畑貴裕,3,nan,nan,□,■,■,16,6,2,0.375,0.25,2.00,0,0,0,-,3,1.00,7,0,0,4,14.3,12,6,0,50.0
2016-11-06,11,埼玉アザレア,15,,石田祐司,3,nan,nan,□,■,■,8,4,0,0.5,0.5,1.33,0,0,0,-,2,0.67,7,0,1,2,7.1,0,0,0,-
2016-11-06,11,埼玉アザレア,16,,林佑樹,5,■,■,■,■,■,42,19,4,0.4523809523809524,0.35714285714285715,3.80,3,2,0,66.7,2,0.40,19,0,5,2,2.6,33,26,0,78.8
2016-11-06,11,埼玉アザレア,17,,茂木祐太,5,■,■,■,■,■,42,15,4,0.35714285714285715,0.2619047619047619,3.00,4,0,2,0.0,1,0.20,24,1,3,10,13.7,0,0,0,-
2016-11-06,11,埼玉アザレア,19,,浜田翔太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,埼玉アザレア,20,,金丸真司,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,2,0.40,21,0,3,7,8.3,0,0,0,-
2016-11-06,11,埼玉アザレア,22,,伊元幸正,2,nan,□,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2016-11-06,11,埼玉アザレア,24,,冨永航一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-06,11,埼玉アザレア,27,L,川崎翔太,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,16,0,61.5
2016-11-06,11,つくばユナイテッドSunGAIA,2,,宮下拓也,4,■,■,■,■,nan,42,18,1,0.42857142857142855,0.40476190476190477,4.50,5,4,0,80.0,0,-,17,3,4,6,25.3,26,17,0,65.4
2016-11-06,11,つくばユナイテッドSunGAIA,6,,瀧澤陽紀,4,■,■,■,■,nan,35,12,5,0.34285714285714286,0.2,3.00,6,3,2,50.0,1,0.25,15,0,3,7,11.7,33,23,0,69.7
