名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中村成輔,02,兵庫デルフィーノ,21,19,9,2,1,22.2,11.1,0,0,0,1,78,1,3,26,0,0,0,,0.1,0.1,8.7,
中江康剛,01,兵庫デルフィーノ,7,21,152,59,14,38.8,29.6,16,4,3,4,72,3,7,13,138,101,0,25.0,2.8,0.2,6.2,73.2
中江康剛,02,兵庫デルフィーノ,7,19,133,61,11,45.9,37.6,8,4,0,7,69,0,4,14,87,57,0,50.0,3.2,0.4,3.6,65.5
中沢敏浩,01,東京トヨペットグリーンスパークル,4,22,0,0,0,,,0,0,0,0,0,0,0,0,168,109,0,,0.0,0.0,,64.9
中沢敏浩,02,東京トヨペットグリーンスパークル,4,16,0,0,0,,,0,0,0,0,0,0,0,0,128,77,0,,0.0,0.0,,60.2
中田亮二,01,近畿クラブスフィーダ,10,6,12,5,1,41.7,33.3,0,0,0,2,7,0,0,0,22,15,0,,0.8,0.3,0.0,68.2
中田学,01,警視庁フォートファイターズ,24,7,50,24,6,48.0,36.0,3,0,2,4,28,2,2,8,25,10,0,0.0,3.4,0.6,12.5,40.0
中田学,02,警視庁フォートファイターズ,24,4,11,2,3,18.2,-9.1,1,0,1,0,4,0,1,1,0,0,0,0.0,0.5,0.0,0.0,
中西優介,01,きんでんトリニティーブリッツ,16,4,10,2,1,20.0,10.0,0,0,0,0,4,0,0,0,11,10,0,,0.5,0.0,0.0,90.9
中西優介,02,きんでんトリニティーブリッツ,16,6,31,8,3,25.8,16.1,0,0,0,2,17,0,2,6,27,17,0,,1.3,0.3,5.9,63.0
中西教之,01,きんでんトリニティーブリッツ,5,7,7,2,1,28.6,14.3,0,0,0,1,4,0,2,0,0,0,0,,0.3,0.1,-12.5,
中西教之,02,きんでんトリニティーブリッツ,5,9,15,5,0,33.3,33.3,0,0,0,3,6,0,3,3,1,0,0,,0.6,0.3,0.0,0.0
中谷宏大,01,FC東京,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中谷宏大,02,FC東京,15,3,0,0,0,,,0,0,0,0,0,0,0,0,17,8,0,,0.0,0.0,,47.1
中道淑人,01,大同特殊鋼レッドスター,17,20,0,0,0,,,0,0,0,0,32,3,7,12,3,2,0,,0.0,0.0,13.3,66.7
中道淑人,02,大同特殊鋼レッドスター,17,12,0,0,0,,,0,0,0,0,6,0,2,1,40,25,0,,0.0,0.0,-4.2,62.5
久田利彦,01,つくばユナイテッドSunGAIA,17,14,0,0,0,,,0,0,0,0,0,0,0,0,113,93,0,,0.0,0.0,,82.3
久田利彦,02,つくばユナイテッドSunGAIA,17,7,0,0,0,,,0,0,0,0,0,0,0,0,51,36,0,,0.0,0.0,,70.6
井上人哉,01,警視庁フォートファイターズ,7,12,0,0,0,,,0,0,0,0,13,0,0,5,0,0,0,,0.0,0.0,9.6,
井上人哉,02,警視庁フォートファイターズ,7,13,0,0,0,,,0,0,0,0,16,0,1,9,0,0,0,,0.0,0.0,12.5,
井上佑馬,01,東京トヨペットグリーンスパークル,13,5,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
井上佑馬,02,東京トヨペットグリーンスパークル,13,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
今一騎,01,富士通カワサキレッドスピリッツ,5,20,136,61,13,44.9,35.3,33,12,3,9,69,3,14,7,5,3,0,36.4,3.0,0.4,1.8,60.0
今一騎,02,富士通カワサキレッドスピリッツ,5,18,122,55,9,45.1,37.7,20,6,2,7,63,3,8,15,4,1,0,30.0,3.1,0.4,7.5,25.0
今田善仁,01,きんでんトリニティーブリッツ,4,20,17,4,0,23.5,23.5,0,0,0,5,79,0,3,15,3,1,0,,0.2,0.2,3.8,33.3
今田善仁,02,きんでんトリニティーブリッツ,4,21,29,7,3,24.1,13.8,1,0,0,4,73,0,2,18,2,1,0,0.0,0.3,0.2,5.5,50.0
伊東克明,01,FC東京,9,20,86,50,9,58.1,47.7,8,3,3,10,65,1,15,24,54,45,0,37.5,2.5,0.5,5.0,83.3
伊東克明,02,FC東京,9,21,85,38,13,44.7,29.4,10,4,4,3,68,3,16,14,103,75,0,40.0,1.8,0.1,3.7,72.8
伊藤優介,01,東京トヨペットグリーンスパークル,1,21,103,37,12,35.9,24.3,1,0,1,6,70,1,14,10,9,4,0,0.0,1.8,0.3,0.0,44.4
伊藤優介,02,東京トヨペットグリーンスパークル,1,16,57,21,1,36.8,35.1,0,0,0,5,62,1,10,15,3,2,0,,1.3,0.3,3.6,66.7
伊藤勲男,01,近畿クラブスフィーダ,19,15,95,41,15,43.2,27.4,13,4,2,0,41,0,11,9,2,1,0,30.8,2.7,0.0,-1.2,50.0
伊藤勲男,02,近畿クラブスフィーダ,19,12,70,27,11,38.6,22.9,11,7,0,6,31,0,8,8,1,0,0,63.6,2.2,0.5,0.0,0.0
伊藤達也,01,兵庫デルフィーノ,25,18,0,0,0,,,0,0,0,0,1,0,1,0,120,88,0,,0.0,0.0,-25.0,73.3
伊藤達也,02,兵庫デルフィーノ,25,20,0,0,0,,,0,0,0,0,0,0,0,0,180,138,0,,0.0,0.0,,76.7
佐々木光伸,01,きんでんトリニティーブリッツ,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐々木光伸,02,きんでんトリニティーブリッツ,2,4,2,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
倉本崇行,01,つくばユナイテッドSunGAIA,10,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
倉本崇行,02,つくばユナイテッドSunGAIA,10,3,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,,0.0,0.0,-12.5,
倉田真,01,大同特殊鋼レッドスター,4,24,217,112,20,51.6,42.4,41,24,5,11,104,6,14,28,93,64,0,58.5,4.7,0.5,9.1,68.8
倉田真,02,大同特殊鋼レッドスター,4,21,173,82,12,47.4,40.5,33,14,5,10,83,2,11,23,91,57,0,42.4,3.9,0.5,6.0,62.6
児島啓吾,01,大同特殊鋼レッドスター,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
児島啓吾,02,大同特殊鋼レッドスター,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
其原健太,01,ジェイテクトSTINGS,11,5,11,5,1,45.5,36.4,1,0,0,1,12,1,4,3,14,9,0,0.0,1.0,0.2,6.2,64.3
其原健太,02,ジェイテクトSTINGS,11,6,20,13,1,65.0,60.0,1,0,0,1,11,0,2,4,8,3,0,0.0,2.2,0.2,4.5,37.5
加賀龍哉,01,FC東京,14,20,48,20,6,41.7,29.2,0,0,0,11,27,0,1,7,0,0,0,,1.0,0.6,5.6,
加賀龍哉,02,FC東京,14,20,35,14,4,40.0,28.6,0,0,0,10,30,0,3,7,2,1,0,,0.7,0.5,3.3,50.0
勝田祥平,01,富士通カワサキレッドスピリッツ,7,10,65,28,10,43.1,27.7,6,3,0,5,33,4,6,8,77,59,0,50.0,2.8,0.5,13.6,76.6
勝田祥平,02,富士通カワサキレッドスピリッツ,7,10,53,21,9,39.6,22.6,4,1,1,1,33,2,6,10,75,59,0,25.0,2.1,0.1,9.1,78.7
北沢浩,01,富士通カワサキレッドスピリッツ,15,20,15,9,1,60.0,53.3,0,0,0,1,76,2,4,20,0,0,0,,0.4,0.0,7.9,
北沢浩,02,富士通カワサキレッドスピリッツ,15,19,13,5,0,38.5,38.5,1,0,0,2,52,3,3,16,1,0,0,0.0,0.3,0.1,12.0,0.0
北野裕之,01,兵庫デルフィーノ,22,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
北野裕之,02,兵庫デルフィーノ,22,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
半田剛史,01,兵庫デルフィーノ,5,18,186,70,21,37.6,26.3,69,28,11,9,62,1,7,15,11,9,0,40.6,3.9,0.5,4.8,81.8
半田剛史,02,兵庫デルフィーノ,5,20,182,73,20,40.1,29.1,70,31,11,14,62,0,2,19,8,4,0,44.3,3.6,0.7,6.9,50.0
古田史郎,01,東京ヴェルディ,3,11,62,32,3,51.6,46.8,20,10,1,0,38,1,5,11,9,4,0,50.0,2.9,0.0,6.6,44.4
古田史郎,02,東京ヴェルディ,3,10,61,22,2,36.1,32.8,10,2,0,3,32,2,10,4,5,3,0,20.0,2.2,0.3,1.6,60.0
吉田敬一郎,01,東京ヴェルディ,25,1,2,1,1,50.0,0.0,0,0,0,0,2,0,0,0,0,0,0,,1.0,0.0,0.0,
吉田敬一郎,02,東京ヴェルディ,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田雄一,01,ジェイテクトSTINGS,8,6,15,5,0,33.3,33.3,0,0,0,3,12,0,2,1,0,0,0,,0.8,0.5,-2.1,
吉田雄一,02,ジェイテクトSTINGS,8,8,16,8,0,50.0,50.0,0,0,0,6,18,0,0,4,1,0,0,,1.0,0.8,5.6,0.0
吉野淳,01,東京ヴェルディ,2,20,0,0,0,,,0,0,0,0,0,0,0,0,111,80,0,,0.0,0.0,,72.1
吉野淳,02,東京ヴェルディ,2,19,0,0,0,,,0,0,0,0,0,0,0,0,124,92,0,,0.0,0.0,,74.2
呉屋宏和,01,富士通カワサキレッドスピリッツ,16,2,3,3,0,100.0,100.0,0,0,0,0,3,0,2,0,1,1,0,,1.5,0.0,-16.7,100.0
呉屋宏和,02,富士通カワサキレッドスピリッツ,16,4,23,9,4,39.1,21.7,6,3,0,0,12,1,4,3,3,2,0,50.0,2.2,0.0,6.2,66.7
和井田剛史,01,つくばユナイテッドSunGAIA,21,13,91,38,12,41.8,28.6,27,12,6,11,40,2,11,12,8,6,0,44.4,2.9,0.8,5.6,75.0
和井田剛史,02,つくばユナイテッドSunGAIA,21,11,71,44,6,62.0,53.5,29,15,4,3,32,0,8,12,7,3,0,51.7,4.0,0.3,3.1,42.9
堀江直伸,01,近畿クラブスフィーダ,2,5,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
堀江直伸,02,近畿クラブスフィーダ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
堀江賢司,01,警視庁フォートファイターズ,15,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀江賢司,02,警視庁フォートファイターズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎晋平,01,つくばユナイテッドSunGAIA,9,3,1,0,1,0.0,-100.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
塚崎晋平,02,つくばユナイテッドSunGAIA,9,4,0,0,0,,,0,0,0,1,7,0,1,4,0,0,0,,0.0,0.2,10.7,
塩大地,01,きんでんトリニティーブリッツ,11,20,139,65,9,46.8,40.3,1,0,1,16,45,0,2,3,9,8,0,0.0,3.2,0.8,0.6,88.9
塩大地,02,きんでんトリニティーブリッツ,11,21,99,52,8,52.5,44.4,2,0,1,19,63,1,1,10,0,0,0,0.0,2.5,0.9,5.2,
塩崎健一,01,兵庫デルフィーノ,10,17,31,14,1,45.2,41.9,1,0,0,1,36,2,0,4,114,81,0,0.0,0.8,0.1,8.3,71.1
塩崎健一,02,兵庫デルフィーノ,10,17,56,22,5,39.3,30.4,0,0,0,3,46,0,1,11,86,63,0,,1.3,0.2,5.4,73.3
増元真二,01,富士通カワサキレッドスピリッツ,10,7,8,7,0,87.5,87.5,1,1,0,0,17,1,3,4,5,4,0,100.0,1.0,0.0,7.4,80.0
大川剛,01,警視庁フォートファイターズ,12,2,7,4,1,57.1,42.9,3,2,1,0,1,0,0,0,0,0,0,66.7,2.0,0.0,0.0,
大庭健裕,01,FC東京,8,10,21,12,1,57.1,52.4,0,0,0,9,14,0,0,2,0,0,0,,1.2,0.9,3.6,
大庭健裕,02,FC東京,8,17,36,14,2,38.9,33.3,0,0,0,12,19,0,0,7,0,0,0,,0.8,0.7,9.2,
大木貴之,01,つくばユナイテッドSunGAIA,6,20,165,86,12,52.1,44.8,30,15,3,7,86,2,9,17,45,33,0,50.0,4.3,0.4,4.7,73.3
大木貴之,02,つくばユナイテッドSunGAIA,6,17,139,80,7,57.6,52.5,26,19,2,6,74,5,9,16,32,26,0,73.1,4.7,0.4,9.1,81.2
大町誠,01,兵庫デルフィーノ,3,15,48,20,1,41.7,39.6,0,0,0,7,34,0,4,7,1,1,0,,1.3,0.5,2.2,100.0
大町誠,02,兵庫デルフィーノ,3,12,39,13,5,33.3,20.5,0,0,0,7,28,1,2,6,0,0,0,,1.1,0.6,7.1,
大貫智博,01,東京トヨペットグリーンスパークル,6,18,21,7,1,33.3,28.6,0,0,0,2,34,1,2,8,2,1,0,,0.4,0.1,7.4,50.0
大貫智博,02,東京トヨペットグリーンスパークル,6,14,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.1,0.0,,
大野晃義,01,トヨタ自動車サンホークス,2,3,10,5,2,50.0,30.0,1,0,0,0,7,0,3,1,0,0,0,0.0,1.7,0.0,-7.1,
大野晃義,02,トヨタ自動車サンホークス,2,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,,0.0,0.0,-25.0,
太田有紀,01,トヨタ自動車サンホークス,1,19,158,68,17,43.0,32.3,16,6,2,5,67,4,18,16,158,116,0,37.5,3.6,0.3,5.2,73.4
太田有紀,02,トヨタ自動車サンホークス,1,21,159,81,15,50.9,41.5,27,14,2,6,88,4,28,22,185,124,0,51.9,3.9,0.3,2.8,67.0
奥田晃,01,東京ヴェルディ,12,11,8,3,1,37.5,25.0,3,1,0,3,30,0,3,12,1,0,0,33.3,0.3,0.3,7.5,0.0
奥田晃,02,東京ヴェルディ,12,16,7,5,0,71.4,71.4,0,0,0,9,52,0,2,10,2,0,0,,0.3,0.6,3.8,0.0
安井道教,01,きんでんトリニティーブリッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
安井道教,02,きんでんトリニティーブリッツ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮下領,01,東京ヴェルディ,17,5,0,0,0,,,0,0,0,0,7,0,0,2,0,0,0,,0.0,0.0,7.1,
宮下領,02,東京ヴェルディ,17,4,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
小山喬大,01,近畿クラブスフィーダ,14,17,66,32,3,48.5,43.9,0,0,0,3,58,0,4,17,2,1,0,,1.9,0.2,5.6,50.0
小山喬大,02,近畿クラブスフィーダ,14,22,87,48,2,55.2,52.9,0,0,0,9,78,4,5,18,11,8,0,,2.2,0.4,9.3,72.7
小川将司,01,つくばユナイテッドSunGAIA,4,15,35,17,4,48.6,37.1,10,7,2,2,20,2,5,5,4,2,0,70.0,1.1,0.1,10.0,50.0
小川将司,02,つくばユナイテッドSunGAIA,4,11,30,10,5,33.3,16.7,9,2,1,1,16,0,3,5,0,0,0,22.2,0.9,0.1,3.1,
小川直紀,01,富士通カワサキレッドスピリッツ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
小川直紀,02,富士通カワサキレッドスピリッツ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松高則,01,ジェイテクトSTINGS,7,17,46,25,0,54.3,54.3,0,0,0,9,50,0,1,11,0,0,0,,1.5,0.5,5.0,
小松高則,02,ジェイテクトSTINGS,7,9,34,17,3,50.0,41.2,0,0,0,8,28,0,1,6,0,0,0,,1.9,0.9,4.5,
小林雅也,01,大同特殊鋼レッドスター,15,24,74,43,7,58.1,48.6,0,0,0,17,66,2,8,17,1,0,0,,1.8,0.7,6.4,0.0
小林雅也,02,大同特殊鋼レッドスター,15,21,77,46,4,59.7,54.5,0,0,0,11,70,1,3,25,0,0,0,,2.2,0.5,9.3,
小橋口祐嗣,01,つくばユナイテッドSunGAIA,8,7,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,,0.1,0.1,,
小橋口祐嗣,02,つくばユナイテッドSunGAIA,8,5,4,3,0,75.0,75.0,0,0,0,1,2,0,1,0,0,0,0,,0.6,0.2,-12.5,
小野孝宏,01,ジェイテクトSTINGS,3,4,8,4,0,50.0,50.0,1,1,0,1,3,0,2,0,0,0,0,100.0,1.0,0.2,-16.7,
小野孝宏,02,ジェイテクトSTINGS,3,5,19,8,3,42.1,26.3,6,1,1,5,14,0,6,6,1,1,0,16.7,1.6,1.0,0.0,100.0
尾形将也,02,東京ヴェルディ,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山下栄和,01,きんでんトリニティーブリッツ,13,20,0,0,0,,,0,0,0,0,0,0,0,0,139,109,0,,0.0,0.0,,78.4
山下栄和,02,きんでんトリニティーブリッツ,13,21,0,0,0,,,0,0,0,0,0,0,0,0,82,50,0,,0.0,0.0,,61.0
山下秀人,01,大同特殊鋼レッドスター,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下秀人,02,大同特殊鋼レッドスター,18,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
山下裕之,01,東京ヴェルディ,16,3,1,1,0,100.0,100.0,0,0,0,0,6,0,0,2,3,2,0,,0.3,0.0,8.3,66.7
山下裕之,02,東京ヴェルディ,16,2,4,0,1,0.0,-25.0,0,0,0,2,8,0,0,0,6,4,0,,0.0,1.0,0.0,66.7
山内隆宏,01,FC東京,6,4,0,0,0,,,0,0,0,0,18,0,1,7,0,0,0,,0.0,0.0,8.3,
山内隆宏,02,FC東京,6,15,8,5,0,62.5,62.5,1,1,0,3,59,4,3,22,1,0,0,100.0,0.3,0.2,14.8,0.0
山原健太,01,きんでんトリニティーブリッツ,6,19,99,40,22,40.4,18.2,1,0,1,1,69,2,23,15,42,17,0,0.0,2.1,0.1,0.0,40.5
山原健太,02,きんでんトリニティーブリッツ,6,17,93,37,14,39.8,24.7,2,0,0,1,50,1,15,11,49,32,0,0.0,2.2,0.1,0.0,65.3
山口将史,01,兵庫デルフィーノ,17,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
山岡祐也,01,FC東京,10,17,7,3,0,42.9,42.9,0,0,0,2,74,1,3,14,2,0,0,,0.2,0.1,5.1,0.0
山岡祐也,02,FC東京,10,10,3,1,0,33.3,33.3,0,0,0,4,43,2,2,8,0,0,0,,0.1,0.4,8.1,
山本一総,01,トヨタ自動車サンホークス,8,17,77,26,7,33.8,24.7,0,0,0,0,52,3,14,9,69,39,0,,1.5,0.0,3.4,56.5
山本一総,02,トヨタ自動車サンホークス,8,21,91,30,11,33.0,20.9,0,0,0,2,60,0,6,15,97,58,0,,1.4,0.1,3.8,59.8
山本雄史,01,FC東京,18,19,61,42,2,68.9,65.6,0,0,0,12,62,0,4,17,2,1,0,,2.2,0.6,5.2,50.0
山本雄史,02,FC東京,18,22,87,53,0,60.9,60.9,0,0,0,22,61,0,2,17,0,0,0,,2.4,1.0,6.1,
山田快,01,つくばユナイテッドSunGAIA,12,4,0,0,0,,,0,0,0,0,5,1,1,1,0,0,0,,0.0,0.0,20.0,
山田快,02,つくばユナイテッドSunGAIA,12,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
岡西航佑,01,近畿クラブスフィーダ,6,2,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,,0.0,0.0,-5.0,
岡西航佑,02,近畿クラブスフィーダ,6,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
岩下忠正,01,東京ヴェルディ,29,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
岩下忠正,02,東京ヴェルディ,29,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
岩井浩二,01,富士通カワサキレッドスピリッツ,14,20,144,74,5,51.4,47.9,17,4,2,13,80,2,9,20,100,69,0,23.5,3.7,0.6,5.9,69.0
岩井浩二,02,富士通カワサキレッドスピリッツ,14,21,184,83,13,45.1,38.0,32,14,3,5,88,5,9,21,101,64,0,43.8,4.0,0.2,9.1,63.4
岩田岳大,01,つくばユナイテッドSunGAIA,7,20,7,1,0,14.3,14.3,0,0,0,5,79,1,5,14,0,0,0,,0.0,0.2,4.1,
岩田岳大,02,つくばユナイテッドSunGAIA,7,17,4,1,0,25.0,25.0,0,0,0,1,71,0,0,26,1,0,0,,0.1,0.1,9.2,0.0
岩知道呂夫,01,警視庁フォートファイターズ,10,22,7,3,0,42.9,42.9,0,0,0,6,69,4,10,24,1,0,0,,0.1,0.3,10.9,0.0
岩知道呂夫,02,警視庁フォートファイターズ,10,20,7,5,1,71.4,57.1,0,0,0,2,61,3,15,29,0,0,0,,0.2,0.1,10.7,
岩谷徹也,01,トヨタ自動車サンホークス,7,19,12,2,1,16.7,8.3,0,0,0,5,70,2,5,19,0,0,0,,0.1,0.3,7.9,
岩谷徹也,02,トヨタ自動車サンホークス,7,21,9,1,0,11.1,11.1,0,0,0,5,64,1,6,16,0,0,0,,0.0,0.2,5.5,
川北陽介,01,トヨタ自動車サンホークス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川北陽介,02,トヨタ自動車サンホークス,5,1,4,1,1,25.0,0.0,0,0,0,0,5,0,0,2,0,0,0,,1.0,0.0,10.0,
川波博次,01,大同特殊鋼レッドスター,2,12,6,1,1,16.7,0.0,1,0,0,0,16,0,1,8,1,0,0,0.0,0.1,0.0,10.9,0.0
川波博次,02,大同特殊鋼レッドスター,2,8,5,3,2,60.0,20.0,2,2,0,0,13,0,3,4,0,0,0,100.0,0.4,0.0,1.9,
川越裕康,01,近畿クラブスフィーダ,1,20,92,39,6,42.4,35.9,0,0,0,7,53,1,18,10,23,18,0,,2.0,0.4,-1.9,78.3
川越裕康,02,近畿クラブスフィーダ,1,22,87,38,7,43.7,35.6,0,0,0,7,56,0,3,13,11,10,0,,1.7,0.3,4.5,90.9
川野喜平,01,大同特殊鋼レッドスター,10,3,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
川野喜平,02,大同特殊鋼レッドスター,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
巴特,02,FC東京,4,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平井銀次,01,大同特殊鋼レッドスター,11,24,0,0,0,,,0,0,0,0,0,0,0,0,151,105,0,,0.0,0.0,,69.5
平井銀次,02,大同特殊鋼レッドスター,11,16,0,0,0,,,0,0,0,0,0,0,0,0,125,97,0,,0.0,0.0,,77.6
平林康裕,01,警視庁フォートファイターズ,5,22,82,35,2,42.7,40.2,0,0,0,17,84,1,1,28,4,2,0,,1.6,0.8,9.2,50.0
平林康裕,02,警視庁フォートファイターズ,5,19,72,38,3,52.8,48.6,0,0,0,8,68,3,1,13,3,3,0,,2.0,0.4,8.8,100.0
平澤徹,01,富士通カワサキレッドスピリッツ,9,19,34,16,0,47.1,47.1,0,0,0,12,45,1,3,10,2,1,0,,0.8,0.6,6.1,50.0
平澤徹,02,富士通カワサキレッドスピリッツ,9,14,37,18,2,48.6,43.2,0,0,0,8,36,1,0,6,0,0,0,,1.3,0.6,6.9,
幸田英知,01,警視庁フォートファイターズ,21,18,103,46,9,44.7,35.9,1,0,0,7,61,3,5,17,103,72,0,0.0,2.6,0.4,9.8,69.9
幸田英知,02,警視庁フォートファイターズ,21,20,87,42,10,48.3,36.8,3,0,0,9,75,2,7,27,135,84,0,0.0,2.1,0.4,9.3,62.2
後藤大輔,01,ジェイテクトSTINGS,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
後藤大輔,02,ジェイテクトSTINGS,14,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,,50.0
徳武正哉,01,富士通カワサキレッドスピリッツ,2,16,52,32,4,61.5,53.8,0,0,0,4,58,0,1,7,2,2,0,,2.0,0.2,2.6,100.0
徳武正哉,02,富士通カワサキレッドスピリッツ,2,21,88,38,1,43.2,42.0,0,0,0,10,54,1,2,10,3,1,0,,1.8,0.5,5.6,33.3
折井拓也,01,近畿クラブスフィーダ,5,18,0,0,0,,,0,0,0,0,0,0,0,0,106,79,0,,0.0,0.0,,74.5
折井拓也,02,近畿クラブスフィーダ,5,2,0,0,0,,,0,0,0,0,0,0,0,0,14,10,0,,0.0,0.0,,71.4
木原恵一,01,兵庫デルフィーノ,14,6,0,0,0,,,0,0,0,0,9,1,1,3,0,0,0,,0.0,0.0,16.7,
木原恵一,02,兵庫デルフィーノ,14,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
