名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
マーフィーケリー,12,埼玉上尾メディックス,15,15,211,80,14,37.9,31.3,78,25,11,7,58,7,6,25,0,0,0,94,32.1,5.3,0.5,20.3,
ミアイエルコフ,01,デンソーエアリービーズ,88,11,133,42,6,31.6,27.1,5,1,0,1,38,7,3,14,30,14,0,50,20.0,3.8,0.1,25.7,46.7
ミアイエルコフ,10,デンソーエアリービーズ,88,15,195,65,15,33.3,25.6,26,9,4,2,39,0,6,10,46,18,0,67,34.6,4.3,0.1,2.6,39.1
ミアイエルコフ,11,デンソーエアリービーズ,88,27,304,105,19,34.5,28.3,33,9,5,11,98,10,10,36,104,46,0,126,27.3,3.9,0.4,16.8,44.2
ミアイエルコフ,12,デンソーエアリービーズ,88,13,165,57,14,34.5,26.1,33,12,4,1,43,1,5,19,43,22,0,59,36.4,4.4,0.1,10.5,51.2
三浦茉実,01,埼玉上尾メディックス,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
三浦茉実,10,埼玉上尾メディックス,9,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
三浦茉実,11,埼玉上尾メディックス,9,7,4,0,0,0.0,0.0,0,0,0,1,3,0,0,2,0,0,0,1,,0.0,0.1,16.7,
三浦茉実,12,埼玉上尾メディックス,9,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
上野香織,01,NECレッドロケッツ,11,6,15,6,1,40.0,33.3,0,0,0,0,17,0,2,7,3,3,0,6,,1.0,0.0,7.4,100.0
上野香織,10,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上野香織,11,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上野香織,12,NECレッドロケッツ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
下平夏奈,01,東レアローズ,12,9,0,0,0,,,0,0,0,0,11,0,2,5,0,0,0,0,,0.0,0.0,6.8,
下平夏奈,10,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
下平夏奈,11,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
下平夏奈,12,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中大路絢野,01,久光製薬スプリングス,24,3,0,0,0,,,0,0,0,0,3,0,1,2,0,0,0,0,,0.0,0.0,8.3,
中大路絢野,10,久光製薬スプリングス,24,8,0,0,0,,,0,0,0,0,10,0,0,2,0,0,0,0,,0.0,0.0,5.0,
中大路絢野,11,久光製薬スプリングス,24,9,0,0,0,,,0,0,0,0,12,1,0,7,0,0,0,1,,0.0,0.0,22.9,
中大路絢野,12,久光製薬スプリングス,24,6,0,0,0,,,0,0,0,0,9,1,0,5,0,0,0,1,,0.0,0.0,25.0,
中川千世,01,デンソーエアリービーズ,7,8,0,0,0,,,0,0,0,0,2,0,0,0,21,7,0,0,,0.0,0.0,0.0,33.3
中川千世,12,デンソーエアリービーズ,7,5,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
中川有美,01,東レアローズ,20,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
丸元美緒,01,デンソーエアリービーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸元美緒,10,デンソーエアリービーズ,18,7,12,2,0,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,2,,0.3,0.0,,
丸元美緒,11,デンソーエアリービーズ,18,1,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
丸元美緒,12,デンソーエアリービーズ,18,5,3,2,0,66.7,66.7,0,0,0,0,4,0,0,3,1,0,0,2,,0.4,0.0,18.8,0.0
丸山亜季,01,岡山シーガルズ,20,22,0,0,0,,,0,0,0,0,0,0,0,0,58,40,0,0,,0.0,0.0,,69.0
丸山亜季,10,岡山シーガルズ,20,16,0,0,0,,,0,0,0,0,0,0,0,0,36,27,0,0,,0.0,0.0,,75.0
丸山亜季,11,岡山シーガルズ,20,29,0,0,0,,,0,0,0,0,0,0,0,0,81,56,0,0,,0.0,0.0,,69.1
丸山亜季,12,岡山シーガルズ,20,17,0,0,0,,,0,0,0,0,0,0,0,0,46,27,0,0,,0.0,0.0,,58.7
丸山裕子,01,埼玉上尾メディックス,20,18,46,16,5,34.8,23.9,0,0,0,3,40,0,4,16,1,0,0,19,,0.9,0.2,7.5,0.0
丸山裕子,10,埼玉上尾メディックス,20,11,27,6,4,22.2,7.4,0,0,0,6,24,1,3,6,10,9,0,13,,0.5,0.5,7.3,90.0
丸山裕子,11,埼玉上尾メディックス,20,17,56,13,4,23.2,16.1,0,0,0,4,46,1,5,11,1,1,0,18,,0.8,0.2,5.4,100.0
丸山裕子,12,埼玉上尾メディックス,20,14,41,16,1,39.0,36.6,0,0,0,2,46,1,2,25,2,1,0,19,,1.1,0.1,14.7,50.0
井上奈々朱,01,日立リヴァーレ,3,20,74,35,7,47.3,37.8,0,0,0,9,50,4,4,21,2,1,0,48,,1.8,0.4,16.5,50.0
井上奈々朱,10,日立リヴァーレ,3,14,44,22,2,50.0,45.5,0,0,0,10,50,3,3,18,3,1,0,35,,1.6,0.7,13.5,33.3
井上奈々朱,11,日立リヴァーレ,3,31,101,50,10,49.5,39.6,0,0,0,9,97,10,13,39,8,6,0,69,,1.6,0.3,17.0,75.0
井上奈々朱,12,日立リヴァーレ,3,16,73,39,7,53.4,43.8,1,0,0,4,43,0,6,22,1,1,0,43,0.0,2.4,0.2,9.3,100.0
今野加奈子,01,岡山シーガルズ,3,1,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,1,0,0,2,,2.0,0.0,0.0,0.0
今野加奈子,11,岡山シーガルズ,3,7,19,9,3,47.4,31.6,0,0,0,0,8,0,0,4,21,10,0,9,,1.3,0.0,12.5,47.6
今野加奈子,12,岡山シーガルズ,3,2,9,1,0,11.1,11.1,0,0,0,0,1,0,0,0,5,3,0,1,,0.5,0.0,0.0,60.0
伊藤望,01,東レアローズ,15,25,131,58,8,44.3,38.2,0,0,0,8,87,8,3,33,1,1,0,74,,2.3,0.3,17.8,100.0
伊藤望,10,東レアローズ,15,14,75,28,3,37.3,33.3,0,0,0,7,47,1,7,18,6,5,0,36,,2.0,0.5,8.0,83.3
伊藤望,11,東レアローズ,15,27,137,46,4,33.6,30.7,1,0,0,7,77,3,7,30,1,1,0,56,0.0,1.7,0.3,11.4,100.0
伊藤望,12,東レアローズ,15,9,37,17,5,45.9,32.4,0,0,0,3,21,1,2,8,0,0,0,21,,1.9,0.3,11.9,
佐々木美麗,01,日立リヴァーレ,14,14,52,17,3,32.7,26.9,6,2,0,3,18,2,0,6,39,20,0,22,33.3,1.2,0.2,19.4,51.3
佐々木美麗,10,日立リヴァーレ,14,7,84,27,4,32.1,27.4,6,2,0,2,22,1,3,5,34,15,0,30,33.3,3.9,0.3,6.8,44.1
佐々木美麗,11,日立リヴァーレ,14,17,134,50,7,37.3,32.1,27,9,5,4,42,1,5,9,101,54,0,55,33.3,2.9,0.2,4.8,53.5
佐々木美麗,12,日立リヴァーレ,14,2,4,2,2,50.0,0.0,0,0,0,1,3,0,1,2,2,0,0,3,,1.0,0.5,8.3,0.0
佐々木萌,01,岡山シーガルズ,7,22,286,80,8,28.0,25.2,1,0,0,5,67,5,4,20,133,74,0,90,0.0,3.6,0.2,13.4,55.6
佐々木萌,10,岡山シーガルズ,7,16,169,50,7,29.6,25.4,3,0,0,0,41,1,1,12,74,41,0,51,0.0,3.1,0.0,9.1,55.4
佐々木萌,11,岡山シーガルズ,7,25,229,66,10,28.8,24.5,2,0,0,5,55,1,3,17,143,81,0,72,0.0,2.6,0.2,8.2,56.6
佐々木萌,12,岡山シーガルズ,7,16,113,33,4,29.2,25.7,2,0,0,1,31,0,0,13,70,33,0,34,0.0,2.1,0.1,10.5,47.1
佐川奈美,10,NECレッドロケッツ,14,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐川奈美,11,NECレッドロケッツ,14,4,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
佐川奈美,12,NECレッドロケッツ,14,6,9,0,0,0.0,0.0,2,0,0,1,2,0,0,0,0,0,0,1,0.0,0.0,0.2,0.0,
佐藤あり紗,01,日立リヴァーレ,5,20,0,0,0,,,0,0,0,0,0,0,0,0,68,34,0,0,,0.0,0.0,,50.0
佐藤あり紗,10,日立リヴァーレ,5,14,0,0,0,,,0,0,0,0,0,0,0,0,40,25,0,0,,0.0,0.0,,62.5
佐藤あり紗,11,日立リヴァーレ,5,31,0,0,0,,,0,0,0,0,0,0,0,0,113,73,0,0,,0.0,0.0,,64.6
佐藤あり紗,12,日立リヴァーレ,5,16,0,0,0,,,0,0,0,0,0,0,0,0,44,23,0,0,,0.0,0.0,,52.3
佐藤澪,01,トヨタ車体クインシーズ,15,22,0,0,0,,,0,0,0,0,0,0,0,0,99,60,0,0,,0.0,0.0,,60.6
佐藤澪,10,トヨタ車体クインシーズ,15,16,0,0,0,,,0,0,0,0,0,0,0,0,31,22,0,0,,0.0,0.0,,71.0
佐藤澪,11,トヨタ車体クインシーズ,15,28,0,0,0,,,0,0,0,0,0,0,0,0,46,28,0,0,,0.0,0.0,,60.9
佐藤澪,12,トヨタ車体クインシーズ,15,16,0,0,0,,,0,0,0,0,0,0,0,0,60,39,0,0,,0.0,0.0,,65.0
佐藤美弥,01,日立リヴァーレ,8,18,7,2,0,28.6,28.6,0,0,0,4,72,4,5,29,0,0,0,10,,0.1,0.2,13.9,
佐藤美弥,10,日立リヴァーレ,8,14,4,2,0,50.0,50.0,0,0,0,3,40,2,3,19,3,0,0,7,,0.1,0.2,15.0,0.0
佐藤美弥,11,日立リヴァーレ,8,31,16,7,0,43.8,43.8,0,0,0,4,123,9,7,50,2,0,0,20,,0.2,0.1,16.1,0.0
佐藤美弥,12,日立リヴァーレ,8,16,7,2,0,28.6,28.6,0,0,0,5,62,5,4,28,1,0,0,12,,0.1,0.3,17.7,0.0
内瀬戸真実,01,日立リヴァーレ,10,20,131,48,3,36.6,34.4,8,3,0,3,72,2,4,34,130,80,0,53,37.5,2.4,0.2,13.2,61.5
内瀬戸真実,10,日立リヴァーレ,10,14,104,38,17,36.5,20.2,7,2,2,3,54,2,2,17,94,51,0,43,28.6,2.7,0.2,10.6,54.3
内瀬戸真実,11,日立リヴァーレ,10,31,206,78,14,37.9,31.1,4,1,0,5,130,5,8,55,137,93,0,88,25.0,2.5,0.2,12.9,67.9
内瀬戸真実,12,日立リヴァーレ,10,16,113,38,6,33.6,28.3,5,2,1,2,73,2,3,34,107,68,0,42,40.0,2.4,0.1,13.4,63.6
冨永こよみ,01,埼玉上尾メディックス,2,20,4,1,0,25.0,25.0,0,0,0,1,16,2,1,5,0,0,0,4,,0.0,0.0,18.8,
冨永こよみ,10,埼玉上尾メディックス,2,13,4,2,0,50.0,50.0,0,0,0,2,11,0,0,4,1,0,0,4,,0.2,0.2,9.1,0.0
冨永こよみ,11,埼玉上尾メディックス,2,22,5,4,0,80.0,80.0,0,0,0,1,32,2,3,17,0,0,0,7,,0.2,0.0,17.2,
冨永こよみ,12,埼玉上尾メディックス,2,12,2,0,0,0.0,0.0,0,0,0,0,17,1,2,7,0,0,0,1,,0.0,0.0,13.2,
南波美紅,01,久光製薬スプリングス,17,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
南波美紅,10,久光製薬スプリングス,17,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
南波美紅,11,久光製薬スプリングス,17,5,0,0,0,,,0,0,0,0,7,1,0,0,0,0,0,1,,0.0,0.0,14.3,
南波美紅,12,久光製薬スプリングス,17,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
古藤千鶴,01,久光製薬スプリングス,2,22,12,9,1,75.0,66.7,0,0,0,3,77,5,4,28,0,0,0,17,,0.4,0.1,14.3,
古藤千鶴,10,久光製薬スプリングス,2,16,6,6,0,100.0,100.0,0,0,0,2,61,3,2,21,1,1,0,11,,0.4,0.1,12.7,100.0
古藤千鶴,11,久光製薬スプリングス,2,31,10,4,0,40.0,40.0,0,0,0,3,141,6,5,56,2,1,0,13,,0.1,0.1,13.3,50.0
古藤千鶴,12,久光製薬スプリングス,2,15,9,1,1,11.1,0.0,1,0,0,0,52,2,3,24,0,0,0,3,0.0,0.1,0.0,13.9,
古賀紗理那,01,NECレッドロケッツ,2,22,203,76,10,37.4,32.5,9,2,1,12,90,2,9,29,163,95,0,90,22.2,3.5,0.5,7.8,58.3
古賀紗理那,10,NECレッドロケッツ,2,17,154,56,6,36.4,32.5,25,11,1,10,51,1,2,24,89,47,0,67,44.0,3.3,0.6,12.7,52.8
古賀紗理那,11,NECレッドロケッツ,2,28,269,94,12,34.9,30.5,43,12,3,12,104,4,15,33,184,114,0,110,27.9,3.4,0.4,8.2,62.0
古賀紗理那,12,NECレッドロケッツ,2,17,129,47,5,36.4,32.6,11,2,2,3,50,2,6,26,128,58,0,52,18.2,2.8,0.2,14.0,45.3
吉村志穂,01,埼玉上尾メディックス,3,17,81,23,4,28.4,23.5,2,0,0,0,42,0,2,14,123,53,0,23,0.0,1.4,0.0,7.1,43.1
吉村志穂,10,埼玉上尾メディックス,3,17,151,50,7,33.1,28.5,9,3,0,3,68,2,5,25,120,57,0,55,33.3,2.9,0.2,10.3,47.5
吉村志穂,11,埼玉上尾メディックス,3,29,173,59,10,34.1,28.3,6,1,1,3,79,0,5,30,226,120,0,62,16.7,2.0,0.1,7.9,53.1
吉村志穂,12,埼玉上尾メディックス,3,4,26,6,0,23.1,23.1,0,0,0,0,10,0,1,2,39,20,0,6,,1.5,0.0,2.5,51.3
吉田みなみ,01,岡山シーガルズ,1,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田みなみ,10,岡山シーガルズ,1,7,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,0,,0.0,0.0,25.0,0.0
吉田みなみ,11,岡山シーガルズ,1,4,4,0,1,0.0,-25.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
吉田みなみ,12,岡山シーガルズ,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
土田望未,01,埼玉上尾メディックス,1,23,6,1,0,16.7,16.7,0,0,0,0,57,1,4,31,0,0,0,2,,0.0,0.0,13.6,
土田望未,10,埼玉上尾メディックス,1,16,1,0,0,0.0,0.0,0,0,0,2,42,3,3,8,1,0,0,5,,0.0,0.1,10.1,0.0
土田望未,11,埼玉上尾メディックス,1,25,1,0,0,0.0,0.0,0,0,0,0,74,3,2,36,0,0,0,3,,0.0,0.0,15.5,
土田望未,12,埼玉上尾メディックス,1,15,2,1,0,50.0,50.0,0,0,0,0,40,3,2,15,1,0,0,4,,0.1,0.0,15.6,0.0
坂本奈々香,01,デンソーエアリービーズ,3,12,83,24,4,28.9,24.1,1,0,0,1,35,1,1,14,15,7,0,26,0.0,2.0,0.1,12.1,46.7
坂本奈々香,10,デンソーエアリービーズ,3,7,44,10,2,22.7,18.2,0,0,0,1,14,1,1,3,3,2,0,12,,1.4,0.1,10.7,66.7
坂本奈々香,11,デンソーエアリービーズ,3,4,10,1,0,10.0,10.0,1,0,0,1,6,0,2,2,2,1,0,2,0.0,0.2,0.2,0.0,50.0
坂本奈々香,12,デンソーエアリービーズ,3,11,94,21,8,22.3,13.8,2,0,0,1,26,1,0,8,1,1,0,23,0.0,1.9,0.1,11.5,100.0
堀川真理,01,東レアローズ,9,13,8,2,1,25.0,12.5,0,0,0,1,0,0,0,0,0,0,0,3,,0.2,0.1,,
堀川真理,10,東レアローズ,9,9,17,5,1,29.4,23.5,0,0,0,0,1,0,0,0,0,0,0,5,,0.6,0.0,0.0,
堀川真理,11,東レアローズ,9,18,3,0,0,0.0,0.0,0,0,0,1,3,0,0,1,0,0,0,1,,0.0,0.1,8.3,
堀川真理,12,東レアローズ,9,7,9,4,1,44.4,33.3,0,0,0,0,1,0,0,1,0,0,0,4,,0.6,0.0,25.0,
堀江彩,01,デンソーエアリービーズ,16,12,19,4,1,21.1,15.8,0,0,0,1,8,2,1,3,0,0,0,7,,0.3,0.1,31.2,
堀江彩,10,デンソーエアリービーズ,16,14,0,0,0,,,0,0,0,0,23,1,2,11,0,0,0,1,,0.0,0.0,14.1,
堀江彩,11,デンソーエアリービーズ,16,23,0,0,0,,,0,0,0,0,31,0,4,12,0,0,0,0,,0.0,0.0,6.5,
堀江彩,12,デンソーエアリービーズ,16,10,0,0,0,,,0,0,0,0,17,1,1,6,0,0,0,1,,0.0,0.0,13.2,
大升知春,01,岡山シーガルズ,25,7,0,0,0,,,0,0,0,0,4,0,1,3,2,0,0,0,,0.0,0.0,12.5,0.0
大升知春,10,岡山シーガルズ,25,4,13,3,1,23.1,15.4,1,0,0,0,5,0,0,2,6,0,0,3,0.0,0.8,0.0,10.0,0.0
大升知春,11,岡山シーガルズ,25,7,15,0,4,0.0,-26.7,1,0,1,0,3,0,0,2,9,3,0,0,0.0,0.0,0.0,16.7,33.3
大升知春,12,岡山シーガルズ,25,2,1,0,0,0.0,0.0,0,0,0,0,2,1,0,1,1,1,0,1,,0.0,0.0,62.5,100.0
大室璃紗,01,埼玉上尾メディックス,23,5,0,0,0,,,0,0,0,0,2,0,0,1,6,4,0,0,,0.0,0.0,12.5,66.7
大室璃紗,10,埼玉上尾メディックス,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大室璃紗,11,埼玉上尾メディックス,23,7,0,0,0,,,0,0,0,0,3,0,0,1,17,5,0,0,,0.0,0.0,8.3,29.4
大室璃紗,12,埼玉上尾メディックス,23,8,0,0,0,,,0,0,0,0,0,0,0,0,19,8,0,0,,0.0,0.0,,42.1
大竹里歩,01,デンソーエアリービーズ,12,20,105,34,6,32.4,26.7,0,0,0,16,46,0,3,24,1,1,0,50,,1.7,0.8,11.4,100.0
大竹里歩,10,デンソーエアリービーズ,12,17,117,44,2,37.6,35.9,3,0,0,10,50,1,2,24,3,2,0,55,0.0,2.6,0.6,13.0,66.7
大竹里歩,11,デンソーエアリービーズ,12,27,172,60,8,34.9,30.2,1,0,0,19,47,3,6,19,3,3,0,82,0.0,2.2,0.7,13.3,100.0
大竹里歩,12,デンソーエアリービーズ,12,16,115,41,10,35.7,27.0,0,0,0,10,23,0,0,8,0,0,0,51,,2.6,0.6,8.7,
大野果奈,01,NECレッドロケッツ,5,18,77,32,2,41.6,39.0,0,0,0,4,54,4,0,29,4,1,0,40,,1.8,0.2,20.8,25.0
大野果奈,10,NECレッドロケッツ,5,17,77,30,4,39.0,33.8,0,0,0,7,50,1,1,20,5,3,0,38,,1.8,0.4,11.5,60.0
大野果奈,11,NECレッドロケッツ,5,26,131,39,5,29.8,26.0,1,0,0,10,69,2,2,28,15,8,0,51,0.0,1.5,0.4,12.3,53.3
大野果奈,12,NECレッドロケッツ,5,17,64,23,4,35.9,29.7,0,0,0,4,45,3,3,20,0,0,0,30,,1.4,0.2,16.1,
大野果歩,01,東レアローズ,11,15,41,14,1,34.1,31.7,0,0,0,8,45,2,4,13,2,1,0,24,,0.9,0.5,9.4,50.0
大野果歩,10,東レアローズ,11,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
大野果歩,11,東レアローズ,11,5,12,3,1,25.0,16.7,0,0,0,2,4,0,1,3,0,0,0,5,,0.6,0.4,12.5,
大野果歩,12,東レアローズ,11,4,10,1,1,10.0,0.0,0,0,0,2,8,0,0,4,0,0,0,3,,0.2,0.5,12.5,
奥山優奈,01,NECレッドロケッツ,16,4,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
奥山優奈,10,NECレッドロケッツ,16,6,0,0,0,,,0,0,0,0,6,0,2,1,0,0,0,0,,0.0,0.0,-4.2,
奥山優奈,11,NECレッドロケッツ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
奥山優奈,12,NECレッドロケッツ,16,2,0,0,0,,,0,0,0,0,4,1,0,0,0,0,0,1,,0.0,0.0,25.0,
宇賀神みずき,01,岡山シーガルズ,5,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,0.0,0.0,
宇賀神みずき,10,岡山シーガルズ,5,8,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
宇賀神みずき,11,岡山シーガルズ,5,9,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
宇賀神みずき,12,岡山シーガルズ,5,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
宮下遥,01,岡山シーガルズ,14,22,15,3,1,20.0,13.3,1,1,0,5,92,4,2,34,1,0,0,12,100.0,0.1,0.2,13.0,0.0
宮下遥,10,岡山シーガルズ,14,16,1,0,0,0.0,0.0,1,0,0,3,58,1,2,19,0,0,0,4,0.0,0.0,0.2,9.1,
宮下遥,11,岡山シーガルズ,14,29,9,7,0,77.8,77.8,0,0,0,4,109,2,1,45,0,0,0,13,,0.2,0.1,11.9,
宮下遥,12,岡山シーガルズ,14,17,11,7,1,63.6,54.5,0,0,0,2,64,4,3,23,2,0,0,13,,0.4,0.1,14.1,0.0
宮本菜月,10,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,11,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,12,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
家高七央子,01,NECレッドロケッツ,13,7,16,4,3,25.0,6.2,0,0,0,0,8,0,0,4,1,0,0,4,,0.6,0.0,12.5,0.0
家高七央子,10,NECレッドロケッツ,13,7,10,4,0,40.0,40.0,0,0,0,1,7,1,0,2,0,0,0,6,,0.6,0.1,21.4,
家高七央子,11,NECレッドロケッツ,13,20,33,15,0,45.5,45.5,0,0,0,1,28,1,1,9,2,2,0,17,,0.8,0.0,10.7,100.0
家高七央子,12,NECレッドロケッツ,13,13,5,1,0,20.0,20.0,0,0,0,0,16,2,1,8,0,0,0,3,,0.1,0.0,23.4,
小口樹葉,01,デンソーエアリービーズ,9,20,0,0,0,,,0,0,0,0,0,0,0,0,97,60,0,0,,0.0,0.0,,61.9
小口樹葉,10,デンソーエアリービーズ,9,10,0,0,0,,,0,0,0,0,0,0,0,0,36,22,0,0,,0.0,0.0,,61.1
小口樹葉,11,デンソーエアリービーズ,9,26,0,0,0,,,0,0,0,0,0,0,0,0,97,56,0,0,,0.0,0.0,,57.7
小口樹葉,12,デンソーエアリービーズ,9,9,0,0,0,,,0,0,0,0,0,0,0,0,32,16,0,0,,0.0,0.0,,50.0
小山綾菜,01,NECレッドロケッツ,12,2,7,0,0,0.0,0.0,0,0,0,0,2,0,1,0,7,5,0,0,,0.0,0.0,-12.5,71.4
