名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
新城友美,三洋電機レッドソア,17,19,47,17,5,36.2,25.5,0,0,0,7,56,2,3,28,2,0,0,,0.9,0.4,14.7
有田沙織,埼玉上尾メディックス,6,14,87,42,8,48.3,39.1,6,1,3,4,35,2,3,11,38,19,0,16.7,3.0,0.3,11.4
服部安佑香,埼玉上尾メディックス,5,57,186,62,18,33.3,23.7,5,0,1,19,180,10,7,61,192,122,0,0.0,1.1,0.3,13.1
木村沙織,仙台ベルフィーユ,7,48,1,1,0,100.0,100.0,0,0,0,0,76,4,3,34,38,12,0,,0.0,0.0,15.5
札場多恵,PFUブルーキャッツ,5,8,15,4,0,26.7,26.7,0,0,0,0,7,1,3,0,13,6,0,,0.5,0.0,3.6
村上菜央,KUROBEアクアフェアリーズ,11,74,442,169,25,38.2,32.6,4,0,2,48,200,12,11,69,18,8,0,0.0,2.3,0.6,13.2
村尾葉津樹,大野石油広島オイラーズ,15,32,16,5,0,31.2,31.2,1,0,0,3,123,3,2,33,0,0,0,0.0,0.2,0.1,8.7
村松比呂子,PFUブルーキャッツ,16,45,40,18,0,45.0,45.0,0,0,0,7,41,0,2,15,1,0,0,,0.4,0.2,7.9
松山美華,GSS東京サンビームズ,5,73,233,55,19,23.6,15.5,1,0,0,8,237,18,21,80,568,323,0,0.0,0.8,0.1,13.8
松崎渉,Befcoビービースターズ,11,23,88,20,8,22.7,13.6,8,0,2,4,52,2,1,10,62,30,0,0.0,0.9,0.2,8.2
松本朋恵,日立リヴァーレ,16,10,10,6,0,60.0,60.0,0,0,0,1,7,0,2,2,0,0,0,,0.6,0.1,0.0
松浦未波,KUROBEアクアフェアリーズ,8,53,0,0,0,,,0,0,0,0,114,11,5,37,15,10,0,,0.0,0.0,16.7
松田亜也,フォレストリーヴズ熊本,9,67,496,164,32,33.1,26.6,1,0,0,4,260,9,18,79,460,279,0,0.0,2.4,0.1,9.3
松田直子,健祥会レッドハーツ,11,69,0,0,0,,,0,0,0,0,110,6,0,31,182,108,0,,0.0,0.0,12.5
松野由香,三洋電機レッドソア,16,81,39,22,2,56.4,51.3,0,0,0,10,350,19,22,122,1,0,0,,0.3,0.1,12.6
板橋恵,仙台ベルフィーユ,12,4,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,,0.0,0.0,-5.0
板谷美優,大野石油広島オイラーズ,11,35,0,0,0,,,0,0,0,0,55,2,2,16,47,31,0,,0.0,0.0,10.0
栗田琴恵,Befcoビービースターズ,7,78,48,15,3,31.2,25.0,1,0,0,13,277,10,11,88,4,0,0,0.0,0.2,0.2,10.6
梅野早也佳,フォレストリーヴズ熊本,7,48,120,27,5,22.5,18.3,0,0,0,1,53,0,1,16,101,54,0,,0.6,0.0,7.1
森田亜衣,大野石油広島オイラーズ,9,26,94,18,5,19.1,13.8,0,0,0,1,37,0,2,15,69,36,0,,0.7,0.0,8.8
榛澤舞子,埼玉上尾メディックス,11,17,65,25,3,38.5,33.8,0,0,0,4,36,1,1,10,40,25,0,,1.5,0.2,9.0
槇本京子,大野石油広島オイラーズ,12,21,1,0,0,0.0,0.0,0,0,0,0,32,1,6,12,0,0,0,,0.0,0.0,7.8
横江千秋,三洋電機レッドソア,15,81,0,0,0,,,0,0,0,0,0,0,0,0,323,220,0,,0.0,0.0,
櫻井樹里,Befcoビービースターズ,2,19,110,29,8,26.4,19.1,7,0,3,7,43,0,1,13,100,45,0,0.0,1.5,0.4,7.0
武井利恵,埼玉上尾メディックス,30,2,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,,0.0,0.0,0.0
永松幸乃,日立リヴァーレ,9,15,2,2,0,100.0,100.0,0,0,0,0,38,3,3,15,0,0,0,,0.1,0.0,15.8
永溝友美子,フォレストリーヴズ熊本,11,56,0,0,0,,,0,0,0,0,92,6,5,29,0,0,0,,0.0,0.0,13.0
江森圭美,柏エンゼルクロス,7,85,893,295,65,33.0,25.8,46,8,4,23,366,34,35,114,485,322,0,17.4,3.5,0.3,14.7
江畑幸子,日立リヴァーレ,4,69,793,373,61,47.0,39.3,211,106,24,37,300,42,28,126,0,0,0,50.2,5.4,0.5,22.2
河野舞,柏エンゼルクロス,8,19,89,24,8,27.0,18.0,3,1,2,5,6,0,0,3,10,4,0,33.3,1.3,0.3,12.5
津野里織,健祥会レッドハーツ,4,48,0,0,0,,,0,0,0,0,79,5,4,25,68,37,0,,0.0,0.0,13.0
清水亜寿里,PFUブルーキャッツ,14,76,609,171,34,28.1,22.5,6,2,0,25,230,4,8,76,386,220,0,33.3,2.2,0.3,9.1
清水理央,PFUブルーキャッツ,19,45,46,15,3,32.6,26.1,0,0,0,2,86,7,9,35,74,37,0,,0.3,0.0,15.7
渡辺佑梨子,Befcoビービースターズ,6,9,1,0,0,0.0,0.0,0,0,0,0,7,1,0,1,4,2,0,,0.0,0.0,17.9
渡邉愛以,仙台ベルフィーユ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
渡邊彩,三洋電機レッドソア,2,68,322,129,23,40.1,32.9,7,0,1,23,204,7,8,76,8,3,0,0.0,1.9,0.3,11.8
渡邊沙織,PFUブルーキャッツ,18,9,30,10,5,33.3,16.7,0,0,0,0,16,1,2,4,26,11,0,,1.1,0.0,9.4
渡邊美菜,柏エンゼルクロス,5,85,307,92,19,30.0,23.8,1,0,0,33,259,6,27,87,5,5,0,0.0,1.1,0.4,8.1
滝沢ななえ,埼玉上尾メディックス,7,42,0,0,0,,,0,0,0,0,64,0,6,27,52,36,0,,0.0,0.0,8.2
滝沢ひとみ,健祥会レッドハーツ,15,5,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,,0.0,0.0,3.1
澤畠文子,埼玉上尾メディックス,9,20,30,4,3,13.3,3.3,0,0,0,2,19,0,2,6,40,22,0,,0.2,0.1,5.3
王亜辰,仙台ベルフィーユ,6,50,349,117,24,33.5,26.6,0,0,0,23,105,3,4,33,2,0,0,,2.3,0.5,9.8
田中弓貴,KUROBEアクアフェアリーズ,7,71,284,105,12,37.0,32.7,2,0,0,6,226,5,15,60,264,190,0,0.0,1.5,0.1,7.2
田中涼子,大野石油広島オイラーズ,4,78,966,340,56,35.2,29.4,181,54,15,27,283,30,39,114,17,11,0,29.8,4.4,0.3,17.2
田中芽衣,柏エンゼルクロス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
田巻由貴子,健祥会レッドハーツ,7,80,208,70,5,33.7,31.2,0,0,0,34,274,4,8,67,10,6,0,,0.9,0.4,6.8
田村真希,柏エンゼルクロス,1,43,13,2,2,15.4,0.0,0,0,0,0,71,2,5,26,2,1,0,,0.0,0.0,10.2
田辺由美,埼玉上尾メディックス,17,10,4,2,0,50.0,50.0,0,0,0,0,16,0,5,4,14,6,0,,0.2,0.0,-1.6
田野倉穂美,Befcoビービースターズ,14,27,0,0,0,,,0,0,0,0,32,1,1,11,0,0,0,,0.0,0.0,10.9
皆本明日香,埼玉上尾メディックス,16,69,604,221,29,36.6,31.8,50,19,6,26,242,9,17,76,251,154,0,38.0,3.2,0.4,9.8
眞鍋春佳,Befcoビービースターズ,13,12,0,0,0,,,0,0,0,0,16,2,1,5,10,4,0,,0.0,0.0,18.8
矢山美沙,大野石油広島オイラーズ,1,77,328,102,19,31.1,25.3,0,0,0,26,180,9,10,54,4,2,0,,1.3,0.3,11.1
石橋ちとせ,柏エンゼルクロス,4,59,154,46,17,29.9,18.8,1,0,1,3,116,9,9,38,179,99,0,0.0,0.8,0.1,14.0
石田小枝,日立リヴァーレ,13,5,11,4,2,36.4,18.2,0,0,0,0,0,0,0,0,0,0,0,,0.8,0.0,
砂田遥,PFUブルーキャッツ,12,76,135,46,13,34.1,24.4,0,0,0,33,245,17,18,84,5,4,0,,0.6,0.4,13.7
福田みつ子,フォレストリーヴズ熊本,4,80,902,295,59,32.7,26.2,60,14,14,24,262,19,24,110,3,1,0,23.3,3.7,0.3,15.5
福田有里,大野石油広島オイラーズ,3,78,0,0,0,,,0,0,0,0,0,0,0,0,282,174,0,,0.0,0.0,
細川麻美,埼玉上尾メディックス,15,60,245,108,21,44.1,35.5,0,0,0,9,102,10,9,37,35,22,0,,1.8,0.2,16.7
色摩知巳,KUROBEアクアフェアリーズ,5,66,474,199,20,42.0,37.8,17,3,1,19,126,6,2,43,107,66,0,17.6,3.0,0.3,12.9
芦澤美加,大野石油広島オイラーズ,10,35,0,0,0,,,0,0,0,0,65,5,12,20,0,0,0,,0.0,0.0,10.8
芳賀小梨絵,仙台ベルフィーユ,3,76,40,11,0,27.5,27.5,1,0,0,6,209,8,6,55,2,0,0,0.0,0.1,0.1,9.7
菅野友美,日立リヴァーレ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
菅長愛子,柏エンゼルクロス,14,85,0,0,0,,,0,0,0,0,0,0,0,0,336,222,0,,0.0,0.0,
菊地めぐみ,GSS東京サンビームズ,16,65,227,77,14,33.9,27.8,0,0,0,6,160,9,5,40,4,2,0,,1.2,0.1,11.1
萩生田弘美,健祥会レッドハーツ,6,80,40,16,1,40.0,37.5,1,0,1,4,278,5,8,84,4,1,0,0.0,0.2,0.0,8.6
藤野英恵,Befcoビービースターズ,15,35,155,32,15,20.6,11.0,1,0,0,9,122,4,7,43,169,94,0,0.0,0.9,0.3,10.7
見崎真琴,GSS東京サンビームズ,14,21,21,6,0,28.6,28.6,0,0,0,0,36,2,2,7,0,0,0,,0.3,0.0,9.0
谷口由美恵,健祥会レッドハーツ,1,80,832,276,58,33.2,26.2,2,1,0,28,239,22,24,98,327,195,0,50.0,3.4,0.4,16.9
赤西喜代里,Befcoビービースターズ,16,61,198,59,14,29.8,22.7,0,0,0,12,196,9,15,70,14,10,0,,1.0,0.2,11.6
足立史織,PFUブルーキャッツ,8,52,8,0,2,0.0,-25.0,0,0,0,0,71,4,13,21,17,12,0,,0.0,0.0,8.5
遠井萌仁,日立リヴァーレ,12,72,502,224,19,44.6,40.8,48,17,2,38,251,15,14,99,541,347,0,35.4,3.1,0.5,14.4
遠藤りつこ,PFUブルーキャッツ,10,82,24,11,1,45.8,41.7,1,0,0,3,369,18,21,112,4,0,0,0.0,0.1,0.0,11.0
都澤みどり,日立リヴァーレ,6,29,58,18,2,31.0,27.6,0,0,0,4,62,2,1,16,65,43,0,,0.6,0.1,9.3
酒井優希,GSS東京サンビームズ,11,73,42,12,0,28.6,28.6,0,0,0,6,201,10,15,58,5,1,0,,0.2,0.1,10.3
酢田眞実,三洋電機レッドソア,13,4,1,1,0,100.0,100.0,0,0,0,1,3,1,1,1,0,0,0,,0.2,0.2,33.3
鈴木亜矢子,GSS東京サンビームズ,15,59,423,134,22,31.7,26.5,4,1,0,8,112,7,8,38,256,101,0,25.0,2.3,0.1,12.9
鈴木悠佳子,柏エンゼルクロス,16,76,751,220,38,29.3,24.2,34,8,0,22,256,10,17,69,432,273,0,23.5,2.9,0.3,9.0
長岡藍,GSS東京サンビームズ,6,47,261,79,27,30.3,19.9,0,0,0,2,98,7,10,42,200,98,0,,1.7,0.0,15.3
長池彩代,Befcoビービースターズ,12,52,291,91,31,31.3,20.6,23,2,2,11,155,13,18,55,325,167,0,8.7,1.8,0.2,14.4
長野仁美,健祥会レッドハーツ,5,80,432,149,33,34.5,26.9,0,0,0,35,248,27,28,88,12,8,0,,1.9,0.4,16.9
長野友紀,健祥会レッドハーツ,12,80,772,288,50,37.3,30.8,47,15,8,19,175,6,13,70,285,156,0,31.9,3.6,0.2,11.6
門間希,Befcoビービースターズ,1,77,491,172,36,35.0,27.7,7,3,4,55,247,6,25,101,73,35,0,42.9,2.2,0.7,10.1
関舞,埼玉上尾メディックス,19,68,0,0,0,,,0,0,0,0,0,0,0,0,270,184,0,,0.0,0.0,
雨堤みなみ,仙台ベルフィーユ,2,48,358,122,17,34.1,29.3,22,2,3,10,149,9,3,62,12,5,0,9.1,2.5,0.2,15.9
須江はるか,GSS東京サンビームズ,21,72,944,298,83,31.6,22.8,44,11,12,4,179,13,24,71,5,2,0,25.0,4.1,0.1,13.8
餅田千佳,PFUブルーキャッツ,1,39,321,126,17,39.3,34.0,0,0,0,6,155,8,9,48,410,260,0,,3.2,0.2,11.5
高崎紗緒梨,日立リヴァーレ,15,32,209,76,10,36.4,31.6,16,9,2,10,99,4,1,29,112,68,0,56.2,2.4,0.3,11.1
高橋沙織,日立リヴァーレ,11,32,211,81,21,38.4,28.4,25,4,5,18,95,8,5,37,139,81,0,16.0,2.5,0.6,16.8
高橋潤子,仙台ベルフィーユ,5,76,392,130,30,33.2,25.5,14,2,4,29,215,16,34,65,23,9,0,14.3,1.7,0.4,11.0
高田真帆,三洋電機レッドソア,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
