試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2003-12-06,武富士バンブー,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,179,61,19,0.3407821229050279,0.2346368715083799,12.20,27,6,5,22.2,9,1.80,97,4,6,20,9.3,91,62,0,68.1
2003-12-06,日立リヴァーレ,1,,水洗りえ,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-06,日立リヴァーレ,2,,板橋恵,5,■,■,■,■,■,3,1,0,0.3333333333333333,0.3333333333333333,0.20,0,0,0,-,0,-,13,0,1,6,11.5,1,0,0,0.0
2003-12-06,日立リヴァーレ,3,,都澤みどり,5,■,■,■,■,■,27,9,1,0.3333333333333333,0.2962962962962963,1.80,0,0,0,-,3,0.60,13,0,4,3,5.8,17,12,0,70.6
2003-12-06,日立リヴァーレ,4,,大沼綾子,3,■,■,nan,□,nan,20,5,1,0.25,0.2,1.67,0,0,0,-,0,-,6,0,2,2,8.3,1,1,0,100.0
2003-12-06,日立リヴァーレ,6,,野村美沙子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-06,日立リヴァーレ,8,L,菊池由希絵,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,23,0,85.2
2003-12-06,日立リヴァーレ,9,,熊沢美穂,1,□,nan,nan,nan,nan,4,2,0,0.5,0.5,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,日立リヴァーレ,12,,齋藤加奈子,5,■,■,■,■,■,24,13,1,0.5416666666666666,0.5,2.60,0,0,0,-,8,1.60,10,0,0,4,10.0,8,8,0,100.0
2003-12-06,日立リヴァーレ,13,,田原香理,4,■,nan,■,■,■,11,5,1,0.45454545454545453,0.36363636363636365,1.25,0,0,0,-,0,-,15,1,0,4,13.3,1,1,0,100.0
2003-12-06,日立リヴァーレ,14,,横手直子,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,18,1,0,6,13.9,2,2,0,100.0
2003-12-06,日立リヴァーレ,15,,吉田早織,5,□,■,■,■,■,43,13,0,0.3023255813953488,0.3023255813953488,2.60,3,0,0,0.0,0,-,14,0,2,3,5.4,19,14,0,73.7
2003-12-06,日立リヴァーレ,16,,クロフォードテリーズ,5,■,■,■,■,■,47,14,4,0.2978723404255319,0.2127659574468085,2.80,2,0,1,0.0,2,0.40,12,0,1,1,2.1,11,6,0,54.5
2003-12-06,日立リヴァーレ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,179,62,8,0.3463687150837989,0.3016759776536313,12.40,5,0,1,0.0,13,2.60,103,2,10,29,9.0,87,67,0,77.0
2003-12-06,NECレッドロケッツ,1,,高橋みゆき,3,■,■,■,nan,nan,23,9,2,0.391304347826087,0.30434782608695654,3.00,0,0,0,-,1,0.33,10,0,1,3,7.5,8,7,0,87.5
2003-12-06,NECレッドロケッツ,2,,津雲博子,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,0,33.3
2003-12-06,NECレッドロケッツ,3,,大貫美奈子,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,12,0,1,6,12.5,0,0,0,-
2003-12-06,NECレッドロケッツ,4,,仁木希,2,nan,□,□,nan,nan,5,2,0,0.4,0.4,1.00,1,0,0,0.0,1,0.50,5,0,0,1,5.0,6,5,0,83.3
2003-12-06,NECレッドロケッツ,5,,杉山祥子,3,■,■,■,nan,nan,21,7,1,0.3333333333333333,0.2857142857142857,2.33,0,0,0,-,2,0.67,10,0,0,3,7.5,1,1,0,100.0
2003-12-06,NECレッドロケッツ,7,,山本愛,3,■,■,■,nan,nan,18,7,1,0.3888888888888889,0.3333333333333333,2.33,4,0,0,0.0,0,-,7,0,2,1,3.6,10,8,0,80.0
2003-12-06,NECレッドロケッツ,8,L,有田佳織,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,16,0,84.2
2003-12-06,NECレッドロケッツ,10,,松崎さ代子,1,nan,nan,□,nan,nan,4,1,0,0.25,0.25,1.00,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-
2003-12-06,NECレッドロケッツ,12,,梅尾千草,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,NECレッドロケッツ,15,,河村めぐみ,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-06,NECレッドロケッツ,17,,有田沙織,3,■,■,■,nan,nan,26,7,3,0.2692307692307692,0.15384615384615385,2.33,1,1,0,100.0,1,0.33,7,0,1,0,0.0,8,5,0,62.5
2003-12-06,NECレッドロケッツ,18,,栗原恵,3,■,■,■,nan,nan,19,7,2,0.3684210526315789,0.2631578947368421,2.33,2,1,1,50.0,0,-,10,1,2,1,10.5,11,8,0,72.7
2003-12-06,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,117,40,9,0.3418803418803419,0.26495726495726496,13.33,9,2,1,22.2,6,2.00,62,1,7,15,7.3,66,51,0,77.3
2003-12-06,久光製薬スプリングス,チーム合計,チーム合計,チーム合計,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2003-12-06,久光製薬スプリングス,2,,成田郁久美,3,■,■,■,nan,nan,25,15,1,0.6,0.56,5.00,0,0,0,-,1,0.33,9,0,1,2,5.6,10,7,0,70.0
2003-12-06,久光製薬スプリングス,3,,落合真理,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,久光製薬スプリングス,4,,先野久美子,3,■,■,■,nan,nan,12,5,0,0.4166666666666667,0.4166666666666667,1.67,1,0,0,0.0,0,-,13,0,1,2,3.8,0,0,0,-
2003-12-06,久光製薬スプリングス,5,,関井陽子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,久光製薬スプリングス,7,L,江口理代,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,10,0,66.7
2003-12-06,久光製薬スプリングス,8,,大村加奈子,3,■,■,■,nan,nan,42,15,2,0.35714285714285715,0.30952380952380953,5.00,4,2,0,50.0,2,0.67,18,1,3,4,10.0,0,0,0,-
2003-12-06,久光製薬スプリングス,10,,鶴田桂子,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,10,1,0,1,10.5,0,0,0,-
2003-12-06,久光製薬スプリングス,11,,満永ひとみ,3,■,■,■,nan,nan,12,4,0,0.3333333333333333,0.3333333333333333,1.33,0,0,0,-,3,1.00,13,0,1,2,3.8,22,17,0,77.3
2003-12-06,久光製薬スプリングス,12,,渡辺真由美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,久光製薬スプリングス,13,,石原亜希菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,久光製薬スプリングス,14,,呉咏梅,3,■,■,■,nan,nan,26,6,2,0.23076923076923078,0.15384615384615385,2.00,1,0,0,0.0,2,0.67,9,1,0,1,11.7,8,5,0,62.5
2003-12-06,久光製薬スプリングス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,117,45,5,0.38461538461538464,0.3418803418803419,15.00,6,2,0,33.3,9,3.00,73,3,7,12,7.4,55,39,0,70.9
2003-12-06,JTマーヴェラス,1,,江藤直美,3,■,■,■,nan,nan,9,6,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,5,1.67,18,0,1,5,6.9,4,3,0,75.0
2003-12-06,JTマーヴェラス,2,,谷口雅美,3,■,■,■,nan,nan,32,14,2,0.4375,0.375,4.67,2,2,0,100.0,0,-,17,0,1,4,5.9,9,7,0,77.8
2003-12-06,JTマーヴェラス,3,,森山淳子,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,1,0,50.0,0,0,0,-
2003-12-06,JTマーヴェラス,4,,桝谷貴子,3,■,■,■,nan,nan,12,6,0,0.5,0.5,2.00,0,0,0,-,2,0.67,12,2,1,5,23.8,2,0,0,0.0
2003-12-06,JTマーヴェラス,5,,菅山かおる,3,■,■,■,nan,nan,28,11,3,0.39285714285714285,0.2857142857142857,3.67,1,0,0,0.0,1,0.33,8,0,0,1,3.1,11,10,0,90.9
2003-12-06,JTマーヴェラス,7,,竹下佳江,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,7,0,1,1,3.6,0,0,0,-
2003-12-06,JTマーヴェラス,9,,宝来麻紀子,3,■,■,■,nan,nan,21,11,1,0.5238095238095238,0.47619047619047616,3.67,3,2,0,66.7,2,0.67,5,0,0,0,0.0,4,2,0,50.0
2003-12-06,JTマーヴェラス,10,,河村聖子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,JTマーヴェラス,11,L,朝倉香苗,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,11,0,73.3
2003-12-06,JTマーヴェラス,14,,佐田樹理,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,5,4,0,80.0
2003-12-06,JTマーヴェラス,16,,久保雅,1,nan,nan,□,nan,nan,1,1,0,1.0,1.0,1.00,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-
2003-12-06,JTマーヴェラス,19,,平山恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,JTマーヴェラス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,104,50,6,0.4807692307692308,0.4230769230769231,16.67,6,4,0,66.7,11,3.67,73,3,5,17,9.4,50,37,0,74.0
2003-12-06,デンソーエアリービーズ,1,,濱野礼奈,3,■,■,■,nan,nan,26,9,3,0.34615384615384615,0.23076923076923078,3.00,2,0,0,0.0,2,0.67,10,0,1,1,2.5,2,2,0,100.0
2003-12-06,デンソーエアリービーズ,2,,温水麻子,3,■,■,■,nan,nan,10,5,0,0.5,0.5,1.67,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2003-12-06,デンソーエアリービーズ,4,,草深暢子,3,■,■,■,nan,nan,25,7,1,0.28,0.24,2.33,0,0,0,-,0,-,9,0,1,3,8.3,21,13,0,61.9
2003-12-06,デンソーエアリービーズ,5,,西村光代,3,■,■,■,nan,nan,15,6,0,0.4,0.4,2.00,0,0,0,-,0,-,4,0,1,0,0.0,0,0,0,-
2003-12-06,デンソーエアリービーズ,7,,昔農美香,3,■,■,■,nan,nan,17,5,1,0.29411764705882354,0.23529411764705882,1.67,1,1,0,100.0,1,0.33,5,0,0,3,15.0,19,13,0,68.4
2003-12-06,デンソーエアリービーズ,8,,井上香織,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2003-12-06,デンソーエアリービーズ,9,L,櫻井由香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,13,0,92.9
2003-12-06,デンソーエアリービーズ,10,,三浦聖子,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2003-12-06,デンソーエアリービーズ,11,,渡部有香,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,1,20.8,0,0,0,-
2003-12-06,デンソーエアリービーズ,14,,岡野知子,3,□,□,□,nan,nan,12,0,2,0.0,-0.16666666666666666,-,0,0,0,-,1,0.33,3,0,0,1,8.3,11,7,0,63.6
2003-12-06,デンソーエアリービーズ,15,,水野早苗,3,■,■,■,nan,nan,8,1,0,0.125,0.125,0.33,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-
2003-12-06,デンソーエアリービーズ,16,,横山雅美,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-06,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,113,33,7,0.2920353982300885,0.23008849557522124,11.00,3,1,0,33.3,4,1.33,54,1,3,13,7.9,67,48,0,71.6
2003-12-06,パイオニアレッドウィングス,チーム合計,チーム合計,チーム合計,5,■,■,■,■,■,71,27,2,0.38028169014084506,0.352112676056338,5.40,20,5,1,25.0,1,0.20,20,1,2,2,7.5,12,10,0,83.3
2003-12-06,パイオニアレッドウィングス,3,,フールマンフランシーヌ,5,■,■,■,■,■,34,17,3,0.5,0.4117647058823529,3.40,0,0,0,-,4,0.80,10,0,1,2,5.0,7,7,0,100.0
2003-12-06,パイオニアレッドウィングス,4,,庄司夕起,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,パイオニアレッドウィングス,5,,多治見麻子,5,■,■,■,■,■,24,13,0,0.5416666666666666,0.5416666666666666,2.60,0,0,0,-,3,0.60,19,0,1,3,3.9,0,0,0,-
2003-12-06,パイオニアレッドウィングス,6,,島崎みゆき,4,□,□,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0
2003-12-06,パイオニアレッドウィングス,7,L,吉田実代,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,15,0,93.8
2003-12-06,パイオニアレッドウィングス,8,,斎藤真由美,5,□,■,■,■,■,23,5,2,0.21739130434782608,0.13043478260869565,1.00,0,0,0,-,1,0.20,17,0,0,3,4.4,36,26,0,72.2
2003-12-06,パイオニアレッドウィングス,9,,榛澤舞子,2,nan,□,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,1,0,0.0,1,1,0,100.0
2003-12-06,パイオニアレッドウィングス,11,,吉原知子,5,■,■,■,■,■,20,8,1,0.4,0.35,1.60,0,0,0,-,0,-,23,2,1,3,11.1,13,12,0,92.3
2003-12-06,パイオニアレッドウィングス,14,,久保庭怜奈,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-06,パイオニアレッドウィングス,16,,内田役子,5,■,■,■,■,■,2,2,0,1.0,1.0,0.40,0,0,0,-,1,0.20,11,0,5,0,0.0,0,0,0,-
2003-12-06,パイオニアレッドウィングス,17,,西畑美希,1,■,nan,nan,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,2,0,0,0,0.0,5,4,0,80.0
2003-12-06,パイオニアレッドウィングス,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,177,72,8,0.4067796610169492,0.3615819209039548,14.40,21,5,1,23.8,10,2.00,106,3,11,13,5.7,91,76,0,83.5
2003-12-06,シーガルズ,2,,山口舞,4,nan,□,□,□,□,3,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,2,1,5.0,3,3,0,100.0
2003-12-06,シーガルズ,3,,米村信子,4,nan,□,□,□,■,11,4,0,0.36363636363636365,0.36363636363636365,1.00,0,0,0,-,0,-,8,0,0,1,3.1,6,5,0,83.3
2003-12-06,シーガルズ,4,,野村まり,5,■,■,■,■,■,19,7,0,0.3684210526315789,0.3684210526315789,1.40,0,0,0,-,1,0.20,13,0,2,0,0.0,0,0,0,-
2003-12-06,シーガルズ,7,,神田千絵,3,nan,□,■,nan,□,18,4,3,0.2222222222222222,0.05555555555555555,1.33,0,0,0,-,1,0.33,6,0,1,2,8.3,1,1,0,100.0
2003-12-06,シーガルズ,15,,岡野弘子,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,15,0,1,6,10.0,0,0,0,-
2003-12-06,シーガルズ,16,,河野志保,5,■,■,■,■,■,19,11,0,0.5789473684210527,0.5789473684210527,2.20,0,0,0,-,1,0.20,14,0,0,0,0.0,14,13,0,92.9
2003-12-06,シーガルズ,18,L,金森純子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,33,27,0,81.8
2003-12-06,シーガルズ,21,,森和代,5,■,■,■,■,■,46,21,1,0.45652173913043476,0.43478260869565216,4.20,3,1,0,33.3,4,0.80,11,0,4,0,0.0,10,8,0,80.0
2003-12-06,シーガルズ,23,,藤野郁子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-06,シーガルズ,25,,川井梅香,5,■,■,□,■,□,35,9,2,0.2571428571428571,0.2,1.80,1,0,0,0.0,1,0.20,11,0,0,2,4.5,12,10,0,83.3
2003-12-06,シーガルズ,33,,若浦貴子,5,■,■,■,■,■,35,14,4,0.4,0.2857142857142857,2.80,0,0,0,-,1,0.20,14,0,0,2,3.6,14,12,0,85.7
2003-12-06,シーガルズ,41,,小菅真弓,3,nan,□,nan,□,□,1,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2003-12-06,シーガルズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,187,70,10,0.37433155080213903,0.32085561497326204,14.00,4,1,0,25.0,9,1.80,101,0,10,15,3.7,93,79,0,84.9
2003-12-07,デンソーエアリービーズ,1,,濱野礼奈,5,■,■,■,■,■,36,19,2,0.5277777777777778,0.4722222222222222,3.80,1,0,0,0.0,1,0.20,22,2,1,3,10.7,0,0,0,-
2003-12-07,デンソーエアリービーズ,2,,温水麻子,5,■,■,■,■,■,21,9,2,0.42857142857142855,0.3333333333333333,1.80,0,0,0,-,2,0.40,12,0,0,1,2.1,0,0,0,-
2003-12-07,デンソーエアリービーズ,4,,草深暢子,5,■,■,■,■,■,37,16,1,0.43243243243243246,0.40540540540540543,3.20,1,0,0,0.0,2,0.40,23,0,6,7,7.6,44,30,0,68.2
2003-12-07,デンソーエアリービーズ,5,,西村光代,5,■,■,■,■,■,19,10,1,0.5263157894736842,0.47368421052631576,2.00,0,0,0,-,5,1.00,9,0,0,4,11.1,2,2,0,100.0
2003-12-07,デンソーエアリービーズ,7,,昔農美香,5,■,■,■,■,■,39,16,1,0.41025641025641024,0.38461538461538464,3.20,1,0,0,0.0,0,-,16,1,1,6,14.4,25,14,0,56.0
2003-12-07,デンソーエアリービーズ,8,,井上香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-07,デンソーエアリービーズ,9,L,櫻井由香,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,14,0,77.8
2003-12-07,デンソーエアリービーズ,10,,三浦聖子,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,4,2,0,50.0
2003-12-07,デンソーエアリービーズ,11,,渡部有香,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,1,1,3.6,0,0,0,-
2003-12-07,デンソーエアリービーズ,14,,岡野知子,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,0,0.0,4,3,0,75.0
2003-12-07,デンソーエアリービーズ,15,,水野早苗,5,■,■,■,■,■,14,7,1,0.5,0.42857142857142855,1.40,0,0,0,-,1,0.20,16,1,0,2,8.1,1,1,0,100.0
2003-12-07,デンソーエアリービーズ,16,,横山雅美,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-07,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,166,77,8,0.463855421686747,0.41566265060240964,15.40,3,0,0,0.0,11,2.20,112,4,9,24,8.2,98,66,0,67.3
2003-12-07,久光製薬スプリングス,チーム合計,チーム合計,チーム合計,3,nan,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,2,2,10.0,0,0,0,-
2003-12-07,久光製薬スプリングス,2,,成田郁久美,5,■,■,■,■,■,37,15,3,0.40540540540540543,0.32432432432432434,3.00,0,0,0,-,3,0.60,20,0,4,1,1.2,14,11,0,78.6
2003-12-07,久光製薬スプリングス,3,,落合真理,3,nan,nan,□,■,■,27,11,0,0.4074074074074074,0.4074074074074074,3.67,0,0,0,-,0,-,10,2,0,7,35.5,8,5,0,62.5
2003-12-07,久光製薬スプリングス,4,,先野久美子,5,■,■,■,■,■,29,15,0,0.5172413793103449,0.5172413793103449,3.00,0,0,0,-,6,1.20,14,0,0,3,5.4,1,1,0,100.0
2003-12-07,久光製薬スプリングス,5,,関井陽子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-07,久光製薬スプリングス,7,L,江口理代,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,17,0,70.8
2003-12-07,久光製薬スプリングス,8,,大村加奈子,3,■,■,■,nan,nan,18,8,1,0.4444444444444444,0.3888888888888889,2.67,0,0,0,-,1,0.33,7,1,1,2,21.4,0,0,0,-
2003-12-07,久光製薬スプリングス,10,,鶴田桂子,5,■,■,■,■,■,2,1,1,0.5,0.0,0.20,0,0,0,-,1,0.20,20,0,0,6,7.5,1,0,0,0.0
2003-12-07,久光製薬スプリングス,11,,満永ひとみ,5,■,■,■,■,■,19,7,0,0.3684210526315789,0.3684210526315789,1.40,0,0,0,-,2,0.40,19,1,2,5,10.8,25,16,0,64.0
2003-12-07,久光製薬スプリングス,12,,渡辺真由美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-07,久光製薬スプリングス,13,,石原亜希菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-07,久光製薬スプリングス,14,,呉咏梅,5,■,■,■,■,■,39,13,0,0.3333333333333333,0.3333333333333333,2.60,0,0,0,-,2,0.40,15,2,1,2,14.0,29,24,0,82.8
2003-12-07,久光製薬スプリングス,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,171,70,5,0.4093567251461988,0.38011695906432746,14.00,0,0,0,-,15,3.00,110,6,10,28,11.1,102,74,0,72.5
2003-12-07,武富士バンブー,チーム合計,チーム合計,チーム合計,3,■,■,■,nan,nan,24,3,5,0.125,-0.08333333333333333,1.00,1,0,1,0.0,0,-,6,0,0,2,8.3,8,7,0,87.5
2003-12-07,武富士バンブー,1,,小谷弘美,3,■,■,■,nan,nan,20,4,1,0.2,0.15,1.33,0,0,0,-,1,0.33,7,0,1,1,3.6,2,2,0,100.0
2003-12-07,武富士バンブー,2,,山下祐美子,2,nan,□,□,nan,nan,10,5,1,0.5,0.4,2.50,1,1,0,100.0,0,-,2,0,1,0,0.0,3,3,0,100.0
2003-12-07,武富士バンブー,5,,足立留美,3,■,■,■,nan,nan,43,12,8,0.27906976744186046,0.09302325581395349,4.00,0,0,0,-,0,-,7,0,0,4,14.3,17,14,0,82.4
2003-12-07,武富士バンブー,7,,内藤香菜子,3,□,■,□,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,1,0,0.0,9,5,0,55.6
2003-12-07,武富士バンブー,8,,アルタモノワエブゲーニャ,1,□,nan,nan,nan,nan,4,2,0,0.5,0.5,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2003-12-07,武富士バンブー,9,,井村仁美,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2003-12-07,武富士バンブー,10,,金田智子,3,■,□,■,nan,nan,14,1,1,0.07142857142857142,0.0,0.33,2,0,0,0.0,1,0.33,4,0,2,0,0.0,14,11,0,78.6
2003-12-07,武富士バンブー,11,,伊地知麻貴,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2003-12-07,武富士バンブー,15,,宣美幸,3,■,■,■,nan,nan,6,2,0,0.3333333333333333,0.3333333333333333,0.67,0,0,0,-,0,-,8,0,0,2,6.2,1,0,0,0.0
2003-12-07,武富士バンブー,16,,小松留美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2003-12-07,武富士バンブー,33,L,和久山志恵里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,11,0,78.6
