名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
小山修加,02,久光製薬スプリングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松留美,02,武富士バンブー,16,4,7,3,0,42.9,42.9,0,0,0,1,7,0,0,3,1,1,0,4,,0.8,0.2,10.7,100.0
小玉佐知子,02,東レアローズ,2,4,1,0,0,0.0,0.0,0,0,0,0,17,0,0,7,1,0,0,0,,0.0,0.0,10.3,0.0
庄司夕起,02,パイオニアレッドウィングス,4,4,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
成田郁久美,02,久光製薬スプリングス,2,3,14,6,2,42.9,28.6,0,0,0,3,8,0,0,2,30,12,0,9,,2.0,1.0,6.2,40.0
木村沙織,02,東レアローズ,17,4,27,9,2,33.3,25.9,0,0,0,0,13,0,1,7,39,23,0,9,,2.2,0.0,11.5,59.0
栗原恵,02,パイオニアレッドウィングス,1,7,71,23,9,32.4,19.7,6,1,1,4,24,2,6,13,20,8,0,29,16.7,3.3,0.6,15.6,40.0
榛澤舞子,02,パイオニアレッドウィングス,9,3,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,0,,0.0,0.0,12.5,
橋本直子,02,久光製薬スプリングス,17,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
江口理代,02,パイオニアレッドウィングス,17,7,27,12,3,44.4,33.3,0,0,0,0,23,1,2,7,49,16,0,13,,1.7,0.0,9.8,32.7
渡辺真由美,02,久光製薬スプリングス,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
濱口華菜里,02,東レアローズ,14,4,0,0,0,,,0,0,0,0,0,0,0,0,20,11,0,0,,0.0,0.0,,55.0
芝田安希,02,東レアローズ,4,2,2,1,0,50.0,50.0,0,0,0,2,0,0,0,0,2,0,0,3,,0.5,1.0,,0.0
荒木絵里香,02,東レアローズ,13,4,20,6,2,30.0,20.0,0,0,0,2,14,0,1,8,0,0,0,8,,1.5,0.5,12.5,
荒木麻里,02,パイオニアレッドウィングス,19,1,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
落合真理,02,久光製薬スプリングス,3,3,21,9,2,42.9,33.3,2,0,0,2,10,0,0,8,7,4,0,11,0.0,3.0,0.7,20.0,57.1
西脇万里子,02,東レアローズ,5,4,27,9,0,33.3,33.3,0,0,0,4,16,1,2,8,1,0,0,14,,2.2,1.0,15.6,0.0
足立留美,02,武富士バンブー,5,8,79,29,4,36.7,31.6,2,0,0,0,34,5,1,10,47,17,0,34,0.0,3.6,0.0,21.3,36.2
野田昌代,02,久光製薬スプリングス,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
鈴木洋美,02,武富士バンブー,3,7,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.1,0.0,,
青木絢子,02,久光製薬スプリングス,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋牧子,02,パイオニアレッドウィングス,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鶴田桂子,02,久光製薬スプリングス,10,3,1,1,0,100.0,100.0,0,0,0,0,18,0,2,9,0,0,0,1,,0.3,0.0,9.7,
