名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中垣内祐一,堺ブレイザーズ,4,56,446,233,41,52.2,43.0,171,87,23,25,164,10,34,31,223,132,0,50.9,4.2,0.4,5.6,59.2
中川一,NTT西日本レグルス,1,65,173,97,12,56.1,49.1,2,1,1,34,184,9,61,38,3,2,0,50.0,1.5,0.5,1.8,66.7
中村成輔,NTT西日本レグルス,14,4,0,0,0,,,0,0,0,0,7,0,0,3,0,0,0,,0.0,0.0,10.7,
中野順平,東レアローズ,1,3,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
丸尾文治,JTサンダーズ,1,10,4,1,1,25.0,0.0,0,0,0,1,9,1,1,0,1,0,0,,0.1,0.1,8.3,0.0
丸山利明,旭化成スパーキッズ,9,10,29,7,1,24.1,20.7,6,1,1,1,18,0,3,3,10,4,0,16.7,0.7,0.1,0.0,40.0
丸茂智彦,東レアローズ,12,16,0,0,0,,,0,0,0,0,21,0,0,4,0,0,0,,0.0,0.0,4.8,
五十里朗,NTT西日本レグルス,15,65,229,106,15,46.3,39.7,11,5,2,31,181,2,13,25,33,21,0,45.5,1.6,0.5,2.8,63.6
伊勢隆一,JTサンダーズ,14,64,142,69,9,48.6,42.3,0,0,0,48,239,4,24,56,9,7,0,,1.1,0.8,5.0,77.8
伊藤信博,堺ブレイザーズ,15,44,11,4,0,36.4,36.4,0,0,0,4,9,0,2,0,1,1,0,,0.1,0.1,-5.6,100.0
佐々木太一,サントリーサンバーズ,2,66,212,131,10,61.8,57.1,1,0,0,50,269,16,57,60,16,14,0,0.0,2.0,0.8,6.2,87.5
佐藤和夫,豊田合成トレフェルサ,17,50,158,65,13,41.1,32.9,65,24,6,8,56,2,10,15,0,0,0,36.9,1.3,0.2,5.8,
倉内哲,富士フイルム・プラネッツ,15,3,4,2,1,50.0,25.0,0,0,0,0,2,0,0,0,0,0,0,,0.7,0.0,0.0,
出倉諭,富士フイルム・プラネッツ,10,23,19,7,2,36.8,26.3,0,0,0,4,19,0,4,3,31,24,0,,0.3,0.2,-1.3,77.4
前田悟,NTT西日本レグルス,5,65,79,48,7,60.8,51.9,1,0,0,22,267,14,51,58,1,0,0,0.0,0.7,0.3,5.9,0.0
加藤陽一,東レアローズ,3,66,524,240,61,45.8,34.2,183,79,31,32,263,13,42,63,115,84,0,43.2,3.6,0.5,6.9,73.0
北川祐介,パナソニックパンサーズ,9,59,129,77,8,59.7,53.5,1,0,0,42,159,3,36,10,1,0,0,0.0,1.3,0.7,-2.2,0.0
南克幸,旭化成スパーキッズ,23,45,148,63,9,42.6,36.5,4,0,1,19,115,3,9,21,3,1,0,0.0,1.4,0.4,5.2,33.3
南由紀夫,富士フイルム・プラネッツ,3,59,201,113,6,56.2,53.2,0,0,0,29,228,5,15,40,3,2,0,,1.9,0.5,4.9,66.7
南裕之,旭化成スパーキッズ,5,46,74,34,6,45.9,37.8,1,0,0,29,78,1,14,8,7,5,0,0.0,0.7,0.6,-0.6,71.4
南部正司,パナソニックパンサーズ,14,70,361,181,29,50.1,42.1,43,17,4,19,202,3,15,19,293,220,0,39.5,2.6,0.3,2.0,75.1
古城弘路,NTT西日本レグルス,13,5,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.0,,
古田博幸,旭化成スパーキッズ,15,59,240,97,16,40.4,33.8,9,1,0,12,183,9,24,34,304,232,0,11.1,1.6,0.2,6.3,76.3
吉永文幸,富士フイルム・プラネッツ,9,33,6,2,1,33.3,16.7,0,0,0,0,55,0,5,13,0,0,0,,0.1,0.0,3.6,
和田一彦,NTT西日本レグルス,6,20,1,1,0,100.0,100.0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.1,,
増村雅尚,富士フイルム・プラネッツ,18,63,400,164,39,41.0,31.2,141,63,21,29,176,15,44,56,7,4,0,44.7,2.6,0.5,10.2,57.1
多田幹世,豊田合成トレフェルサ,1,51,180,73,21,40.6,28.9,21,6,5,6,163,5,18,23,338,277,0,28.6,1.4,0.1,3.8,82.0
大坪史明,旭化成スパーキッズ,14,54,491,213,45,43.4,34.2,165,67,21,10,198,8,41,57,153,101,0,40.6,3.9,0.2,6.1,66.0
大森陽祐,NECブルーロケッツ,15,27,9,4,1,44.4,33.3,1,0,0,0,46,1,1,6,35,27,0,0.0,0.1,0.0,4.9,77.1
大竹秀之,NECブルーロケッツ,7,65,134,82,2,61.2,59.7,1,0,0,63,150,1,8,20,1,0,0,0.0,1.3,1.0,2.7,0.0
大野英洋,堺ブレイザーズ,10,12,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
大関元樹,NECブルーロケッツ,5,3,5,2,1,40.0,20.0,0,0,0,0,7,0,2,0,0,0,0,,0.7,0.0,-7.1,
天谷陽介,東レアローズ,10,1,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,3,2,0,,1.0,0.0,0.0,66.7
奥修二,NECブルーロケッツ,18,5,1,1,0,100.0,100.0,0,0,0,0,5,0,2,2,0,0,0,,0.2,0.0,0.0,
奥田晃,NECブルーロケッツ,12,63,16,8,1,50.0,43.8,0,0,0,31,200,4,16,15,0,0,0,,0.1,0.5,1.9,
安原貴之,豊田合成トレフェルサ,13,59,326,125,30,38.3,29.1,68,29,10,24,136,6,29,26,124,71,0,42.6,2.1,0.4,3.9,57.3
宮崎謙彦,パナソニックパンサーズ,1,70,559,250,66,44.7,32.9,235,101,34,21,263,16,72,66,13,7,0,43.0,3.6,0.3,5.5,53.8
小出真嗣,豊田合成トレフェルサ,8,11,0,0,0,,,0,0,0,0,12,1,4,1,0,0,0,,0.0,0.0,2.1,
小坂慎吾,サントリーサンバーズ,5,57,158,81,18,51.3,39.9,37,24,4,15,196,6,44,37,255,192,0,64.9,1.4,0.3,2.2,75.3
小川吉,サントリーサンバーズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,,50.0
小林宙史,NTT西日本レグルス,7,23,97,32,12,33.0,20.6,5,2,1,5,53,0,9,8,38,20,0,40.0,1.4,0.2,-0.5,52.6
小林敦,東レアローズ,11,66,143,83,5,58.0,54.5,0,0,0,42,202,0,9,37,6,4,0,,1.3,0.6,3.5,66.7
小澤新,豊田合成トレフェルサ,7,21,0,0,0,,,0,0,0,0,29,1,1,5,0,0,0,,0.0,0.0,6.9,
小糸敬夫,パナソニックパンサーズ,6,70,0,0,0,,,0,0,0,0,0,0,0,0,383,288,0,,0.0,0.0,,75.2
山中正博,旭化成スパーキッズ,4,48,450,199,38,44.2,35.8,119,50,16,13,164,7,32,53,11,10,0,42.0,4.1,0.3,7.5,90.9
山中秀晃,豊田合成トレフェルサ,5,18,3,1,0,33.3,33.3,0,0,0,1,40,1,0,12,0,0,0,,0.1,0.1,10.0,
山元克之,NTT西日本レグルス,4,38,0,0,0,,,0,0,0,0,44,0,6,8,20,15,0,,0.0,0.0,1.1,75.0
山口誠,東レアローズ,6,66,28,12,0,42.9,42.9,1,0,0,17,262,7,26,36,2,1,0,0.0,0.2,0.3,3.6,50.0
山口雅行,NTT西日本レグルス,9,18,85,29,10,34.1,22.4,8,3,3,0,56,1,6,11,27,20,0,37.5,1.6,0.0,4.0,74.1
山名邦卓,NTT西日本レグルス,10,39,12,5,1,41.7,33.3,0,0,0,2,12,0,0,0,0,0,0,,0.1,0.1,0.0,
山崎典行,旭化成スパーキッズ,2,24,6,4,0,66.7,66.7,0,0,0,2,77,3,4,13,0,0,0,,0.2,0.1,6.8,
山本健之,JTサンダーズ,12,62,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,294,232,0,0.0,0.0,0.0,,78.9
山本辰生,堺ブレイザーズ,8,45,45,20,5,44.4,33.3,11,5,1,1,87,3,6,23,24,15,0,45.5,0.4,0.0,8.3,62.5
山浦宏行,豊田合成トレフェルサ,9,56,496,198,45,39.9,30.8,193,81,24,17,193,2,6,27,3,1,0,42.0,3.5,0.3,3.8,33.3
山田博文,旭化成スパーキッズ,1,33,44,19,3,43.2,36.4,2,1,0,5,54,3,7,12,83,50,0,50.0,0.6,0.2,7.9,60.2
山田忠一,JTサンダーズ,11,37,91,43,8,47.3,38.5,0,0,0,11,131,3,9,24,7,4,0,,1.2,0.3,5.2,57.1
川浦博昭,富士フイルム・プラネッツ,14,69,259,143,13,55.2,50.2,1,0,0,47,182,2,13,33,5,2,0,0.0,2.1,0.7,3.8,40.0
市橋祐之,堺ブレイザーズ,5,66,58,35,5,60.3,51.7,0,0,0,16,251,11,20,36,5,2,0,,0.5,0.2,6.0,40.0
平野信孝,JTサンダーズ,2,45,300,128,15,42.7,37.7,119,55,9,13,100,0,10,17,6,6,0,46.2,2.8,0.3,1.8,100.0
徳元幸人,JTサンダーズ,8,66,289,141,16,48.8,43.3,21,4,3,20,238,3,11,51,397,320,0,19.0,2.1,0.3,5.5,80.6
成田貴志,富士フイルム・プラネッツ,4,64,21,8,0,38.1,38.1,0,0,0,17,272,5,15,36,6,0,0,,0.1,0.3,3.8,0.0
料治修,旭化成スパーキッズ,17,37,56,17,3,30.4,25.0,0,0,0,11,62,3,7,8,5,3,0,,0.5,0.3,5.2,60.0
服部亮二,豊田合成トレフェルサ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
朝日健太郎,サントリーサンバーズ,1,66,210,122,8,58.1,54.3,1,0,0,70,156,2,8,18,6,6,0,0.0,1.8,1.1,2.9,100.0
木原丈裕,サントリーサンバーズ,12,23,47,24,6,51.1,38.3,3,0,0,3,40,0,1,4,22,16,0,0.0,1.0,0.1,1.9,72.7
木村正憲,パナソニックパンサーズ,15,34,1,0,1,0.0,-100.0,1,0,1,0,46,1,10,14,0,0,0,0.0,0.0,0.0,4.3,
木浦新一,堺ブレイザーズ,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
末次志朗,旭化成スパーキッズ,10,43,122,66,3,54.1,51.6,0,0,0,18,122,1,7,15,7,4,0,,1.5,0.4,2.5,57.1
松崎英二,豊田合成トレフェルサ,2,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松本岳士,東レアローズ,17,61,0,0,0,,,0,0,0,0,0,0,0,0,359,265,0,,0.0,0.0,,73.8
松田明彦,豊田合成トレフェルサ,3,60,25,12,1,48.0,44.0,1,0,0,14,205,8,12,27,1,0,0,0.0,0.2,0.2,5.7,0.0
松田義明,旭化成スパーキッズ,7,7,0,0,0,,,0,0,0,0,0,0,0,0,88,54,0,,0.0,0.0,,61.4
栗原功武,サントリーサンバーズ,15,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗原圭介,サントリーサンバーズ,6,48,0,0,0,,,0,0,0,0,70,1,3,8,0,0,0,,0.0,0.0,3.2,
森永茂正,旭化成スパーキッズ,6,33,178,75,8,42.1,37.6,26,8,2,3,111,5,21,15,64,43,0,30.8,2.3,0.1,3.2,67.2
植田雅之,富士フイルム・プラネッツ,11,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河野克已,サントリーサンバーズ,7,21,17,6,0,35.3,35.3,0,0,0,2,38,1,4,5,67,52,0,,0.3,0.1,3.3,77.6
河野裕輔,JTサンダーズ,4,56,485,223,51,46.0,35.5,203,91,23,17,186,3,18,34,48,27,0,44.8,4.0,0.3,3.8,56.2
泉川正幸,東レアローズ,8,66,374,170,27,45.5,38.2,56,20,10,24,278,5,12,60,370,277,0,35.7,2.6,0.4,6.1,74.9
津曲勝利,サントリーサンバーズ,11,66,0,0,0,,,0,0,0,0,0,0,0,0,417,334,0,,0.0,0.0,,80.1
浅川敏,東レアローズ,18,5,0,0,0,,,0,0,0,0,0,0,0,0,49,36,0,,0.0,0.0,,73.5
浜口純一,富士フイルム・プラネッツ,5,61,273,120,30,44.0,33.0,12,1,2,13,192,8,34,44,179,123,0,8.3,2.0,0.2,5.5,68.7
清水貴幸,パナソニックパンサーズ,13,12,1,0,0,0.0,0.0,1,0,0,0,14,0,3,1,0,0,0,0.0,0.0,0.0,-3.6,
清水雅之,サントリーサンバーズ,4,66,14,7,0,50.0,50.0,1,0,0,7,220,8,13,29,0,0,0,0.0,0.1,0.1,5.5,
渡貫健三,東レアローズ,14,37,4,4,0,100.0,100.0,0,0,0,2,15,2,4,5,0,0,0,,0.1,0.1,15.0,
渡邉正堂,NECブルーロケッツ,11,2,2,1,0,50.0,50.0,0,0,0,0,2,0,1,0,0,0,0,,0.5,0.0,-12.5,
渡邊友嗣,堺ブレイザーズ,7,23,115,58,12,50.4,40.0,54,24,7,2,61,2,8,15,13,3,0,44.4,2.5,0.1,6.1,23.1
澤畠雄一郎,堺ブレイザーズ,1,66,198,122,17,61.6,53.0,1,1,0,61,183,13,54,41,8,8,0,100.0,1.8,0.9,5.3,100.0
牛尾正和,パナソニックパンサーズ,10,30,1,0,0,0.0,0.0,0,0,0,2,20,0,2,7,0,0,0,,0.0,0.1,6.2,
白数仁孝,パナソニックパンサーズ,4,68,0,0,0,,,0,0,0,0,107,2,6,18,98,70,0,,0.0,0.0,4.7,71.4
福田健太,サントリーサンバーズ,3,45,3,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,,
竹内実,NECブルーロケッツ,6,65,455,236,42,51.9,42.6,92,43,10,19,252,12,36,31,383,310,0,46.7,3.6,0.3,4.3,80.9
笠原紀久,東レアローズ,5,52,252,107,19,42.5,34.9,11,4,1,20,182,3,12,29,293,221,0,36.4,2.1,0.4,4.0,75.4
米山博之,パナソニックパンサーズ,20,70,213,120,6,56.3,53.5,3,1,2,72,234,5,14,25,109,70,0,33.3,1.7,1.0,3.3,64.2
糸田信幸,NECブルーロケッツ,9,10,1,1,0,100.0,100.0,0,0,0,0,20,0,0,2,0,0,0,,0.1,0.0,2.5,
紫和昌修,パナソニックパンサーズ,12,68,18,13,0,72.2,72.2,0,0,0,11,243,2,26,39,1,0,0,,0.2,0.2,2.2,0.0
細川延由,NECブルーロケッツ,2,65,448,213,37,47.5,39.3,51,25,2,22,279,12,27,63,393,277,0,49.0,3.3,0.3,7.5,70.5
置本雅司,NTT西日本レグルス,12,61,0,0,0,,,0,0,0,0,0,0,0,0,406,314,0,,0.0,0.0,,77.3
美保考男,NTT西日本レグルス,11,54,218,92,14,42.2,35.8,3,1,0,11,148,2,16,27,457,338,0,33.3,1.7,0.2,3.2,74.0
脇戸新之助,NECブルーロケッツ,20,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
臺光章,JTサンダーズ,6,64,7,3,1,42.9,28.6,0,0,0,8,211,2,9,34,0,0,0,,0.0,0.1,3.9,
舩越健太郎,旭化成スパーキッズ,11,59,0,0,0,,,0,0,0,0,0,0,0,0,620,467,0,,0.0,0.0,,75.3
花野裕祥,富士フイルム・プラネッツ,17,69,0,0,0,,,0,0,0,0,0,0,0,0,519,417,0,,0.0,0.0,,80.3
苅谷淳司,JTサンダーズ,3,39,78,36,6,46.2,38.5,0,0,0,20,141,2,11,20,6,4,0,,0.9,0.5,3.0,66.7
荻野正二,サントリーサンバーズ,10,64,250,128,15,51.2,45.2,32,15,2,17,247,3,27,48,377,288,0,46.9,2.0,0.3,3.3,76.4
蔭山弘道,富士フイルム・プラネッツ,1,17,56,25,5,44.6,35.7,1,0,0,4,35,1,4,1,1,1,0,0.0,1.5,0.2,0.7,100.0
西村晃一,NECブルーロケッツ,8,65,0,0,0,,,0,0,0,0,0,0,0,0,418,340,0,,0.0,0.0,,81.3
西澤吉邦,パナソニックパンサーズ,7,11,22,14,0,63.6,63.6,0,0,0,6,34,1,4,3,0,0,0,,1.3,0.5,2.2,
西田靖宏,NTT西日本レグルス,8,52,467,225,46,48.2,38.3,148,70,19,13,207,2,8,35,43,25,0,47.3,4.3,0.2,4.2,58.1
近藤康史,富士フイルム・プラネッツ,12,14,16,8,1,50.0,43.8,3,2,0,1,8,0,0,0,11,5,0,66.7,0.6,0.1,0.0,45.5
酒井新悟,堺ブレイザーズ,22,66,0,0,0,,,0,0,0,0,0,0,0,0,530,415,0,,0.0,0.0,,78.3
野々山悟,堺ブレイザーズ,3,51,70,41,4,58.6,52.9,1,0,0,23,140,2,12,18,3,1,0,0.0,0.8,0.5,2.5,33.3
野口達也,サントリーサンバーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金牧貴久,富士フイルム・プラネッツ,8,55,188,84,18,44.7,35.1,41,12,9,22,89,3,12,11,16,7,0,29.3,1.5,0.4,3.1,43.8
金近潤,NTT西日本レグルス,3,65,430,200,43,46.5,36.5,131,55,17,24,221,5,46,66,295,222,0,42.0,3.1,0.4,4.5,75.3
鈴木孝政,旭化成スパーキッズ,8,1,3,1,0,33.3,33.3,0,0,0,1,2,0,1,1,5,4,0,,1.0,1.0,0.0,80.0
鈴木康晋,豊田合成トレフェルサ,16,66,146,72,12,49.3,41.1,0,0,0,41,166,3,9,25,2,0,0,,1.1,0.6,4.2,0.0
鎌田修,NECブルーロケッツ,16,54,0,0,0,,,0,0,0,0,72,3,17,9,0,0,0,,0.0,0.0,1.4,
長屋裕,豊田合成トレフェルサ,10,66,0,0,0,,,0,0,0,0,0,0,0,0,474,364,0,,0.0,0.0,,76.8
青山繁,富士フイルム・プラネッツ,6,69,401,195,41,48.6,38.4,74,30,17,18,286,16,58,67,504,424,0,40.5,2.8,0.3,6.4,84.1
青木一平,NECブルーロケッツ,10,64,162,86,13,53.1,45.1,1,1,0,48,229,5,18,30,3,1,0,100.0,1.3,0.8,3.5,33.3
高橋智則,堺ブレイザーズ,9,66,198,95,16,48.0,39.9,2,0,1,45,250,14,37,45,410,296,0,0.0,1.4,0.7,6.4,72.2
魚井貞夫,旭化成スパーキッズ,12,45,18,9,1,50.0,44.4,1,0,0,4,151,0,10,27,0,0,0,0.0,0.2,0.1,2.8,
鳥居聖史,豊田合成トレフェルサ,12,56,344,127,27,36.9,29.1,60,21,4,12,190,1,26,32,378,286,0,35.0,2.3,0.2,1.3,75.7
齋藤信治,東レアローズ,7,22,143,62,13,43.4,34.3,66,28,9,6,64,2,10,15,0,0,0,42.4,2.8,0.3,5.1,
齋藤学,JTサンダーズ,9,11,10,7,1,70.0,60.0,0,0,0,1,6,1,2,0,2,2,0,,0.6,0.1,8.3,100.0
