試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,2,,小野寺友香,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,16,1,1,4,10.9,0,0,0,-,1
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,3,,堀井有蘭,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,4,,窪田美侑,4,■,■,■,■,,28,15,0,53.6,53.6,3.75,0,0,0,-,1,0.25,11,0,1,7,13.6,16,8,4,62.5,16
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,6,,芳賀舞波,4,■,■,■,■,,14,5,0,35.7,35.7,1.25,0,0,0,-,3,0.75,8,0,2,4,6.2,1,0,0,0.0,8
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,7,L,齋藤加奈子,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,10,2,64.7,0
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,8,,佐藤美弥,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,6,1,1,2,20.8,0,0,0,-,1
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,9,,渡邊久惠,4,■,■,■,■,,49,22,0,44.9,44.9,5.50,5,1,0,20.0,0,-,15,1,0,6,16.7,0,0,0,-,23
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,10,L,小池杏菜,3,,〇,〇,〇,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,13,,長内美和子,2,,□,,□,,10,2,1,20.0,10.0,1.00,0,0,0,-,0,-,1,0,0,1,25.0,7,4,2,71.4,2
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,14,,入澤まい,4,■,■,■,■,,14,5,0,35.7,35.7,1.25,0,0,0,-,1,0.25,12,2,3,3,16.7,0,0,0,-,8
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,15,,土井さくら,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,8,0,0,4,12.5,0,0,0,-,0
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,16,,巻口明日香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,日立リヴァーレ,ヴィクトリーナ姫路,17,,オクム大庭冬美ハウィ,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,1,,貞包里穂,4,■,■,■,■,,55,17,2,30.9,27.3,4.25,7,3,0,42.9,0,-,16,0,2,4,3.1,38,9,11,38.2,17
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,3,L,高橋咲妃惠,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,3,0,42.9,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,4,,浅津ゆうこ,2,,□,□,,,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,5,,長野有紗,4,■,■,■,■,,16,8,1,50.0,43.8,2.00,0,0,0,-,0,-,12,0,1,1,0.0,0,0,0,-,8
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,6,,金杉由香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,7,,堀込奈央,4,■,■,■,■,,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,14,1,1,5,14.3,0,0,0,-,2
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,9,,吉岡可奈,2,,□,■,,,5,1,0,20.0,20.0,0.50,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,1
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,10,,脇田美怜,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,11,,マライブナ,4,■,■,■,■,,37,14,2,37.8,32.4,3.50,11,5,1,45.5,4,1.00,10,0,0,2,5.0,16,7,3,53.1,18
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,13,,田中咲希,4,■,■,■,■,,51,15,4,29.4,21.6,3.75,4,1,0,25.0,0,-,11,2,1,3,22.7,20,4,5,32.5,17
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,14,,高木理江,1,,,,■,,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,1
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,15,,大元朱菜,2,■,■,,,,3,0,0,0.0,0.0,-,0,0,0,-,0,-,5,1,1,0,15.0,0,0,0,-,1
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,18,L,溝口由利香,4,〇,〇,〇,〇,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,ヴィクトリーナ姫路,日立リヴァーレ,19,,兒島晴香,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,1,,芥川愛加,2,■,■,,,,6,0,0,0.0,0.0,-,0,0,0,-,2,1.00,4,0,0,4,25.0,0,0,0,-,2
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,2,,林琴奈,3,■,■,■,,,42,15,2,35.7,31.0,5.00,8,4,0,50.0,0,-,7,0,0,0,0.0,0,0,0,-,15
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,3,,小川杏奈,3,■,■,■,,,10,7,0,70.0,70.0,2.33,0,0,0,-,1,0.33,7,0,1,2,3.6,1,0,1,50.0,8
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,4,,橘井友香,1,■,,,,,10,2,2,20.0,0.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,5,1,3,50.0,2
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,5,,柴田真果,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,6,,田中瑞稀,3,■,■,■,,,17,4,0,23.5,23.5,1.33,0,0,0,-,0,-,14,0,1,6,8.9,23,11,5,58.7,4
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,7,,田中美咲,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,8,,カムンタラーケオカラヤー,1,,,■,,,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,1
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,11,,目黒優佳,1,,,□,,,4,1,1,25.0,0.0,1.00,1,0,0,0.0,0,-,3,0,0,1,8.3,6,2,2,50.0,1
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,13,,西川有喜,2,□,,□,,,8,4,0,50.0,50.0,2.00,0,0,0,-,0,-,3,1,0,2,50.0,0,0,0,-,5
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,14,,ヒックマンジャスティス,3,□,■,■,,,27,9,2,33.3,25.9,3.00,1,0,0,0.0,0,-,7,0,2,2,0.0,20,12,3,67.5,9
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,15,L,小幡真子,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,9,1,86.4,0
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,16,,山本美沙,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-10-12,2019-10,JTマーヴェラス,トヨタ車体クインシーズ,19,,籾井あき,3,■,■,■,,,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,8,0,0,2,6.2,0,0,0,-,1
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,1,,鴫原ひなた,3,■,■,■,,,16,7,3,43.8,25.0,2.33,1,0,0,0.0,0,-,15,1,0,4,13.3,21,5,5,35.7,8
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,3,,高橋沙織,1,,□,,,,4,2,1,50.0,25.0,2.00,2,1,0,50.0,1,1.00,4,0,1,1,0.0,5,1,0,20.0,3
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,5,,内瀬戸真実,3,■,■,■,,,24,9,1,37.5,33.3,3.00,1,0,0,0.0,0,-,4,0,0,1,6.2,16,11,2,75.0,9
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,7,,志智真梨奈,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,8,L,榊原美沙都,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,11,2,85.7,0
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,11,,荒木絵里香,3,■,■,■,,,16,9,0,56.2,56.2,3.00,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,9
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,12,,渡邊彩,3,■,■,■,,,15,6,0,40.0,40.0,2.00,0,0,0,-,1,0.33,8,0,0,1,3.1,0,0,0,-,7
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,13,,オズソイネリマン,3,■,■,■,,,48,17,2,35.4,31.2,5.67,15,4,0,26.7,1,0.33,21,2,3,4,10.7,0,0,0,-,20
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,14,,金本望,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,15,,杉郁香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,16,,中屋夏澄,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,17,,藪田美穂子,2,□,□,,,,3,1,0,33.3,33.3,0.50,0,0,0,-,1,0.50,3,0,0,1,8.3,2,2,0,100.0,2
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,18,,山上有紀,3,■,■,■,,,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,7,0,1,1,0.0,1,0,0,0.0,1
2019-10-12,2019-10,トヨタ車体クインシーズ,JTマーヴェラス,20,,山形理沙子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,1,,芥川愛加,2,,,,□,■,5,3,0,60.0,60.0,1.50,0,0,0,-,1,0.50,4,0,1,2,6.2,1,0,0,0.0,4
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,2,,林琴奈,5,■,■,■,■,■,60,22,4,36.7,30.0,4.40,16,5,1,31.2,0,-,18,1,4,5,6.9,48,31,6,70.8,23
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,3,,小川杏奈,5,■,■,■,■,■,12,2,2,16.7,0.0,0.40,0,0,0,-,0,-,18,1,1,11,19.4,2,1,0,50.0,3
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,4,,橘井友香,4,■,■,■,,□,13,4,1,30.8,23.1,1.00,3,0,1,0.0,0,-,15,1,2,8,16.7,0,0,0,-,5
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,5,,柴田真果,4,,□,■,■,□,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,9,1,0,4,22.2,0,0,0,-,2
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,6,,田中瑞稀,5,■,■,■,■,■,46,17,3,37.0,30.4,3.40,6,2,2,33.3,0,-,11,0,2,2,0.0,17,5,6,47.1,17
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,7,,田中美咲,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,3,1,0,0,33.3,0,0,0,-,1
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,8,,カムンタラーケオカラヤー,4,■,■,■,■,,12,6,1,50.0,41.7,1.50,1,1,0,100.0,0,-,6,0,0,2,8.3,0,0,0,-,6
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,11,,目黒優佳,2,,,□,,□,3,1,0,33.3,33.3,0.50,0,0,0,-,0,-,2,0,0,0,0.0,3,1,1,50.0,1
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,12,L,深萱知代,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,9,1,73.1,0
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,13,,西川有喜,2,,,□,■,,22,7,4,31.8,13.6,3.50,6,2,2,33.3,1,0.50,4,0,0,2,12.5,0,0,0,-,8
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,14,,ヒックマンジャスティス,2,,,,□,■,9,0,1,0.0,-11.1,-,1,0,1,0.0,0,-,2,0,1,0,-12.5,11,8,1,77.3,0
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,16,L,山本美沙,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,JTマーヴェラス,KUROBEアクアフェアリーズ,19,,籾井あき,4,■,■,,□,■,4,1,1,25.0,0.0,0.25,0,0,0,-,0,-,9,0,1,1,0.0,0,0,0,-,1
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,1,,丸山紗季,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,2,2,0.0,0,0,0,-,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,3,,間橋香織,4,,□,■,■,■,31,12,0,38.7,38.7,3.00,7,3,0,42.9,2,0.50,11,0,1,2,2.3,19,8,6,57.9,14
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,4,L,馬場ゆりか,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,9,2,66.7,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,6,,綿引菜都美,5,■,■,■,■,■,9,3,2,33.3,11.1,0.60,0,0,0,-,3,0.60,18,0,0,2,2.8,1,1,0,100.0,6
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,7,,雪丸梢,5,■,■,■,■,■,17,5,0,29.4,29.4,1.00,0,0,0,-,2,0.40,11,0,0,4,9.1,0,0,0,-,7
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,8,,マナバットアレオナデニス,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,9,,舛田紗淑,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,10,,リーシモーン,5,■,■,■,■,■,50,18,2,36.0,32.0,3.60,10,2,1,20.0,2,0.40,18,1,3,6,9.7,46,14,9,40.2,21
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,11,,杉原若葉,2,■,■,,,,12,2,1,16.7,8.3,1.00,4,1,0,25.0,0,-,4,0,1,1,0.0,5,0,1,10.0,2
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,12,,浮島杏加子,5,■,■,■,■,■,45,23,5,51.1,40.0,4.60,8,1,1,12.5,1,0.20,16,0,2,3,1.6,0,0,0,-,24
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,13,,梅津憂理,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,14,,細沼綾,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,15,,小西愛衣,5,■,■,■,■,■,3,1,0,33.3,33.3,0.20,0,0,0,-,1,0.20,22,1,4,4,4.5,1,0,0,0.0,3
2019-10-13,2019-10,KUROBEアクアフェアリーズ,JTマーヴェラス,16,,星加輝,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,2,,ドリスジェニファー,3,■,■,■,,,12,5,0,41.7,41.7,1.67,0,0,0,-,1,0.33,7,0,0,3,10.7,0,0,0,-,6
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,4,,宇田沙織,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,4,1,2,50.0,0
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,5,,江畑幸子,2,,□,□,,,4,1,0,25.0,25.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,6,,村上華澄,2,■,■,,,,4,4,0,100.0,100.0,2.00,0,0,0,-,0,-,7,1,1,3,21.4,0,0,0,-,5
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,8,,高相みな実,2,,■,■,,,21,7,0,33.3,33.3,3.50,2,1,0,50.0,0,-,3,0,0,0,0.0,18,1,5,19.4,7
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,9,,山下遥香,3,□,□,■,,,0,0,0,,,-,0,0,0,-,0,-,7,0,0,2,7.1,0,0,0,-,0
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,11,,堀口あやか,2,■,□,,,,13,3,2,23.1,7.7,1.50,1,1,0,100.0,1,0.50,2,0,0,0,0.0,13,3,4,38.5,4
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,12,,清水眞衣,2,,□,■,,,2,1,0,50.0,50.0,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,1
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,13,,津賀菜緒,3,■,■,■,,,27,7,1,25.9,22.2,2.33,3,0,0,0.0,0,-,7,0,1,4,10.7,0,0,0,-,7
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,14,,島畑奈緒子,3,■,■,□,,,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,4,0,2,0,-12.5,0,0,0,-,1
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,16,L,和田実莉,3,〇,〇,〇,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,17,L,筒井さやか,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,4,50.0,0
2019-10-13,2019-10,PFUブルーキャッツ,トヨタ車体クインシーズ,19,,スークソッドタナッチャ,1,□,,,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
