名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
土志田優宏,東京トヨペットグリーンスパークル,14,22,33,11,6,33.3,15.2,0,0,0,0,31,1,13,7,51,20,0,,0.5,0.0,-1.6,39.2
塩大地,きんでんトリニティーブリッツ,11,66,311,132,23,42.4,35.0,0,0,0,43,131,2,6,32,18,8,0,,2.0,0.65,6.5,44.4
増谷篤,近畿クラブスフィーダ,25,27,4,1,1,25.0,0.0,0,0,0,5,52,2,2,12,1,0,0,,0.04,0.19,8.7,0.0
大下将,東京ヴェルディ,22,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大保亮太朗,トヨタ自動車サンホークス,9,72,319,154,13,48.3,44.2,0,0,0,25,204,2,7,62,3,1,0,,2.14,0.35,7.7,33.3
大泊進祐,トヨタ自動車サンホークス,16,70,119,47,15,39.5,26.9,0,0,0,24,278,12,23,115,13,3,0,,0.67,0.34,12.6,23.1
大矢佳祐,ジェイテクトSTINGS,18,36,0,0,0,,,0,0,0,0,0,0,0,0,28,14,0,,0.0,0.0,,50.0
大谷充寛,近畿クラブスフィーダ,27,23,58,26,7,44.8,32.8,0,0,0,3,61,2,11,18,2,0,0,,1.13,0.13,6.1,0.0
大貫智博,東京トヨペットグリーンスパークル,6,44,117,52,5,44.4,40.2,1,0,1,6,89,2,3,29,10,4,0,0.0,1.18,0.14,9.6,40.0
大隈慎也,トヨタ自動車サンホークス,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
太田有紀,兵庫デルフィーノ,5,64,503,200,61,39.8,27.6,138,54,21,23,172,16,58,55,280,142,0,39.1,3.12,0.36,8.9,50.7
奥平祐介,きんでんトリニティーブリッツ,2,26,0,0,0,,,0,0,0,0,31,0,4,12,2,1,0,,0.0,0.0,6.5,50.0
奥村航,東京ヴェルディ,5,51,102,49,11,48.0,37.3,27,12,8,7,44,4,13,8,0,0,0,44.4,0.96,0.14,6.2,
奥田晃,東京ヴェルディ,11,32,14,6,0,42.9,42.9,0,0,0,15,81,2,1,22,3,0,0,,0.19,0.47,9.0,0.0
宮原博明,大同特殊鋼レッドスター,19,4,5,1,0,20.0,20.0,1,1,0,0,6,0,4,2,0,0,0,100.0,0.25,0.0,-8.3,
小川直紀,富士通カワサキレッドスピリッツ,18,24,0,0,0,,,0,0,0,0,33,0,6,7,0,0,0,,0.0,0.0,0.8,
小松高則,ジェイテクトSTINGS,1,48,118,71,5,60.2,55.9,0,0,0,27,199,5,5,94,1,1,0,,1.48,0.56,13.7,100.0
小野孝宏,ジェイテクトSTINGS,3,8,3,1,0,33.3,33.3,0,0,0,0,19,1,3,12,0,0,0,,0.12,0.0,17.1,
山下栄和,きんでんトリニティーブリッツ,13,68,0,0,0,,,0,0,0,0,0,0,0,0,287,160,0,,0.0,0.0,,55.7
山下秀人,大同特殊鋼レッドスター,18,42,153,49,20,32.0,19.0,3,0,1,8,97,1,6,25,305,164,0,0.0,1.17,0.19,5.9,53.8
山口純平,大同特殊鋼レッドスター,1,75,160,76,10,47.5,41.2,1,0,1,31,224,8,21,106,9,3,0,0.0,1.01,0.41,13.1,33.3
山本健登,近畿クラブスフィーダ,16,8,1,1,0,100.0,100.0,0,0,0,0,7,1,3,1,3,1,0,,0.12,0.0,7.1,33.3
山本英之,近畿クラブスフィーダ,29,6,11,4,1,36.4,27.3,0,0,0,4,9,0,0,2,1,1,0,,0.67,0.67,5.6,100.0
山田翔太,近畿クラブスフィーダ,4,40,0,0,0,,,0,0,0,0,0,0,0,0,266,158,0,,0.0,0.0,,59.4
岡本侑,近畿クラブスフィーダ,21,51,377,156,35,41.4,32.1,22,9,1,18,192,8,37,56,361,203,0,40.9,3.06,0.35,6.6,56.2
岡村義郎,富士通カワサキレッドスピリッツ,10,63,155,70,13,45.2,36.8,1,0,0,47,168,6,12,56,4,4,0,0.0,1.11,0.75,10.1,100.0
岩井浩二,富士通カワサキレッドスピリッツ,14,71,450,225,31,50.0,43.1,70,28,6,24,262,13,44,77,225,111,0,40.0,3.17,0.34,8.1,49.3
岩田岳大,つくばユナイテッドSunGAIA,7,24,2,2,0,100.0,100.0,0,0,0,1,68,3,2,19,1,0,0,,0.08,0.04,10.7,0.0
島野俊一,ジェイテクトSTINGS,16,21,7,4,1,57.1,42.9,0,0,0,4,39,1,3,15,1,0,0,,0.19,0.19,10.3,0.0
川北陽介,トヨタ自動車サンホークス,5,3,6,0,1,0.0,-16.7,0,0,0,0,7,0,0,3,0,0,0,,0.0,0.0,10.7,
川口一貴,大同特殊鋼レッドスター,16,5,6,1,1,16.7,0.0,0,0,0,0,5,0,0,1,0,0,0,,0.2,0.0,5.0,
川合翔太,兵庫デルフィーノ,4,40,196,65,28,33.2,18.9,55,17,7,6,76,11,25,15,7,2,0,30.9,1.62,0.15,11.2,28.6
川波博次,大同特殊鋼レッドスター,2,34,177,71,10,40.1,34.5,13,3,1,7,108,3,14,32,230,137,0,23.1,2.09,0.21,6.9,59.6
帖佐力弥,近畿クラブスフィーダ,15,42,0,0,0,,,0,0,0,0,17,2,1,5,198,120,0,,0.0,0.0,17.6,60.6
平井銀次,大同特殊鋼レッドスター,11,73,0,0,0,,,0,0,0,0,0,0,0,0,382,244,0,,0.0,0.0,,63.9
平尾真也,兵庫デルフィーノ,14,60,0,0,0,,,0,0,0,0,4,0,1,1,261,166,0,,0.0,0.0,0.0,63.6
平林康裕,警視庁フォートファイターズ,5,30,68,32,8,47.1,35.3,0,0,0,6,84,1,3,20,2,0,0,,1.07,0.2,6.2,0.0
平澤徹,富士通カワサキレッドスピリッツ,9,59,164,73,4,44.5,42.1,0,0,0,29,184,5,8,62,4,3,0,,1.24,0.49,10.1,75.0
平野晃多,大同特殊鋼レッドスター,5,70,238,130,9,54.6,50.8,2,1,0,52,212,7,6,100,8,4,0,50.0,1.86,0.74,14.4,50.0
廣本遥,富士通カワサキレッドスピリッツ,8,28,24,14,3,58.3,45.8,7,4,1,1,45,3,7,19,0,0,0,57.1,0.5,0.04,13.3,
当間重泰,警視庁フォートファイターズ,3,34,3,1,0,33.3,33.3,0,0,0,0,53,3,10,16,0,0,0,,0.03,0.0,8.5,
徳尾直哉,トヨタ自動車サンホークス,6,72,722,298,81,41.3,30.1,139,53,18,19,249,18,51,113,823,500,0,38.1,4.14,0.26,13.5,60.8
早川紘司,東京トヨペットグリーンスパークル,2,59,1,0,0,0.0,0.0,0,0,0,0,24,1,0,6,224,107,0,,0.0,0.0,10.4,47.8
早瀬省吾,東京ヴェルディ,17,50,0,0,0,,,0,0,0,0,0,0,0,0,5,1,0,,0.0,0.0,,20.0
明石良介,きんでんトリニティーブリッツ,3,30,119,40,11,33.6,24.4,26,4,7,5,87,4,25,19,65,24,0,15.4,1.33,0.17,2.9,36.9
有薗亮平,近畿クラブスフィーダ,18,57,0,0,0,,,0,0,0,0,57,2,5,21,90,43,0,,0.0,0.0,10.5,47.8
木村友宣,トヨタ自動車サンホークス,15,13,0,0,0,,,0,0,0,0,10,0,0,4,9,1,0,,0.0,0.0,10.0,11.1
本多尚也,きんでんトリニティーブリッツ,17,70,296,109,32,36.8,26.0,33,9,7,22,165,3,21,37,598,323,0,27.3,1.56,0.31,4.2,54.0
本多駿,近畿クラブスフィーダ,9,53,262,119,32,45.4,33.2,9,1,1,12,136,0,6,31,125,50,0,11.1,2.25,0.23,4.6,40.0
東野晴輝,トヨタ自動車サンホークス,7,72,29,15,1,51.7,48.3,0,0,0,14,224,0,3,84,4,0,0,,0.21,0.19,9.0,0.0
松原広輔,ジェイテクトSTINGS,10,49,197,106,11,53.8,48.2,18,5,2,11,160,23,36,59,96,50,0,27.8,2.16,0.22,18.0,52.1
松崎良輔,ジェイテクトSTINGS,8,33,85,51,5,60.0,54.1,0,0,0,24,103,1,9,16,2,1,0,,1.55,0.73,2.7,50.0
松本幸博,警視庁フォートファイターズ,6,74,427,202,43,47.3,37.2,19,5,7,16,268,5,18,93,550,356,0,26.3,2.73,0.22,8.9,64.7
松本敬三,東京トヨペットグリーンスパークル,16,60,298,96,29,32.2,22.5,3,2,0,4,151,3,26,43,313,192,0,66.7,1.6,0.07,4.8,61.3
松本永志,きんでんトリニティーブリッツ,10,69,653,276,81,42.3,29.9,192,75,40,26,247,18,53,68,21,13,0,39.1,4.0,0.38,8.8,61.9
松枝寿明,東京トヨペットグリーンスパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松田将大,東京ヴェルディ,32,8,0,0,0,,,0,0,0,0,19,1,3,7,0,0,0,,0.0,0.0,10.5,
松葉孝浩,東京トヨペットグリーンスパークル,13,55,0,0,0,,,0,0,0,0,82,5,10,25,1,1,0,,0.0,0.0,10.7,100.0
松野昭博,富士通カワサキレッドスピリッツ,19,16,34,19,2,55.9,50.0,0,0,0,9,28,0,2,11,0,0,0,,1.19,0.56,8.0,
林裕一,兵庫デルフィーノ,15,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗栖徹,兵庫デルフィーノ,12,4,0,0,0,,,0,0,0,0,0,0,0,0,37,24,0,,0.0,0.0,,64.9
根布屋匡史,東京ヴェルディ,3,64,594,277,45,46.6,39.1,133,66,18,32,243,18,40,73,126,70,0,49.6,4.33,0.5,10.8,55.6
梶野喜宏,近畿クラブスフィーダ,2,55,20,9,1,45.0,40.0,0,0,0,3,121,2,1,38,2,1,0,,0.16,0.05,9.3,50.0
森田有智夢,きんでんトリニティーブリッツ,24,34,16,9,0,56.2,56.2,0,0,0,0,45,2,19,9,2,1,0,,0.26,0.0,-1.1,50.0
椿山竜介,つくばユナイテッドSunGAIA,20,65,259,154,15,59.5,53.7,4,3,0,48,231,20,64,95,5,5,0,75.0,2.37,0.74,12.0,100.0
榊原和真,トヨタ自動車サンホークス,13,17,69,20,9,29.0,15.9,0,0,0,0,37,0,17,6,3,1,0,,1.18,0.0,-7.4,33.3
槌尾健,東京ヴェルディ,9,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
橋本和浩,東京トヨペットグリーンスパークル,12,64,226,102,16,45.1,38.1,0,0,0,23,123,6,6,38,2,1,0,,1.59,0.36,11.4,50.0
橋本峻介,きんでんトリニティーブリッツ,19,71,293,152,18,51.9,45.7,1,1,0,28,227,5,13,67,4,1,0,100.0,2.14,0.39,8.1,25.0
毛利光生,きんでんトリニティーブリッツ,20,69,60,28,5,46.7,38.3,3,2,1,12,248,12,23,100,5,0,0,66.7,0.41,0.17,12.6,0.0
池田正一,東京トヨペットグリーンスパークル,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
池田龍之介,近畿クラブスフィーダ,22,22,104,52,8,50.0,42.3,4,1,1,2,60,5,9,20,82,35,0,25.0,2.36,0.09,12.9,42.7
浅岡遥太,東京ヴェルディ,2,71,0,0,0,,,0,0,0,0,0,0,0,0,270,179,0,,0.0,0.0,,66.3
浅見冬樹,東京トヨペットグリーンスパークル,5,55,30,16,2,53.3,46.7,2,0,0,3,152,0,8,47,5,0,0,0.0,0.29,0.05,6.4,0.0
浅野博亮,ジェイテクトSTINGS,19,40,183,93,10,50.8,45.4,20,8,2,15,159,10,16,60,257,122,0,40.0,2.33,0.38,13.2,47.5
浅野晶,東京ヴェルディ,33,24,113,46,4,40.7,37.2,9,0,2,9,75,4,6,27,100,53,0,0.0,1.92,0.38,12.3,53.0
浜田翔太,東京ヴェルディ,34,53,58,25,5,43.1,34.5,2,1,0,25,169,5,26,40,56,23,0,50.0,0.47,0.47,5.0,41.1
浦田哲平,兵庫デルフィーノ,19,34,3,2,0,66.7,66.7,0,0,0,1,52,3,7,23,1,0,0,,0.06,0.03,13.5,0.0
淡田智行,大同特殊鋼レッドスター,9,47,12,5,2,41.7,25.0,0,0,0,6,175,4,5,67,4,2,0,,0.11,0.13,11.1,50.0
清水大輔,警視庁フォートファイターズ,2,68,216,106,12,49.1,43.5,0,0,0,50,184,3,4,66,7,3,0,,1.56,0.74,10.1,42.9
清野真一,ジェイテクトSTINGS,4,28,106,63,6,59.4,53.8,38,20,3,16,69,6,17,29,0,0,0,52.6,2.25,0.57,13.0,
渡辺聖太,富士通カワサキレッドスピリッツ,13,54,15,8,1,53.3,46.7,0,0,0,9,123,9,15,57,1,0,0,,0.15,0.17,15.9,0.0
渡邉敬太,トヨタ自動車サンホークス,4,15,114,41,11,36.0,26.3,4,1,1,2,60,3,2,16,6,4,0,25.0,2.73,0.13,10.8,66.7
溝口信二,東京ヴェルディ,21,63,141,54,4,38.3,35.5,0,0,0,88,142,7,18,49,4,3,0,,0.86,1.4,10.4,75.0
濱口純一,東京ヴェルディ,1,38,0,0,0,,,0,0,0,0,59,1,2,15,44,26,0,,0.0,0.0,7.2,59.1
濱本豊,近畿クラブスフィーダ,1,54,330,124,41,37.6,25.2,108,36,23,9,138,10,42,37,4,3,0,33.3,2.3,0.17,6.3,75.0
瀧澤陽紀,つくばユナイテッドSunGAIA,6,42,333,151,25,45.3,37.8,81,31,10,15,147,9,22,46,40,16,0,38.3,3.6,0.36,10.2,40.0
片渕貴史,近畿クラブスフィーダ,11,41,122,58,9,47.5,40.2,2,2,0,25,118,9,28,38,10,2,0,100.0,1.41,0.61,9.7,20.0
田中恭平,近畿クラブスフィーダ,26,25,218,96,9,44.0,39.9,29,13,3,4,83,4,16,30,177,94,0,44.8,3.84,0.16,9.0,53.1
田中淳一,東京トヨペットグリーンスパークル,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中紀幸,富士通カワサキレッドスピリッツ,3,61,393,171,31,43.5,35.6,27,11,7,19,201,10,38,75,532,310,0,40.7,2.8,0.31,9.6,58.3
田中紳太,大同特殊鋼レッドスター,3,30,2,1,0,50.0,50.0,0,0,0,0,54,2,3,28,0,0,0,,0.03,0.0,15.3,
田口譲治,東京ヴェルディ,31,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
田城貴之,つくばユナイテッドSunGAIA,14,20,58,28,5,48.3,39.7,1,0,0,21,44,2,18,15,3,2,0,0.0,1.4,1.05,2.8,66.7
田畑翔伍,きんでんトリニティーブリッツ,7,19,47,19,3,40.4,34.0,2,0,0,3,23,0,4,6,31,10,0,0.0,1.0,0.16,2.2,32.3
白川佑樹,兵庫デルフィーノ,2,38,107,38,13,35.5,23.4,29,9,8,0,88,5,22,30,5,2,0,31.0,1.0,0.0,8.0,40.0
白川雅貴,兵庫デルフィーノ,20,66,24,12,0,50.0,50.0,1,1,0,10,225,6,25,47,6,1,0,100.0,0.18,0.15,5.1,16.7
白石啓丈,つくばユナイテッドSunGAIA,24,13,0,0,0,,,0,0,0,0,11,0,1,1,8,3,0,,0.0,0.0,0.0,37.5
眞利子大輔,東京トヨペットグリーンスパークル,17,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
矢島優一,きんでんトリニティーブリッツ,23,1,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
石川俊輔,警視庁フォートファイターズ,8,75,0,0,0,,,0,0,0,0,0,0,0,0,323,215,0,,0.0,0.0,,66.6
石木裕也,兵庫デルフィーノ,18,14,3,1,0,33.3,33.3,0,0,0,0,3,0,0,1,0,0,0,,0.07,0.0,8.3,
石田敬喜,ジェイテクトSTINGS,9,32,115,51,12,44.3,33.9,12,6,2,10,129,8,11,31,236,134,0,50.0,1.59,0.31,10.1,56.8
石田純一,近畿クラブスフィーダ,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
神山哲郎,富士通カワサキレッドスピリッツ,4,7,12,5,2,41.7,25.0,0,0,0,0,8,0,1,2,20,10,0,,0.71,0.0,3.1,50.0
福島孝輝,トヨタ自動車サンホークス,11,72,0,0,0,,,0,0,0,0,0,0,0,0,434,260,0,,0.0,0.0,,59.9
福竹陽平,兵庫デルフィーノ,11,2,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
竹永大樹,兵庫デルフィーノ,9,45,107,40,11,37.4,27.1,3,1,0,4,80,8,27,25,105,50,0,33.3,0.89,0.09,9.4,47.6
興梠亮,ジェイテクトSTINGS,12,61,0,0,0,,,0,0,0,0,0,0,0,0,275,172,0,,0.0,0.0,,62.5
芳賀広大,富士通カワサキレッドスピリッツ,12,71,0,0,0,,,0,0,0,0,0,0,0,0,31,20,0,,0.0,0.0,,64.5
若山智昭,ジェイテクトSTINGS,15,24,101,53,8,52.5,44.6,15,8,0,12,77,3,5,22,25,5,0,53.3,2.21,0.5,9.4,20.0
草場貴成,大同特殊鋼レッドスター,13,17,72,29,3,40.3,36.1,7,3,1,1,48,1,6,20,89,43,0,42.9,1.71,0.06,9.4,48.3
荒川崇,東京トヨペットグリーンスパークル,15,22,6,1,0,16.7,16.7,0,0,0,3,33,0,0,15,9,5,0,,0.05,0.14,11.4,55.6
菊池孝一,つくばユナイテッドSunGAIA,1,32,79,43,2,54.4,51.9,0,0,0,16,82,6,4,27,5,3,0,,1.34,0.5,14.3,60.0
藤島謙裕,きんでんトリニティーブリッツ,9,8,0,0,0,,,0,0,0,0,0,0,0,0,29,15,0,,0.0,0.0,,51.7
藤森圭,富士通カワサキレッドスピリッツ,17,65,0,0,0,,,0,0,0,0,0,0,0,0,336,217,0,,0.0,0.0,,64.6
袴谷亮介,ジェイテクトSTINGS,11,22,112,51,9,45.5,37.5,20,13,2,10,58,7,13,21,21,12,0,65.0,2.32,0.45,15.5,57.1
西片圭佑,東京トヨペットグリーンスパークル,8,65,657,224,70,34.1,23.4,161,47,36,16,190,12,54,62,32,16,0,29.2,3.45,0.25,7.4,50.0
諏訪修士,大同特殊鋼レッドスター,20,10,2,0,1,0.0,-50.0,2,0,1,0,11,0,1,3,0,0,0,0.0,0.0,0.0,4.5,
豊田昇平,ジェイテクトSTINGS,5,2,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
赤木貴雅,つくばユナイテッドSunGAIA,13,12,0,0,0,,,0,0,0,0,19,1,1,2,7,7,0,,0.0,0.0,6.6,100.0
赤澤直樹,大同特殊鋼レッドスター,7,46,18,9,2,50.0,38.9,0,0,0,11,170,5,5,64,7,0,0,,0.2,0.24,11.6,0.0
辰巳佳靖,大同特殊鋼レッドスター,6,75,704,302,64,42.9,33.8,242,104,28,42,265,18,61,97,2,0,0,43.0,4.03,0.56,10.2,0.0
辰巳正敏,ジェイテクトSTINGS,17,5,4,0,2,0.0,-50.0,0,0,0,1,6,0,2,1,0,0,0,,0.0,0.2,-4.2,
野澤真,富士通カワサキレッドスピリッツ,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金丸将大,警視庁フォートファイターズ,25,75,674,299,60,44.4,35.5,262,112,33,23,274,11,55,74,0,0,0,42.7,3.99,0.31,5.7,
金丸晃大,ジェイテクトSTINGS,2,52,123,70,6,56.9,52.0,0,0,0,37,135,3,7,46,3,2,0,,1.35,0.71,9.4,66.7
鈴木雅史,警視庁フォートファイターズ,20,66,201,97,10,48.3,43.3,0,0,0,31,178,0,8,38,9,5,0,,1.47,0.47,4.2,55.6
間瀬公平,東京ヴェルディ,19,70,255,150,16,58.8,52.5,1,0,0,21,281,10,18,118,107,63,0,0.0,2.14,0.3,12.5,58.9
阿部純也,ジェイテクトSTINGS,14,4,5,2,1,40.0,20.0,0,0,0,0,2,0,1,0,0,0,0,,0.5,0.0,-12.5,
飯塚俊彦,東京ヴェルディ,14,8,34,10,4,29.4,17.6,16,4,4,1,19,0,6,5,0,0,0,25.0,1.25,0.12,-1.3,
馬場信介,大同特殊鋼レッドスター,10,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
馬場裕峰,東京トヨペットグリーンスパークル,3,58,180,64,19,35.6,25.0,7,1,3,16,179,5,11,67,351,209,0,14.3,1.1,0.28,10.6,59.5
高橋慎治,ジェイテクトSTINGS,6,54,16,5,0,31.2,31.2,0,0,0,20,196,20,19,73,1,0,0,,0.09,0.37,17.1,0.0
高橋潤,兵庫デルフィーノ,13,15,29,5,4,17.2,3.4,0,0,0,4,39,3,9,14,3,1,0,,0.33,0.27,10.9,33.3
高橋賢行,東京ヴェルディ,8,49,298,123,20,41.3,34.6,99,33,11,12,190,4,23,60,0,0,0,33.3,2.51,0.24,7.0,
鳥越裕喜,近畿クラブスフィーダ,14,35,209,78,22,37.3,26.8,36,16,5,14,95,3,5,29,39,12,0,44.4,2.23,0.4,9.5,30.8
黒澤雄介,東京ヴェルディ,20,54,336,134,31,39.9,30.7,75,25,12,8,194,10,14,71,467,302,0,33.3,2.48,0.15,12.5,64.7
齋藤義人,大同特殊鋼レッドスター,14,17,12,3,1,25.0,16.7,0,0,0,1,30,0,1,7,1,0,0,,0.18,0.06,5.0,0.0
